gvkey,first_year,last_year,first_markup,last_markup,first_PPI,last_PPI,first_COGS,last_COGS,periods,cagr_markup,cagr_PPI,cagr_COGS,ind2d_definition,dot_size,sale_CPI,conm,naics,markup_closest_2018
121759.0,2000,2018,1.1757798,1.5296146,59.06674542232723,49.34521352835194,357.944477259303,10329.142620083767,18,1.4723123007498229,-0.9940667885438348,20.53826128682177,Information,9.967537766361025,21322.918653652014,POWERFLEET INC,518210.0,1.5296146
121773.0,1997,2014,1.5981407,1.7624221,65.99749473008123,15.852912424471812,48268.50992901568,381732.61627165927,17,0.5772370714540065,-8.047482461658307,12.935151763024134,Manufacturing,13.581005961995317,790962.5986434751,JDS UNIPHASE CANADA LTD,334413.0,1.7624221
121793.0,2009,2018,6.528903,2.9132366,47.18472347392808,32.66910429878382,834.6977582537878,3669.1461297018045,9,-8.576150331986588,-4.002585839289852,17.88225037264737,Information,9.576776329632002,14425.840111301584,CYREN LTD,519130.0,2.9132366
121817.0,1998,2018,1.3838166,0.95305032,97.09876543209877,47.05475980594472,26530.24691358025,82097.09442282957,20,-1.8473872303544803,-3.5572706204519133,5.810635980853385,Information,11.567367630680222,105595.14044479566,SALEM MEDIA GROUP INC,516110.0,0.95305032
121819.0,2010,2015,1.9646982,1.8712811,48.0946053072075,51.71525309014612,1729.2907319350616,2132.0827159487753,5,-0.9695763872703322,1.4622427566879592,4.276682793557418,Manufacturing,8.951102289068041,7716.392870468753,DIADEXUS INC,325414.0,1.8712811
121842.0,1998,2003,2.7681336,4.9934435,62.283950617283956,51.75246156886848,1466.0493827160494,2019.715113925788,5,12.523341022099356,-3.636853589303213,6.617452952876657,Information,9.526541188938616,13719.057299065866,PRIMUS KNOWLEDGE SOLUTIONS,511210.0,4.9934435
121844.0,1997,2012,2.0508511,2.1206608,78.16813539323309,68.77573055011806,36692.59954156835,147531.6227912325,15,0.22340157366342872,-0.8497765441452199,9.720331033260932,Manufacturing,12.822645908158217,370513.7770911421,YANKEE HOLDING CORP,339999.0,2.1206608
121933.0,1998,2007,1.3892181,1.134782,101.85185185185186,113.84360268780998,179655.55555555556,224011.85625033797,9,-2.222709004580614,1.2444156042711985,2.482053017551644,Manufacturing,12.639191638460668,308411.9407973967,TEKNION CORP,337214.0,1.134782
121934.0,2002,2013,0.7497769,3.0178995,71.13111986494091,114.03709874438339,4875.633089476646,319176.9646795782,11,13.495681744510035,4.3842890433160475,46.24834386496377,"Mining, Quarrying, and Oil and Gas Extraction",13.930470481895787,1121828.4781961248,PETROHAWK ENERGY CORP,211111.0,3.0178995
121938.0,1998,2004,1.320251,1.3001823,66.2962962962963,70.58507783145464,11538.271604938273,31339.23778851315,6,-0.25496415671614203,1.050221973387977,18.120319219506055,"Professional, Scientific, and Technical Services",10.857738862087201,51934.5142243693,KEITH COMPANIES INC,541330.0,1.3001823
