,year,quarter,PPI,naics_code,date
240654,2010,1,118.5,484,2010Q1
240657,2010,2,119.4,484,2010Q2
240660,2010,3,119.6,484,2010Q3
240663,2010,4,121.4,484,2010Q4
240667,2011,1,125.1,484,2011Q1
240670,2011,2,126.9,484,2011Q2
240673,2011,3,127.5,484,2011Q3
240676,2011,4,128.2,484,2011Q4
240680,2012,1,130.5,484,2012Q1
240683,2012,2,130.0,484,2012Q2
240686,2012,3,132.1,484,2012Q3
240689,2012,4,132.2,484,2012Q4
240693,2013,1,132.9,484,2013Q1
240696,2013,2,132.8,484,2013Q2
240699,2013,3,132.9,484,2013Q3
240702,2013,4,133.3,484,2013Q4
240706,2014,1,134.0,484,2014Q1
240709,2014,2,135.8,484,2014Q2
240712,2014,3,135.3,484,2014Q3
240715,2014,4,134.5,484,2014Q4
240719,2015,1,132.6,484,2015Q1
240722,2015,2,133.0,484,2015Q2
240725,2015,3,131.8,484,2015Q3
240728,2015,4,131.7,484,2015Q4
240732,2016,1,131.0,484,2016Q1
240735,2016,2,131.0,484,2016Q2
240738,2016,3,130.9,484,2016Q3
240741,2016,4,132.2,484,2016Q4
240745,2017,1,132.6,484,2017Q1
240748,2017,2,133.3,484,2017Q2
240751,2017,3,135.9,484,2017Q3
240754,2017,4,137.9,484,2017Q4
240758,2018,1,139.6,484,2018Q1
240761,2018,2,143.4,484,2018Q2
240764,2018,3,145.5,484,2018Q3
240767,2018,4,146.9,484,2018Q4
240771,2019,1,146.3,484,2019Q1
240774,2019,2,147.1,484,2019Q2
240777,2019,3,146.0,484,2019Q3
240780,2019,4,147.5,484,2019Q4
240784,2020,1,145.7,484,2020Q1
240787,2020,2,142.1,484,2020Q2
240790,2020,3,146.0,484,2020Q3
240793,2020,4,151.0,484,2020Q4
240797,2021,1,157.4,484,2021Q1
240800,2021,2,163.4,484,2021Q2
240803,2021,3,168.530,484,2021Q3
240806,2021,4,179.575,484,2021Q4
240810,2022,1,198.150,484,2022Q1
240813,2022,2,202.669,484,2022Q2
240816,2022,3,197.122,484,2022Q3
240819,2022,4,193.952,484,2022Q4
240821,2003,4,100.0,4841,2003Q4
240824,2004,1,101.5,4841,2004Q1
240827,2004,2,103.2,4841,2004Q2
240830,2004,3,105.1,4841,2004Q3
240833,2004,4,106.3,4841,2004Q4
240837,2005,1,108.0,4841,2005Q1
240840,2005,2,109.7,4841,2005Q2
240843,2005,3,111.8,4841,2005Q3
240846,2005,4,111.9,4841,2005Q4
240850,2006,1,112.3,4841,2006Q1
240853,2006,2,114.9,4841,2006Q2
240856,2006,3,115.8,4841,2006Q3
240859,2006,4,114.5,4841,2006Q4
240863,2007,1,114.9,4841,2007Q1
240866,2007,2,116.7,4841,2007Q2
240869,2007,3,116.6,4841,2007Q3
240872,2007,4,119.3,4841,2007Q4
240876,2008,1,121.4,4841,2008Q1
240879,2008,2,127.7,4841,2008Q2
240882,2008,3,125.8,4841,2008Q3
240885,2008,4,118.9,4841,2008Q4
240889,2009,1,116.7,4841,2009Q1
240892,2009,2,117.0,4841,2009Q2
240895,2009,3,117.9,4841,2009Q3
240898,2009,4,117.2,4841,2009Q4
240902,2010,1,118.3,4841,2010Q1
240905,2010,2,119.3,4841,2010Q2
240908,2010,3,119.5,4841,2010Q3
240911,2010,4,121.9,4841,2010Q4
240915,2011,1,125.1,4841,2011Q1
240918,2011,2,127.1,4841,2011Q2
240921,2011,3,128.1,4841,2011Q3
240924,2011,4,129.1,4841,2011Q4
240928,2012,1,132.0,4841,2012Q1
240931,2012,2,131.4,4841,2012Q2
240934,2012,3,133.9,4841,2012Q3
240937,2012,4,134.3,4841,2012Q4
240941,2013,1,135.0,4841,2013Q1
240944,2013,2,134.8,4841,2013Q2
240947,2013,3,134.8,4841,2013Q3
240950,2013,4,135.5,4841,2013Q4
240954,2014,1,136.3,4841,2014Q1
240957,2014,2,138.6,4841,2014Q2
240960,2014,3,138.1,4841,2014Q3
240963,2014,4,137.4,4841,2014Q4
240967,2015,1,135.1,4841,2015Q1
240970,2015,2,135.5,4841,2015Q2
240973,2015,3,134.4,4841,2015Q3
240976,2015,4,134.5,4841,2015Q4
240980,2016,1,133.7,4841,2016Q1
240983,2016,2,132.8,4841,2016Q2
240986,2016,3,133.1,4841,2016Q3
240989,2016,4,135.1,4841,2016Q4
240993,2017,1,135.4,4841,2017Q1
240996,2017,2,135.8,4841,2017Q2
240999,2017,3,138.9,4841,2017Q3
241002,2017,4,141.7,4841,2017Q4
241006,2018,1,143.6,4841,2018Q1
241009,2018,2,148.3,4841,2018Q2
241012,2018,3,150.7,4841,2018Q3
241015,2018,4,152.3,4841,2018Q4
241019,2019,1,151.6,4841,2019Q1
241022,2019,2,152.1,4841,2019Q2
241025,2019,3,150.8,4841,2019Q3
241028,2019,4,153.1,4841,2019Q4
241032,2020,1,150.3,4841,2020Q1
241035,2020,2,146.1,4841,2020Q2
241038,2020,3,151.9,4841,2020Q3
241041,2020,4,158.7,4841,2020Q4
241045,2021,1,166.6,4841,2021Q1
241048,2021,2,172.8,4841,2021Q2
241051,2021,3,178.904,4841,2021Q3
241054,2021,4,193.130,4841,2021Q4
241058,2022,1,215.203,4841,2022Q1
241061,2022,2,215.555,4841,2022Q2
241064,2022,3,208.081,4841,2022Q3
241067,2022,4,203.589,4841,2022Q4
241069,2003,4,100.0,48411,2003Q4
241072,2004,1,101.9,48411,2004Q1
241075,2004,2,105.2,48411,2004Q2
241078,2004,3,107.1,48411,2004Q3
241081,2004,4,108.7,48411,2004Q4
241085,2005,1,111.0,48411,2005Q1
241088,2005,2,111.2,48411,2005Q2
241091,2005,3,113.6,48411,2005Q3
241094,2005,4,112.1,48411,2005Q4
241098,2006,1,113.7,48411,2006Q1
241101,2006,2,116.0,48411,2006Q2
241104,2006,3,117.4,48411,2006Q3
241107,2006,4,116.4,48411,2006Q4
241111,2007,1,118.1,48411,2007Q1
241114,2007,2,120.4,48411,2007Q2
241117,2007,3,119.4,48411,2007Q3
241120,2007,4,123.6,48411,2007Q4
241124,2008,1,127.5,48411,2008Q1
241127,2008,2,134.2,48411,2008Q2
241130,2008,3,133.1,48411,2008Q3
241133,2008,4,127.2,48411,2008Q4
241137,2009,1,123.7,48411,2009Q1
241140,2009,2,127.0,48411,2009Q2
241143,2009,3,126.7,48411,2009Q3
241146,2009,4,127.7,48411,2009Q4
241150,2010,1,127.3,48411,2010Q1
241153,2010,2,127.4,48411,2010Q2
241156,2010,3,126.9,48411,2010Q3
241159,2010,4,126.9,48411,2010Q4
241163,2011,1,130.4,48411,2011Q1
241166,2011,2,130.5,48411,2011Q2
241169,2011,3,130.6,48411,2011Q3
241172,2011,4,131.7,48411,2011Q4
241176,2012,1,132.4,48411,2012Q1
241179,2012,2,132.2,48411,2012Q2
241182,2012,3,132.2,48411,2012Q3
241185,2012,4,135.5,48411,2012Q4
241189,2013,1,135.0,48411,2013Q1
241192,2013,2,135.0,48411,2013Q2
241195,2013,3,135.1,48411,2013Q3
241198,2013,4,135.1,48411,2013Q4
241202,2014,1,135.1,48411,2014Q1
241205,2014,2,135.2,48411,2014Q2
241208,2014,3,135.2,48411,2014Q3
241211,2014,4,135.2,48411,2014Q4
241215,2015,1,135.2,48411,2015Q1
241218,2015,2,135.2,48411,2015Q2
241221,2015,3,135.1,48411,2015Q3
241224,2015,4,134.9,48411,2015Q4
241228,2016,1,133.6,48411,2016Q1
241231,2016,2,127.0,48411,2016Q2
241234,2016,3,128.2,48411,2016Q3
241237,2016,4,128.3,48411,2016Q4
241241,2017,1,128.5,48411,2017Q1
241244,2017,2,129.3,48411,2017Q2
241247,2017,3,131.4,48411,2017Q3
241250,2017,4,132.0,48411,2017Q4
241254,2018,1,133.6,48411,2018Q1
241257,2018,2,141.7,48411,2018Q2
241260,2018,3,143.7,48411,2018Q3
241263,2018,4,145.9,48411,2018Q4
241267,2019,1,145.3,48411,2019Q1
241270,2019,2,146.7,48411,2019Q2
241273,2019,3,146.3,48411,2019Q3
241276,2019,4,147.0,48411,2019Q4
241280,2020,1,149.2,48411,2020Q1
241283,2020,2,138.3,48411,2020Q2
241286,2020,3,147.1,48411,2020Q3
241289,2020,4,153.4,48411,2020Q4
241293,2021,1,155.2,48411,2021Q1
241296,2021,2,163.8,48411,2021Q2
241299,2021,3,164.391,48411,2021Q3
241302,2021,4,171.213,48411,2021Q4
241306,2022,1,188.734,48411,2022Q1
241309,2022,2,193.681,48411,2022Q2
241312,2022,3,195.711,48411,2022Q3
241315,2022,4,182.698,48411,2022Q4
241317,2003,4,100.0,484110,2003Q4
241320,2004,1,101.9,484110,2004Q1
241323,2004,2,105.2,484110,2004Q2
241326,2004,3,107.1,484110,2004Q3
241329,2004,4,108.6,484110,2004Q4
241333,2005,1,111.0,484110,2005Q1
241336,2005,2,111.2,484110,2005Q2
241339,2005,3,113.6,484110,2005Q3
241342,2005,4,112.1,484110,2005Q4
241346,2006,1,113.7,484110,2006Q1
241349,2006,2,116.0,484110,2006Q2
241352,2006,3,117.4,484110,2006Q3
241355,2006,4,116.4,484110,2006Q4
241359,2007,1,118.1,484110,2007Q1
241362,2007,2,120.3,484110,2007Q2
241365,2007,3,119.3,484110,2007Q3
241368,2007,4,123.6,484110,2007Q4
241372,2008,1,127.4,484110,2008Q1
241375,2008,2,134.2,484110,2008Q2
241378,2008,3,133.1,484110,2008Q3
241381,2008,4,127.2,484110,2008Q4
241385,2009,1,123.7,484110,2009Q1
241388,2009,2,127.0,484110,2009Q2
241391,2009,3,126.7,484110,2009Q3
241394,2009,4,127.7,484110,2009Q4
241398,2010,1,127.3,484110,2010Q1
241401,2010,2,127.4,484110,2010Q2
241404,2010,3,126.9,484110,2010Q3
241407,2010,4,126.9,484110,2010Q4
241411,2011,1,130.4,484110,2011Q1
241414,2011,2,130.5,484110,2011Q2
241417,2011,3,130.6,484110,2011Q3
241420,2011,4,131.7,484110,2011Q4
241424,2012,1,132.4,484110,2012Q1
241427,2012,2,132.2,484110,2012Q2
241430,2012,3,132.2,484110,2012Q3
241433,2012,4,135.5,484110,2012Q4
241437,2013,1,135.0,484110,2013Q1
241440,2013,2,135.0,484110,2013Q2
241443,2013,3,135.1,484110,2013Q3
241446,2013,4,135.1,484110,2013Q4
241450,2014,1,135.1,484110,2014Q1
241453,2014,2,135.2,484110,2014Q2
241456,2014,3,135.2,484110,2014Q3
241459,2014,4,135.2,484110,2014Q4
241463,2015,1,135.2,484110,2015Q1
241466,2015,2,135.2,484110,2015Q2
241469,2015,3,135.1,484110,2015Q3
241472,2015,4,134.9,484110,2015Q4
241476,2016,1,133.6,484110,2016Q1
241479,2016,2,127.0,484110,2016Q2
241482,2016,3,128.2,484110,2016Q3
241485,2016,4,128.3,484110,2016Q4
241489,2017,1,128.5,484110,2017Q1
241492,2017,2,129.3,484110,2017Q2
241495,2017,3,131.4,484110,2017Q3
241498,2017,4,132.0,484110,2017Q4
241502,2018,1,133.6,484110,2018Q1
241505,2018,2,141.7,484110,2018Q2
241508,2018,3,143.7,484110,2018Q3
241511,2018,4,145.9,484110,2018Q4
241515,2019,1,145.4,484110,2019Q1
241518,2019,2,146.7,484110,2019Q2
241521,2019,3,146.3,484110,2019Q3
241524,2019,4,147.0,484110,2019Q4
241528,2020,1,149.2,484110,2020Q1
241531,2020,2,138.3,484110,2020Q2
241534,2020,3,147.1,484110,2020Q3
241537,2020,4,153.4,484110,2020Q4
241541,2021,1,155.2,484110,2021Q1
241544,2021,2,163.8,484110,2021Q2
241547,2021,3,164.407,484110,2021Q3
241550,2021,4,171.229,484110,2021Q4
241554,2022,1,188.753,484110,2022Q1
241557,2022,2,193.701,484110,2022Q2
241560,2022,3,195.730,484110,2022Q3
241563,2022,4,182.721,484110,2022Q4
241565,2003,4,100.0,48412,2003Q4
241568,2004,1,101.4,48412,2004Q1
241571,2004,2,102.8,48412,2004Q2
241574,2004,3,104.7,48412,2004Q3
241577,2004,4,105.9,48412,2004Q4
241581,2005,1,107.5,48412,2005Q1
241584,2005,2,109.5,48412,2005Q2
241587,2005,3,111.5,48412,2005Q3
241590,2005,4,111.9,48412,2005Q4
241594,2006,1,112.0,48412,2006Q1
241597,2006,2,114.7,48412,2006Q2
241600,2006,3,115.5,48412,2006Q3
241603,2006,4,114.1,48412,2006Q4
241607,2007,1,114.2,48412,2007Q1
241610,2007,2,116.0,48412,2007Q2
241613,2007,3,116.1,48412,2007Q3
241616,2007,4,118.4,48412,2007Q4
241620,2008,1,120.1,48412,2008Q1
241623,2008,2,126.3,48412,2008Q2
241626,2008,3,124.2,48412,2008Q3
241629,2008,4,117.1,48412,2008Q4
241633,2009,1,115.1,48412,2009Q1
241636,2009,2,114.8,48412,2009Q2
241639,2009,3,115.9,48412,2009Q3
241642,2009,4,114.8,48412,2009Q4
241646,2010,1,116.3,48412,2010Q1
241649,2010,2,117.5,48412,2010Q2
241652,2010,3,117.9,48412,2010Q3
241655,2010,4,120.7,48412,2010Q4
241659,2011,1,123.9,48412,2011Q1
241662,2011,2,126.4,48412,2011Q2
241665,2011,3,127.6,48412,2011Q3
241668,2011,4,128.6,48412,2011Q4
241672,2012,1,132.0,48412,2012Q1
241675,2012,2,131.3,48412,2012Q2
241678,2012,3,134.3,48412,2012Q3
241681,2012,4,134.1,48412,2012Q4
241685,2013,1,135.0,48412,2013Q1
241688,2013,2,134.9,48412,2013Q2
241691,2013,3,134.8,48412,2013Q3
241694,2013,4,135.6,48412,2013Q4
241698,2014,1,136.6,48412,2014Q1
241701,2014,2,139.4,48412,2014Q2
241704,2014,3,138.8,48412,2014Q3
241707,2014,4,138.0,48412,2014Q4
241711,2015,1,135.2,48412,2015Q1
241714,2015,2,135.6,48412,2015Q2
241717,2015,3,134.2,48412,2015Q3
241720,2015,4,134.5,48412,2015Q4
241724,2016,1,133.9,48412,2016Q1
241727,2016,2,134.2,48412,2016Q2
241730,2016,3,134.3,48412,2016Q3
241733,2016,4,136.7,48412,2016Q4
241737,2017,1,137.0,48412,2017Q1
241740,2017,2,137.4,48412,2017Q2
241743,2017,3,140.7,48412,2017Q3
241746,2017,4,143.9,48412,2017Q4
241750,2018,1,146.0,48412,2018Q1
241753,2018,2,149.8,48412,2018Q2
241756,2018,3,152.4,48412,2018Q3
241759,2018,4,153.8,48412,2018Q4
241763,2019,1,153.1,48412,2019Q1
241766,2019,2,153.4,48412,2019Q2
241769,2019,3,151.9,48412,2019Q3
241772,2019,4,154.5,48412,2019Q4
241776,2020,1,150.7,48412,2020Q1
241779,2020,2,148.0,48412,2020Q2
241782,2020,3,153.1,48412,2020Q3
241785,2020,4,159.9,48412,2020Q4
241789,2021,1,169.3,48412,2021Q1
241792,2021,2,175.0,48412,2021Q2
241795,2021,3,182.298,48412,2021Q3
241798,2021,4,198.234,48412,2021Q4
241802,2022,1,221.382,48412,2022Q1
241805,2022,2,220.661,48412,2022Q2
241808,2022,3,211.018,48412,2022Q3
241811,2022,4,208.488,48412,2022Q4
241813,2003,4,100.0,484121,2003Q4
241816,2004,1,101.2,484121,2004Q1
241819,2004,2,102.5,484121,2004Q2
241822,2004,3,104.0,484121,2004Q3
241825,2004,4,104.8,484121,2004Q4
241829,2005,1,106.9,484121,2005Q1
241832,2005,2,108.4,484121,2005Q2
241835,2005,3,110.0,484121,2005Q3
241838,2005,4,111.0,484121,2005Q4
241842,2006,1,110.4,484121,2006Q1
241845,2006,2,112.4,484121,2006Q2
241848,2006,3,113.4,484121,2006Q3
241851,2006,4,112.3,484121,2006Q4
241855,2007,1,112.4,484121,2007Q1
241858,2007,2,112.8,484121,2007Q2
241861,2007,3,113.8,484121,2007Q3
241864,2007,4,115.8,484121,2007Q4
241868,2008,1,116.5,484121,2008Q1
241871,2008,2,123.0,484121,2008Q2
241874,2008,3,121.8,484121,2008Q3
241877,2008,4,115.1,484121,2008Q4
241881,2009,1,110.4,484121,2009Q1
241884,2009,2,110.1,484121,2009Q2
241887,2009,3,111.7,484121,2009Q3
241890,2009,4,110.9,484121,2009Q4
241894,2010,1,111.9,484121,2010Q1
241897,2010,2,113.5,484121,2010Q2
241900,2010,3,113.8,484121,2010Q3
241903,2010,4,116.1,484121,2010Q4
241907,2011,1,119.3,484121,2011Q1
241910,2011,2,121.4,484121,2011Q2
241913,2011,3,122.0,484121,2011Q3
241916,2011,4,123.3,484121,2011Q4
241920,2012,1,126.2,484121,2012Q1
241923,2012,2,125.8,484121,2012Q2
241926,2012,3,127.4,484121,2012Q3
241929,2012,4,127.0,484121,2012Q4
241933,2013,1,128.0,484121,2013Q1
241936,2013,2,127.6,484121,2013Q2
241939,2013,3,127.1,484121,2013Q3
241942,2013,4,127.4,484121,2013Q4
241946,2014,1,128.7,484121,2014Q1
241949,2014,2,130.8,484121,2014Q2
241952,2014,3,130.4,484121,2014Q3
241955,2014,4,128.9,484121,2014Q4
241959,2015,1,126.0,484121,2015Q1
241962,2015,2,127.1,484121,2015Q2
241965,2015,3,125.9,484121,2015Q3
241968,2015,4,124.8,484121,2015Q4
241972,2016,1,123.2,484121,2016Q1
241975,2016,2,122.7,484121,2016Q2
241978,2016,3,123.3,484121,2016Q3
241981,2016,4,124.2,484121,2016Q4
241985,2017,1,124.2,484121,2017Q1
241988,2017,2,124.2,484121,2017Q2
241991,2017,3,126.6,484121,2017Q3
241994,2017,4,130.3,484121,2017Q4
241998,2018,1,132.0,484121,2018Q1
242001,2018,2,135.4,484121,2018Q2
242004,2018,3,138.6,484121,2018Q3
242007,2018,4,140.4,484121,2018Q4
242011,2019,1,138.2,484121,2019Q1
242014,2019,2,137.7,484121,2019Q2
242017,2019,3,136.6,484121,2019Q3
242020,2019,4,141.0,484121,2019Q4
242024,2020,1,134.3,484121,2020Q1
242027,2020,2,132.0,484121,2020Q2
242030,2020,3,139.0,484121,2020Q3
242033,2020,4,147.6,484121,2020Q4
242037,2021,1,154.7,484121,2021Q1
242040,2021,2,159.3,484121,2021Q2
242043,2021,3,169.568,484121,2021Q3
242046,2021,4,187.738,484121,2021Q4
242050,2022,1,211.126,484121,2022Q1
242053,2022,2,203.350,484121,2022Q2
242056,2022,3,196.084,484121,2022Q3
242059,2022,4,195.620,484121,2022Q4
242061,2003,4,100.0,484122,2003Q4
242064,2004,1,101.9,484122,2004Q1
242067,2004,2,103.4,484122,2004Q2
242070,2004,3,106.3,484122,2004Q3
242073,2004,4,108.0,484122,2004Q4
242077,2005,1,108.6,484122,2005Q1
242080,2005,2,111.8,484122,2005Q2
242083,2005,3,114.6,484122,2005Q3
242086,2005,4,113.7,484122,2005Q4
242090,2006,1,115.4,484122,2006Q1
242093,2006,2,119.2,484122,2006Q2
242096,2006,3,119.7,484122,2006Q3
242099,2006,4,117.9,484122,2006Q4
242103,2007,1,117.8,484122,2007Q1
242106,2007,2,122.7,484122,2007Q2
242109,2007,3,120.9,484122,2007Q3
242112,2007,4,124.0,484122,2007Q4
242116,2008,1,127.8,484122,2008Q1
242119,2008,2,133.3,484122,2008Q2
242122,2008,3,129.4,484122,2008Q3
242125,2008,4,121.2,484122,2008Q4
242129,2009,1,125.4,484122,2009Q1
242132,2009,2,125.3,484122,2009Q2
242135,2009,3,125.4,484122,2009Q3
242138,2009,4,123.4,484122,2009Q4
242142,2010,1,125.9,484122,2010Q1
242145,2010,2,126.4,484122,2010Q2
242148,2010,3,126.8,484122,2010Q3
242151,2010,4,131.0,484122,2010Q4
242155,2011,1,134.1,484122,2011Q1
242158,2011,2,137.3,484122,2011Q2
242161,2011,3,140.1,484122,2011Q3
242164,2011,4,140.6,484122,2011Q4
242168,2012,1,144.9,484122,2012Q1
242171,2012,2,143.7,484122,2012Q2
242174,2012,3,149.9,484122,2012Q3
242177,2012,4,150.3,484122,2012Q4
242181,2013,1,151.0,484122,2013Q1
242184,2013,2,151.2,484122,2013Q2
242187,2013,3,152.4,484122,2013Q3
242190,2013,4,154.4,484122,2013Q4
242194,2014,1,154.5,484122,2014Q1
242197,2014,2,158.8,484122,2014Q2
242200,2014,3,158.0,484122,2014Q3
242203,2014,4,158.8,484122,2014Q4
242207,2015,1,156.1,484122,2015Q1
242210,2015,2,155.1,484122,2015Q2
242213,2015,3,153.2,484122,2015Q3
242216,2015,4,156.6,484122,2015Q4
242220,2016,1,158.3,484122,2016Q1
242223,2016,2,160.7,484122,2016Q2
242226,2016,3,159.5,484122,2016Q3
242229,2016,4,165.6,484122,2016Q4
242233,2017,1,166.7,484122,2017Q1
242236,2017,2,167.9,484122,2017Q2
242239,2017,3,173.3,484122,2017Q3
242242,2017,4,175.5,484122,2017Q4
242246,2018,1,178.4,484122,2018Q1
242249,2018,2,183.1,484122,2018Q2
242252,2018,3,184.0,484122,2018Q3
242255,2018,4,183.9,484122,2018Q4
242259,2019,1,187.8,484122,2019Q1
242262,2019,2,190.3,484122,2019Q2
242265,2019,3,187.8,484122,2019Q3
242268,2019,4,185.2,484122,2019Q4
242272,2020,1,189.7,484122,2020Q1
242275,2020,2,186.1,484122,2020Q2
242278,2020,3,185.5,484122,2020Q3
242281,2020,4,187.1,484122,2020Q4
242285,2021,1,202.5,484122,2021Q1
242288,2021,2,210.7,484122,2021Q2
242291,2021,3,209.299,484122,2021Q3
242294,2021,4,218.148,484122,2021Q4
242298,2022,1,239.535,484122,2022Q1
242301,2022,2,258.802,484122,2022Q2
242304,2022,3,242.930,484122,2022Q3
242307,2022,4,234.653,484122,2022Q4
242309,2003,4,100.0,4842,2003Q4
242312,2004,1,100.8,4842,2004Q1
242315,2004,2,102.7,4842,2004Q2
242318,2004,3,103.3,4842,2004Q3
242321,2004,4,103.8,4842,2004Q4
242325,2005,1,104.7,4842,2005Q1
242328,2005,2,106.6,4842,2005Q2
242331,2005,3,108.4,4842,2005Q3
242334,2005,4,109.7,4842,2005Q4
242338,2006,1,110.4,4842,2006Q1
242341,2006,2,111.7,4842,2006Q2
242344,2006,3,112.4,4842,2006Q3
242347,2006,4,111.6,4842,2006Q4
242351,2007,1,112.4,4842,2007Q1
242354,2007,2,112.8,4842,2007Q2
242357,2007,3,113.3,4842,2007Q3
242360,2007,4,114.6,4842,2007Q4
242364,2008,1,120.6,4842,2008Q1
242367,2008,2,124.3,4842,2008Q2
242370,2008,3,124.5,4842,2008Q3
242373,2008,4,119.8,4842,2008Q4
242377,2009,1,115.0,4842,2009Q1
242380,2009,2,117.7,4842,2009Q2
242383,2009,3,117.8,4842,2009Q3
242386,2009,4,117.8,4842,2009Q4
242390,2010,1,119.3,4842,2010Q1
242393,2010,2,120.1,4842,2010Q2
242396,2010,3,120.0,4842,2010Q3
242399,2010,4,120.7,4842,2010Q4
242403,2011,1,125.4,4842,2011Q1
242406,2011,2,126.7,4842,2011Q2
242409,2011,3,126.5,4842,2011Q3
242412,2011,4,126.3,4842,2011Q4
242416,2012,1,127.5,4842,2012Q1
242419,2012,2,127.1,4842,2012Q2
242422,2012,3,128.3,4842,2012Q3
242425,2012,4,127.7,4842,2012Q4
242429,2013,1,128.5,4842,2013Q1
242432,2013,2,128.5,4842,2013Q2
242435,2013,3,129.0,4842,2013Q3
242438,2013,4,128.8,4842,2013Q4
242442,2014,1,129.2,4842,2014Q1
242445,2014,2,129.8,4842,2014Q2
242448,2014,3,129.3,4842,2014Q3
242451,2014,4,128.4,4842,2014Q4
242455,2015,1,127.3,4842,2015Q1
242458,2015,2,127.6,4842,2015Q2
242461,2015,3,126.2,4842,2015Q3
242464,2015,4,125.6,4842,2015Q4
242468,2016,1,125.0,4842,2016Q1
242471,2016,2,127.4,4842,2016Q2
242474,2016,3,126.4,4842,2016Q3
242477,2016,4,125.9,4842,2016Q4
242481,2017,1,126.5,4842,2017Q1
242484,2017,2,128.1,4842,2017Q2
242487,2017,3,129.4,4842,2017Q3
242490,2017,4,129.7,4842,2017Q4
242494,2018,1,131.0,4842,2018Q1
242497,2018,2,133.0,4842,2018Q2
242500,2018,3,134.2,4842,2018Q3
242503,2018,4,135.2,4842,2018Q4
242507,2019,1,134.8,4842,2019Q1
242510,2019,2,136.3,4842,2019Q2
242513,2019,3,135.6,4842,2019Q3
242516,2019,4,135.5,4842,2019Q4
242520,2020,1,135.8,4842,2020Q1
242523,2020,2,133.5,4842,2020Q2
242526,2020,3,133.3,4842,2020Q3
242529,2020,4,134.5,4842,2020Q4
242533,2021,1,137.3,4842,2021Q1
242536,2021,2,142.9,4842,2021Q2
242539,2021,3,146.091,4842,2021Q3
242542,2021,4,150.289,4842,2021Q4
242546,2022,1,161.355,4842,2022Q1
242549,2022,2,174.823,4842,2022Q2
242552,2022,3,173.499,4842,2022Q3
242555,2022,4,173.211,4842,2022Q4
242557,2003,4,100.0,48421,2003Q4
242560,2004,1,100.8,48421,2004Q1
242563,2004,2,103.7,48421,2004Q2
242566,2004,3,104.8,48421,2004Q3
242569,2004,4,104.2,48421,2004Q4
242573,2005,1,104.5,48421,2005Q1
242576,2005,2,105.8,48421,2005Q2
242579,2005,3,106.5,48421,2005Q3
242582,2005,4,107.1,48421,2005Q4
242586,2006,1,107.7,48421,2006Q1
242589,2006,2,108.5,48421,2006Q2
242592,2006,3,108.6,48421,2006Q3
242595,2006,4,106.1,48421,2006Q4
242599,2007,1,108.4,48421,2007Q1
242602,2007,2,108.7,48421,2007Q2
242605,2007,3,109.1,48421,2007Q3
242608,2007,4,109.6,48421,2007Q4
242612,2008,1,110.0,48421,2008Q1
242615,2008,2,112.1,48421,2008Q2
242618,2008,3,114.6,48421,2008Q3
242621,2008,4,112.7,48421,2008Q4
242625,2009,1,112.6,48421,2009Q1
242628,2009,2,112.7,48421,2009Q2
242631,2009,3,112.6,48421,2009Q3
242634,2009,4,113.4,48421,2009Q4
242638,2010,1,114.5,48421,2010Q1
242641,2010,2,115.3,48421,2010Q2
242644,2010,3,114.8,48421,2010Q3
242647,2010,4,114.9,48421,2010Q4
242651,2011,1,121.7,48421,2011Q1
242654,2011,2,124.8,48421,2011Q2
242657,2011,3,124.5,48421,2011Q3
242660,2011,4,123.9,48421,2011Q4
242664,2012,1,124.1,48421,2012Q1
242667,2012,2,124.8,48421,2012Q2
242670,2012,3,124.3,48421,2012Q3
242673,2012,4,124.5,48421,2012Q4
242677,2013,1,124.7,48421,2013Q1
242680,2013,2,124.8,48421,2013Q2
242683,2013,3,125.1,48421,2013Q3
242686,2013,4,124.5,48421,2013Q4
242690,2014,1,125.3,48421,2014Q1
242693,2014,2,128.3,48421,2014Q2
242696,2014,3,126.7,48421,2014Q3
242699,2014,4,126.8,48421,2014Q4
242703,2015,1,126.4,48421,2015Q1
242706,2015,2,126.5,48421,2015Q2
242709,2015,3,126.1,48421,2015Q3
242712,2015,4,124.6,48421,2015Q4
242716,2016,1,124.5,48421,2016Q1
242719,2016,2,125.3,48421,2016Q2
242722,2016,3,125.8,48421,2016Q3
242725,2016,4,122.5,48421,2016Q4
242729,2017,1,123.2,48421,2017Q1
242732,2017,2,127.9,48421,2017Q2
242735,2017,3,130.8,48421,2017Q3
242738,2017,4,129.3,48421,2017Q4
242742,2018,1,130.2,48421,2018Q1
242745,2018,2,132.5,48421,2018Q2
242748,2018,3,133.1,48421,2018Q3
242751,2018,4,134.4,48421,2018Q4
242755,2019,1,132.1,48421,2019Q1
242758,2019,2,140.7,48421,2019Q2
242761,2019,3,138.5,48421,2019Q3
242764,2019,4,136.3,48421,2019Q4
242768,2020,1,136.5,48421,2020Q1
242771,2020,2,138.9,48421,2020Q2
242774,2020,3,136.1,48421,2020Q3
242777,2020,4,137.8,48421,2020Q4
242781,2021,1,139.0,48421,2021Q1
242784,2021,2,151.4,48421,2021Q2
242787,2021,3,154.592,48421,2021Q3
242790,2021,4,155.098,48421,2021Q4
242794,2022,1,162.485,48421,2022Q1
242797,2022,2,178.809,48421,2022Q2
242800,2022,3,170.930,48421,2022Q3
242803,2022,4,167.555,48421,2022Q4
