,year,naics_code,PPI
8466,2006,332996,213.5
8467,2007,332996,213.6
8468,2008,332996,239.5
8469,2009,332996,247.7
8470,2010,332996,267.4
8471,2011,332996,297.2
8472,2012,332996,297.8
8473,2013,332996,301.9
8474,2014,332996,304.8
8475,2015,332996,305.6
8476,2016,332996,301.0
8477,2017,332996,308.4
8478,2018,332996,322.4
8479,2019,332996,318.8
8480,2020,332996,331.0
8481,2021,332996,417.434
8482,2022,332996,425.785
8483,2003,332999,100.0
8484,2004,332999,104.0
8485,2005,332999,106.4
8486,2006,332999,112.5
8487,2007,332999,114.1
8488,2008,332999,122.4
8489,2009,332999,123.6
8490,2010,332999,126.8
8491,2011,332999,130.8
8492,2012,332999,130.3
8493,2013,332999,131.9
8494,2014,332999,132.9
8495,2015,332999,131.0
8496,2016,332999,130.5
8497,2017,332999,133.5
8498,2018,332999,142.1
8499,2019,332999,141.8
8500,2020,332999,144.7
8501,2021,332999,172.145
8502,2022,332999,179.797
8503,2011,33299T,100.0
8504,2012,33299T,102.8
8505,2013,33299T,104.4
8506,2014,33299T,102.0
8507,2015,33299T,99.1
8508,2016,33299T,100.5
8509,2017,33299T,102.0
8510,2018,33299T,101.7
8511,2019,33299T,101.4
8512,2020,33299T,101.8
8513,2021,33299T,105.632
8514,2022,33299T,106.592
8515,2003,333,100.0
8516,2004,333,103.4
8517,2005,333,106.8
8518,2006,333,110.2
8519,2007,333,113.1
8520,2008,333,120.0
8521,2009,333,120.3
8522,2010,333,121.1
8523,2011,333,124.7
8524,2012,333,127.0
8525,2013,333,128.5
8526,2014,333,130.7
8527,2015,333,131.8
8528,2016,333,132.4
8529,2017,333,133.7
8530,2018,333,138.4
8531,2019,333,140.8
8532,2020,333,142.8
8533,2021,333,155.956
8534,2022,333,172.548
8535,2003,3331,100.0
8536,2004,3331,104.2
8537,2005,3331,109.0
8538,2006,3331,113.2
8539,2007,3331,116.7
8540,2008,3331,123.3
8541,2009,3331,124.5
8542,2010,3331,125.3
8543,2011,3331,130.1
8544,2012,3331,132.6
8545,2013,3331,133.9
8546,2014,3331,135.5
8547,2015,3331,136.5
8548,2016,3331,137.1
8549,2017,3331,137.9
8550,2018,3331,142.6
8551,2019,3331,144.9
8552,2020,3331,146.3
8553,2021,3331,159.096
8554,2022,3331,175.972
8555,2003,33311,100.0
8556,2004,33311,103.8
8557,2005,33311,106.6
8558,2006,33311,108.9
8559,2007,33311,112.2
8560,2008,33311,117.4
8561,2009,33311,118.4
8562,2010,33311,120.0
8563,2011,33311,123.2
8564,2012,33311,124.6
8565,2013,33311,125.9
8566,2014,33311,127.5
8567,2015,33311,128.7
8568,2016,33311,129.8
8569,2017,33311,130.3
8570,2018,33311,135.2
8571,2019,33311,137.0
8572,2020,33311,138.3
8573,2021,33311,152.685
8574,2022,33311,171.904
8575,1926,333111,13.7
8576,1927,333111,13.6
8577,1928,333111,13.6
8578,1929,333111,13.3
8579,1930,333111,12.9
8580,1931,333111,11.7
8581,1932,333111,11.6
8582,1933,333111,11.6
8583,1934,333111,12.7
8584,1935,333111,12.9
8585,1936,333111,12.7
8586,1937,333111,13.2
8587,1938,333111,12.8
8588,1939,333111,12.8
8589,1940,333111,12.7
8590,1941,333111,13.2
8591,1942,333111,13.3
8592,1943,333111,13.3
8593,1944,333111,13.3
8594,1945,333111,13.4
8595,1946,333111,16.2
8596,1947,333111,17.5
8597,1948,333111,19.9
8598,1949,333111,19.8
8599,1950,333111,21.7
8600,1951,333111,22.1
8601,1952,333111,22.4
8602,1953,333111,22.5
8603,1954,333111,22.3
8604,1955,333111,23.2
8605,1956,333111,24.1
8606,1957,333111,25.4
8607,1958,333111,26.3
8608,1959,333111,26.4
8609,1960,333111,27.2
8610,1961,333111,27.6
8611,1962,333111,28.0
8612,1963,333111,28.5
8613,1964,333111,29.1
8614,1965,333111,29.8
8615,1966,333111,30.8
8616,1967,333111,31.9
8617,1968,333111,33.2
8618,1969,333111,34.7
8619,1970,333111,36.4
8620,1971,333111,37.1
8621,1972,333111,38.3
8622,1973,333111,40.3
8623,1974,333111,50.0
8624,1975,333111,54.6
8625,1976,333111,59.4
8626,1977,333111,64.3
8627,1978,333111,69.2
8628,1979,333111,76.1
8629,1980,333111,85.1
8630,1981,333111,94.4
8631,1982,333111,100.0
8632,1983,333111,102.6
8633,1984,333111,105.4
8634,1985,333111,105.2
8635,1986,333111,106.1
8636,1987,333111,106.2
8637,1988,333111,109.5
8638,1989,333111,115.3
8639,1990,333111,118.2
8640,1991,333111,122.3
8641,1992,333111,125.1
8642,1993,333111,128.3
8643,1994,333111,130.7
8644,1995,333111,135.2
8645,1996,333111,137.5
8646,1997,333111,139.5
8647,1998,333111,140.9
8648,1999,333111,142.7
8649,2000,333111,144.7
8650,2001,333111,147.6
8651,2002,333111,150.1
8652,2003,333111,152.3
8653,2004,333111,160.4
8654,2005,333111,166.5
8655,2006,333111,170.4
8656,2007,333111,176.0
8657,2008,333111,185.9
8658,2009,333111,188.3
8659,2010,333111,192.9
8660,2011,333111,198.7
8661,2012,333111,201.1
8662,2013,333111,203.7
8663,2014,333111,207.0
8664,2015,333111,209.5
8665,2016,333111,211.8
8666,2017,333111,212.9
8667,2018,333111,221.4
8668,2019,333111,224.6
8669,2020,333111,226.8
8670,2021,333111,252.702
8671,2022,333111,285.735
8672,1982,333112,100.0
8673,1983,333112,101.1
8674,1984,333112,103.0
8675,1985,333112,103.6
8676,1986,333112,104.5
8677,1987,333112,106.5
8678,1988,333112,111.2
8679,1989,333112,115.5
8680,1990,333112,117.7
8681,1991,333112,119.2
8682,1992,333112,119.8
8683,1993,333112,121.7
8684,1994,333112,123.5
8685,1995,333112,125.4
8686,1996,333112,126.7
8687,1997,333112,125.1
8688,1998,333112,124.6
8689,1999,333112,124.5
8690,2000,333112,125.0
8691,2001,333112,125.4
8692,2002,333112,126.0
8693,2003,333112,126.3
8694,2004,333112,126.7
8695,2005,333112,126.5
8696,2006,333112,128.5
8697,2007,333112,131.6
8698,2008,333112,134.7
8699,2009,333112,134.3
8700,2010,333112,132.2
8701,2011,333112,134.3
8702,2012,333112,135.4
8703,2013,333112,136.0
8704,2014,333112,136.2
8705,2015,333112,136.4
8706,2016,333112,136.7
8707,2017,333112,136.9
8708,2018,333112,140.3
8709,2019,333112,141.5
8710,2020,333112,142.6
8711,2021,333112,150.494
8712,2022,333112,165.696
8713,2003,33312,100.0
8714,2004,33312,104.2
8715,2005,33312,109.1
8716,2006,33312,113.9
8717,2007,33312,116.5
8718,2008,33312,121.8
8719,2009,33312,124.1
8720,2010,33312,124.0
8721,2011,33312,130.1
8722,2012,33312,133.1
8723,2013,33312,134.5
8724,2014,33312,135.8
8725,2015,33312,137.4
8726,2016,33312,138.3
8727,2017,33312,139.6
8728,2018,33312,144.4
8729,2019,33312,147.9
8730,2020,33312,149.7
8731,2021,33312,163.746
8732,2022,33312,178.543
8733,1976,333120,67.8
8734,1977,333120,74.0
8735,1978,333120,80.8
8736,1979,333120,88.8
8737,1980,333120,100.0
8738,1981,333120,108.3
8739,1982,333120,113.4
8740,1983,333120,115.0
8741,1984,333120,117.3
8742,1985,333120,119.7
8743,1986,333120,121.6
8744,1987,333120,123.2
8745,1988,333120,127.8
8746,1989,333120,134.5
8747,1990,333120,139.5
8748,1991,333120,143.9
8749,1992,333120,149.4
8750,1993,333120,151.6
8751,1994,333120,154.8
8752,1995,333120,159.2
8753,1996,333120,162.5
8754,1997,333120,165.4
8755,1998,333120,168.5
8756,1999,333120,171.5
8757,2000,333120,173.0
8758,2001,333120,173.7
8759,2002,333120,176.6
8760,2003,333120,178.7
8761,2004,333120,186.2
8762,2005,333120,194.8
8763,2006,333120,203.5
8764,2007,333120,208.2
8765,2008,333120,217.6
8766,2009,333120,221.7
8767,2010,333120,221.5
8768,2011,333120,232.4
8769,2012,333120,237.9
8770,2013,333120,240.3
8771,2014,333120,242.6
8772,2015,333120,245.5
8773,2016,333120,247.1
8774,2017,333120,249.4
8775,2018,333120,257.9
8776,2019,333120,264.3
8777,2020,333120,267.4
8778,2021,333120,292.563
8779,2022,333120,319.002
8780,2003,33313,100.0
8781,2004,33313,105.3
8782,2005,33313,115.2
8783,2006,33313,122.5
8784,2007,33313,128.8
8785,2008,33313,142.5
8786,2009,33313,141.6
8787,2010,33313,142.4
8788,2011,33313,148.3
8789,2012,33313,151.8
8790,2013,33313,153.1
8791,2014,33313,155.0
8792,2015,33313,154.6
8793,2016,33313,154.1
8794,2017,33313,154.4
8795,2018,33313,158.6
8796,2019,33313,160.2
8797,2020,33313,161.2
8798,2021,33313,170.307
8799,2022,33313,187.449
8800,1972,333131,35.6
8801,1973,333131,37.4
8802,1974,333131,48.4
8803,1975,333131,58.7
8804,1976,333131,65.5
8805,1977,333131,70.5
8806,1978,333131,77.7
8807,1979,333131,84.2
8808,1980,333131,96.2
8809,1981,333131,104.3
8810,1982,333131,109.2
8811,1983,333131,109.8
8812,1984,333131,111.3
8813,1985,333131,112.8
8814,1986,333131,112.2
8815,1987,333131,113.8
8816,1988,333131,121.1
8817,1989,333131,124.8
8818,1990,333131,129.9
8819,1991,333131,134.4
8820,1992,333131,135.9
8821,1993,333131,137.9
8822,1994,333131,141.0
8823,1995,333131,145.7
8824,1996,333131,148.1
8825,1997,333131,150.5
8826,1998,333131,151.0
8827,1999,333131,153.6
8828,2000,333131,155.7
8829,2001,333131,158.5
8830,2002,333131,162.5
8831,2003,333131,167.1
8832,2004,333131,174.9
8833,2005,333131,186.4
8834,2006,333131,193.9
8835,2007,333131,202.2
8836,2008,333131,229.9
8837,2009,333131,233.8
8838,2010,333131,235.3
8839,2011,333131,250.3
8840,2012,333131,257.0
8841,2013,333131,258.2
8842,2014,333131,260.9
8843,2015,333131,262.8
8844,2016,333131,263.3
8845,2017,333131,264.7
8846,2018,333131,287.0
8847,2019,333131,295.4
8848,2020,333131,302.2
8849,2021,333131,342.063
8850,2022,333131,388.260
8851,1965,333132,26.4
8852,1966,333132,27.6
8853,1967,333132,28.2
8854,1968,333132,30.3
8855,1969,333132,32.1
8856,1970,333132,33.8
8857,1971,333132,34.4
8858,1972,333132,36.1
8859,1973,333132,37.8
8860,1974,333132,50.8
8861,1975,333132,59.0
8862,1976,333132,64.1
8863,1977,333132,69.9
8864,1978,333132,76.4
8865,1979,333132,85.7
8866,1980,333132,100.0
8867,1981,333132,116.5
8868,1982,333132,121.3
8869,1983,333132,119.6
8870,1984,333132,120.4
8871,1985,333132,121.0
8872,1986,333132,118.7
8873,1987,333132,123.8
8874,1988,333132,124.6
8875,1989,333132,127.6
8876,1990,333132,130.7
8877,1991,333132,137.8
8878,1992,333132,137.5
8879,1993,333132,140.8
8880,1994,333132,141.8
8881,1995,333132,149.8
8882,1996,333132,154.3
8883,1997,333132,158.3
8884,1998,333132,160.7
8885,1999,333132,161.6
8886,2000,333132,163.0
8887,2001,333132,169.3
8888,2002,333132,167.2
8889,2003,333132,172.9
8890,2004,333132,182.5
8891,2005,333132,201.8
8892,2006,333132,216.5
8893,2007,333132,228.1
8894,2008,333132,250.2
8895,2009,333132,246.8
8896,2010,333132,248.1
8897,2011,333132,256.4
8898,2012,333132,262.3
8899,2013,333132,264.7
8900,2014,333132,268.3
8901,2015,333132,266.9
8902,2016,333132,265.7
8903,2017,333132,265.8
8904,2018,333132,268.9
8905,2019,333132,270.0
8906,2020,333132,270.3
8907,2021,333132,278.941
8908,2022,333132,303.643
8909,1984,3332,100.0
8910,1985,3332,103.6
8911,1986,3332,106.6
8912,1987,3332,110.0
8913,1988,3332,114.7
8914,1989,3332,119.2
8915,1990,3332,123.2
8916,1991,3332,126.5
8917,1992,3332,130.0
8918,1993,3332,132.9
8919,1994,3332,134.9
8920,1995,3332,138.3
8921,1996,3332,141.3
8922,1997,3332,143.8
8923,1998,3332,146.1
8924,1999,3332,148.0
8925,2000,3332,149.2
8926,2001,3332,149.6
8927,2002,3332,150.0
8928,2003,3332,150.9
8929,2004,3332,154.0
8930,2005,3332,157.2
8931,2006,3332,161.1
8932,2007,3332,163.1
8933,2008,3332,167.9
8934,2009,3332,165.7
8935,2010,3332,166.4
8936,2011,3332,168.5
8937,2012,3332,170.1
8938,2013,3332,170.3
8939,2014,3332,172.0
8940,2015,3332,173.1
8941,2016,3332,174.4
8942,2017,3332,176.2
8943,2018,3332,179.3
8944,2019,3332,183.9
8945,2020,3332,190.0
8946,2021,3332,213.781
8947,2022,3332,235.659
8948,1984,33324,100.0
8949,1985,33324,103.6
8950,1986,33324,106.6
8951,1987,33324,110.0
8952,1988,33324,114.7
8953,1989,33324,119.2
8954,1990,33324,123.2
8955,1991,33324,126.5
8956,1992,33324,130.0
8957,1993,33324,132.9
8958,1994,33324,134.9
8959,1995,33324,138.3
8960,1996,33324,141.3
8961,1997,33324,143.8
8962,1998,33324,146.1
8963,1999,33324,148.0
8964,2000,33324,149.2
8965,2001,33324,149.6
8966,2002,33324,150.0
8967,2003,33324,150.9
8968,2004,33324,153.6
8969,2005,33324,156.4
8970,2006,33324,160.1
8971,2007,33324,162.0
8972,2008,33324,166.4
8973,2009,33324,163.5
8974,2010,33324,164.1
8975,2011,33324,166.2
8976,2012,33324,167.8
8977,2013,33324,168.0
8978,2014,33324,169.7
8979,2015,33324,170.7
8980,2016,33324,172.0
8981,2017,33324,173.8
8982,2018,33324,176.8
8983,2019,33324,181.4
8984,2020,33324,187.4
8985,2021,33324,210.840
8986,2022,33324,232.417
8987,1983,333241,100.0
8988,1984,333241,104.1
8989,1985,333241,108.4
8990,1986,333241,113.0
8991,1987,333241,115.8
8992,1988,333241,119.9
8993,1989,333241,125.1
8994,1990,333241,130.7
8995,1991,333241,135.4
8996,1992,333241,139.1
8997,1993,333241,143.4
8998,1994,333241,148.2
8999,1995,333241,151.3
9000,1996,333241,155.0
9001,1997,333241,159.1
9002,1998,333241,161.2
9003,1999,333241,165.4
9004,2000,333241,170.5
9005,2001,333241,172.3
9006,2002,333241,172.5
9007,2003,333241,175.2
9008,2004,333241,184.9
9009,2005,333241,191.8
9010,2006,333241,208.0
9011,2007,333241,217.1
9012,2008,333241,223.6
9013,2009,333241,224.2
9014,2010,333241,229.9
9015,2011,333241,234.3
9016,2012,333241,240.0
9017,2013,333241,246.7
9018,2014,333241,251.2
9019,2015,333241,255.5
9020,2016,333241,260.3
9021,2017,333241,264.5
9022,2018,333241,272.9
9023,2019,333241,280.2
9024,2020,333241,287.9
9025,2021,333241,306.485
9026,2022,333241,337.397
9027,2003,333242,100.0
9028,2004,333242,99.7
9029,2005,333242,99.6
9030,2006,333242,100.3
9031,2007,333242,100.1
9032,2008,333242,98.7
9033,2009,333242,94.8
9034,2010,333242,90.4
9035,2011,333242,89.9
9036,2012,333242,88.7
9037,2013,333242,85.9
9038,2014,333242,86.1
9039,2015,333242,85.9
9040,2016,333242,85.9
9041,2017,333242,86.1
9042,2018,333242,86.8
9043,2019,333242,88.8
9044,2020,333242,91.2
9045,2021,333242,90.076
9046,2022,333242,96.687
9047,2011,333243,100.0
9048,2012,333243,102.9
9049,2013,333243,104.9
9050,2014,333243,108.7
9051,2015,333243,110.8
9052,2016,333243,112.4
9053,2017,333243,113.2
9054,2018,333243,117.1
9055,2019,333243,119.2
9056,2020,333243,120.2
9057,2021,333243,128.556
9058,2022,333243,140.923
9059,1960,333244,26.9
9060,1961,333244,27.8
9061,1962,333244,28.4
9062,1963,333244,29.3
9063,1964,333244,29.7
9064,1965,333244,30.4
9065,1966,333244,32.4
9066,1967,333244,34.6
9067,1968,333244,38.7
9068,1969,333244,42.1
9069,1970,333244,43.3
9070,1971,333244,44.0
9071,1972,333244,44.5
9072,1973,333244,48.0
9073,1974,333244,55.5
9074,1975,333244,59.4
9075,1976,333244,63.4
9076,1977,333244,68.5
9077,1978,333244,77.0
9078,1979,333244,84.0
9079,1980,333244,93.2
9080,1981,333244,97.8
9081,1982,333244,100.0
9082,1983,333244,104.1
9083,1984,333244,107.3
9084,1985,333244,110.3
9085,1986,333244,112.6
9086,1987,333244,117.7
9087,1988,333244,122.2
9088,1989,333244,124.7
9089,1990,333244,126.4
9090,1991,333244,128.0
9091,1992,333244,129.6
9092,1993,333244,131.1
9093,1994,333244,132.4
9094,1995,333244,134.6
9095,1996,333244,137.5
9096,1997,333244,139.4
9097,1998,333244,141.9
9098,1999,333244,143.4
9099,2000,333244,144.8
9100,2001,333244,144.1
9101,2002,333244,147.0
9102,2003,333244,146.4
9103,2004,333244,147.0
9104,2005,333244,148.6
9105,2006,333244,153.1
9106,2007,333244,155.3
9107,2008,333244,158.5
9108,2009,333244,160.1
9109,2010,333244,158.1
9110,2011,333244,160.9
9111,2012,333244,164.4
9112,2013,333244,164.9
9113,2014,333244,164.4
9114,2015,333244,169.6
9115,2016,333244,169.3
9116,2017,333244,169.1
9117,2018,333244,170.4
9118,2019,333244,172.4
9119,2020,333244,174.0
9120,2021,333244,184.721
9121,2022,333244,189.368
9122,2011,333249,100.0
9123,2012,333249,101.6
9124,2013,333249,102.7
9125,2014,333249,103.8
9126,2015,333249,103.8
9127,2016,333249,104.8
9128,2017,333249,106.6
9129,2018,333249,108.3
9130,2019,333249,111.7
9131,2020,333249,117.3
9132,2021,333249,148.445
9133,2022,333249,167.521
9134,2003,3333,100.0
9135,2004,3333,102.3
9136,2005,3333,103.1
9137,2006,3333,105.1
9138,2007,3333,106.4
9139,2008,3333,111.0
9140,2009,3333,111.8
9141,2010,3333,112.6
9142,2011,3333,114.8
9143,2012,3333,116.2
9144,2013,3333,117.6
9145,2014,3333,120.4
9146,2015,3333,120.8
9147,2016,3333,122.1
9148,2017,3333,122.5
9149,2018,3333,124.5
9150,2019,3333,126.1
9151,2020,3333,127.6
9152,2021,3333,137.359
9153,2022,3333,150.321
9154,2003,33331,100.0
9155,2004,33331,102.3
9156,2005,33331,103.1
9157,2006,33331,105.1
9158,2007,33331,106.4
9159,2008,33331,111.0
9160,2009,33331,111.8
9161,2010,33331,112.5
9162,2011,33331,114.8
9163,2012,33331,116.2
9164,2013,33331,117.6
9165,2014,33331,120.4
9166,2015,33331,120.8
9167,2016,33331,122.1
9168,2017,33331,122.5
9169,2018,33331,124.5
9170,2019,33331,126.1
9171,2020,33331,127.6
9172,2021,33331,137.345
9173,2022,33331,150.306
9174,1991,333314,101.3
9175,1992,333314,104.3
9176,1993,333314,105.1
9177,1994,333314,104.6
9178,1995,333314,102.6
9179,1996,333314,102.0
9180,1997,333314,104.6
9181,1998,333314,106.0
9182,1999,333314,105.8
9183,2000,333314,107.2
9184,2001,333314,108.2
9185,2002,333314,106.9
9186,2003,333314,104.5
9187,2004,333314,106.8
9188,2005,333314,109.1
9189,2006,333314,108.0
9190,2007,333314,108.9
9191,2008,333314,114.9
9192,2009,333314,111.4
9193,2010,333314,110.9
9194,2011,333314,115.9
9195,2012,333314,116.1
9196,2013,333314,116.2
9197,2014,333314,116.2
9198,2015,333314,115.3
9199,2016,333314,115.4
9200,2017,333314,115.5
9201,2018,333314,116.4
9202,2019,333314,117.0
9203,2020,333314,117.5
9204,2021,333314,119.448
9205,2022,333314,125.108
9206,2003,333316,100.0
9207,2004,333316,100.0
9208,2005,333316,94.5
9209,2006,333316,95.9
9210,2007,333316,100.9
9211,2008,333316,101.0
9212,2009,333316,101.2
9213,2010,333316,101.1
9214,2011,333316,102.1
9215,2012,333316,103.1
9216,2013,333316,103.6
9217,2014,333316,104.2
9218,2015,333316,104.7
9219,2016,333316,102.2
9220,2017,333316,102.7
9221,2018,333316,103.2
9222,2019,333316,105.5
9223,2020,333316,110.5
9224,2021,333316,118.111
9225,2011,333318,100.0
9226,2012,333318,101.4
9227,2013,333318,102.9
9228,2014,333318,106.2
9229,2015,333318,106.8
9230,2016,333318,108.5
9231,2017,333318,109.1
9232,2018,333318,111.1
9233,2019,333318,112.7
9234,2020,333318,113.8
9235,2021,333318,124.205
9236,2022,333318,137.892
9237,2003,3334,100.0
9238,2004,3334,103.8
9239,2005,3334,109.4
9240,2006,3334,114.5
9241,2007,3334,119.9
9242,2008,3334,125.7
9243,2009,3334,123.6
9244,2010,3334,124.7
9245,2011,3334,130.1
9246,2012,3334,132.2
9247,2013,3334,133.9
9248,2014,3334,136.8
9249,2015,3334,138.4
9250,2016,3334,139.8
9251,2017,3334,142.4
9252,2018,3334,150.4
9253,2019,3334,155.4
9254,2020,3334,159.0
9255,2021,3334,182.199
9256,2022,3334,211.168
9257,2003,33341,100.0
9258,2004,33341,103.8
9259,2005,33341,109.4
9260,2006,33341,114.5
9261,2007,33341,119.9
9262,2008,33341,125.7
9263,2009,33341,123.6
9264,2010,33341,124.7
9265,2011,33341,130.1
9266,2012,33341,132.2
9267,2013,33341,133.9
9268,2014,33341,136.8
9269,2015,33341,138.4
9270,2016,33341,139.8
9271,2017,33341,142.4
9272,2018,33341,150.4
9273,2019,33341,155.4
9274,2020,33341,159.0
9275,2021,33341,182.199
9276,2022,33341,211.168
9277,2011,333413,100.0
9278,2012,333413,102.0
9279,2013,333413,103.0
9280,2014,333413,106.5
9281,2015,333413,108.4
9282,2016,333413,108.2
9283,2017,333413,110.3
9284,2018,333413,115.4
9285,2019,333413,119.3
9286,2020,333413,122.8
9287,2021,333413,133.700
9288,2022,333413,147.450
9289,1980,333414,102.5
9290,1981,333414,110.4
9291,1982,333414,115.8
9292,1983,333414,119.1
9293,1984,333414,123.7
9294,1985,333414,127.3
9295,1986,333414,133.7
9296,1987,333414,135.1
9297,1988,333414,141.9
9298,1989,333414,149.2
9299,1990,333414,155.1
9300,1991,333414,158.5
9301,1992,333414,161.1
9302,1993,333414,163.6
9303,1994,333414,166.8
9304,1995,333414,180.7
9305,1996,333414,183.5
9306,1997,333414,186.4
9307,1998,333414,189.6
9308,1999,333414,191.8
9309,2000,333414,193.5
9310,2001,333414,196.0
9311,2002,333414,196.6
9312,2003,333414,200.7
9313,2004,333414,211.6
9314,2005,333414,216.4
9315,2006,333414,227.4
9316,2007,333414,234.8
9317,2008,333414,254.8
9318,2009,333414,255.7
9319,2010,333414,259.4
9320,2011,333414,268.2
9321,2012,333414,273.3
9322,2013,333414,277.2
9323,2014,333414,282.8
9324,2015,333414,292.1
9325,2016,333414,293.9
9326,2017,333414,302.2
9327,2018,333414,313.8
9328,2019,333414,321.1
9329,2020,333414,325.5
9330,2021,333414,378.150
9331,2022,333414,432.740
9332,1977,333415,71.1
9333,1978,333415,76.7
9334,1979,333415,83.6
9335,1980,333415,91.3
9336,1981,333415,95.8
9337,1982,333415,100.0
9338,1983,333415,102.1
9339,1984,333415,103.1
9340,1985,333415,105.0
9341,1986,333415,106.3
9342,1987,333415,107.4
9343,1988,333415,112.6
9344,1989,333415,116.7
9345,1990,333415,119.6
9346,1991,333415,120.4
9347,1992,333415,121.0
9348,1993,333415,122.2
9349,1994,333415,123.4
9350,1995,333415,126.6
9351,1996,333415,128.3
9352,1997,333415,129.9
9353,1998,333415,132.4
9354,1999,333415,130.3
9355,2000,333415,129.6
9356,2001,333415,130.7
9357,2002,333415,131.6
9358,2003,333415,131.4
9359,2004,333415,135.5
9360,2005,333415,143.6
9361,2006,333415,150.8
9362,2007,333415,158.8
9363,2008,333415,165.6
9364,2009,333415,162.3
9365,2010,333415,163.6
9366,2011,333415,171.0
9367,2012,333415,173.5
9368,2013,333415,175.8
9369,2014,333415,179.3
9370,2015,333415,180.5
9371,2016,333415,182.8
9372,2017,333415,185.9
9373,2018,333415,197.3
9374,2019,333415,204.2
9375,2020,333415,208.9
9376,2021,333415,241.331
9377,2022,333415,283.026
9378,2003,3335,100.0
9379,2004,3335,101.7
9380,2005,3335,104.3
9381,2006,3335,106.3
9382,2007,3335,107.2
9383,2008,3335,110.2
9384,2009,3335,108.6
9385,2010,3335,109.6
9386,2011,3335,112.6
9387,2012,3335,114.7
9388,2013,3335,116.0
9389,2014,3335,117.1
9390,2015,3335,117.6
9391,2016,3335,117.5
9392,2017,3335,118.6
9393,2018,3335,122.4
9394,2019,3335,122.7
9395,2020,3335,123.4
9396,2021,3335,129.196
9397,2022,3335,141.176
9398,2003,33351,100.0
9399,2004,33351,101.7
9400,2005,33351,104.3
9401,2006,33351,106.3
9402,2007,33351,107.2
9403,2008,33351,110.2
9404,2009,33351,108.6
9405,2010,33351,109.6
9406,2011,33351,112.6
9407,2012,33351,114.2
9408,2013,33351,115.7
9409,2014,33351,117.0
9410,2015,33351,117.6
9411,2016,33351,117.4
9412,2017,33351,118.6
9413,2018,33351,122.4
9414,2019,33351,122.7
9415,2020,33351,123.4
9416,2021,33351,129.183
9417,2022,33351,141.162
9418,2003,333511,100.0
9419,2004,333511,99.2
9420,2005,333511,102.4
9421,2006,333511,104.0
9422,2007,333511,103.0
9423,2008,333511,103.6
9424,2009,333511,101.8
9425,2010,333511,102.2
9426,2011,333511,102.5
9427,2012,333511,102.6
9428,2013,333511,103.8
9429,2014,333511,104.5
9430,2015,333511,104.3
9431,2016,333511,103.8
9432,2017,333511,104.5
9433,2018,333511,105.4
9434,2019,333511,104.0
9435,2020,333511,103.2
9436,2021,333511,108.984
9437,2022,333511,118.580
9438,2003,333514,100.0
9439,2004,333514,100.5
9440,2005,333514,100.7
9441,2006,333514,101.1
9442,2007,333514,101.4
9443,2008,333514,104.3
9444,2009,333514,101.6
9445,2010,333514,102.4
9446,2011,333514,105.4
9447,2012,333514,107.6
9448,2013,333514,108.0
9449,2014,333514,108.1
9450,2015,333514,108.0
9451,2016,333514,107.6
9452,2017,333514,108.9
9453,2018,333514,115.1
9454,2019,333514,114.6
9455,2020,333514,114.8
9456,2021,333514,122.441
9457,2022,333514,132.267
9458,1983,333515,99.9
9459,1984,333515,102.7
9460,1985,333515,104.1
9461,1986,333515,106.2
9462,1987,333515,106.6
9463,1988,333515,109.5
9464,1989,333515,114.3
9465,1990,333515,117.4
9466,1991,333515,119.6
9467,1992,333515,122.4
9468,1993,333515,123.8
9469,1994,333515,126.9
9470,1995,333515,129.6
9471,1996,333515,132.0
9472,1997,333515,134.3
9473,1998,333515,136.4
9474,1999,333515,137.1
9475,2000,333515,140.4
9476,2001,333515,142.6
9477,2002,333515,142.5
9478,2003,333515,143.1
9479,2004,333515,146.2
9480,2005,333515,155.4
9481,2006,333515,157.7
9482,2007,333515,159.6
9483,2008,333515,164.0
9484,2009,333515,165.1
9485,2010,333515,168.7
9486,2011,333515,175.7
9487,2012,333515,176.2
9488,2013,333515,178.1
9489,2014,333515,181.6
9490,2015,333515,183.6
9491,2016,333515,184.5
9492,2017,333515,186.4
9493,2018,333515,192.7
9494,2019,333515,194.4
9495,2020,333515,195.5
9496,2021,333515,201.599
9497,2022,333515,224.279
9498,2011,333517,100.0
9499,2012,333517,103.6
9500,2013,333517,106.1
9501,2014,333517,108.2
9502,2015,333517,109.1
9503,2016,333517,109.1
9504,2017,333517,110.0
9505,2018,333517,112.5
9506,2019,333517,113.8
9507,2020,333517,116.0
9508,2021,333517,121.152
9509,2022,333517,127.158
9510,2011,333519,100.0
9511,2012,333519,98.9
9512,2013,333519,100.2
9513,2014,333519,100.9
9514,2015,333519,102.5
9515,2016,333519,102.4
9516,2017,333519,103.1
9517,2018,333519,107.7
9518,2019,333519,109.5
9519,2020,333519,110.0
9520,2021,333519,112.203
9521,2022,333519,135.064
9522,1984,3336,100.0
9523,1985,3336,100.5
9524,1986,3336,102.3
9525,1987,3336,103.1
9526,1988,3336,106.7
9527,1989,3336,112.8
9528,1990,3336,118.6
9529,1991,3336,122.7
9530,1992,3336,124.4
9531,1993,3336,126.4
9532,1994,3336,129.6
9533,1995,3336,131.1
9534,1996,3336,133.4
9535,1997,3336,133.6
9536,1998,3336,134.3
9537,1999,3336,135.9
9538,2000,3336,136.9
9539,2001,3336,138.2
9540,2002,3336,138.6
9541,2003,3336,139.6
