,year,naics_code,PPI
0,1981,1133,100.0
1,1982,1133,96.6
2,1983,1133,95.9
3,1984,1133,93.4
4,1985,1133,94.1
5,1986,1133,93.2
6,1987,1133,111.0
7,1988,1133,112.7
8,1989,1133,133.7
9,1990,1133,132.5
10,1991,1133,136.4
11,1992,1133,159.6
12,1993,1133,186.5
13,1994,1133,189.6
14,1995,1133,189.3
15,1996,1133,187.4
16,1997,1133,191.0
17,1998,1133,180.8
18,1999,1133,184.6
19,2000,1133,169.2
20,2001,1133,165.5
21,2002,1133,165.0
22,2003,1133,173.2
23,2004,1133,176.9
24,2005,1133,178.1
25,2006,1133,173.8
26,2007,1133,171.0
27,2008,1133,168.5
28,2009,1133,165.7
29,2010,1133,173.8
30,2011,1133,188.4
31,2012,1133,196.4
32,2013,1133,201.8
33,2014,1133,201.6
34,2015,1133,196.9
35,2016,1133,201.0
36,2017,1133,203.8
37,2018,1133,202.0
38,2019,1133,191.5
39,2020,1133,201.2
40,2021,1133,215.013
41,2022,1133,219.914
42,1981,11331,100.0
43,1982,11331,96.6
44,1983,11331,95.9
45,1984,11331,93.4
46,1985,11331,94.1
47,1986,11331,93.2
48,1987,11331,111.0
49,1988,11331,112.7
50,1989,11331,133.7
51,1990,11331,132.5
52,1991,11331,136.4
53,1992,11331,159.6
54,1993,11331,186.5
55,1994,11331,189.6
56,1995,11331,189.3
57,1996,11331,187.4
58,1997,11331,191.0
59,1998,11331,180.8
60,1999,11331,184.6
61,2000,11331,169.2
62,2001,11331,165.5
63,2002,11331,165.0
64,2003,11331,173.2
65,2004,11331,176.9
66,2005,11331,178.1
67,2006,11331,173.8
68,2007,11331,171.0
69,2008,11331,168.5
70,2009,11331,165.7
71,2010,11331,173.8
72,2011,11331,188.4
73,2012,11331,196.4
74,2013,11331,201.8
75,2014,11331,201.6
76,2015,11331,196.9
77,2016,11331,201.0
78,2017,11331,203.8
79,2018,11331,202.0
80,2019,11331,191.5
81,2020,11331,201.2
82,2021,11331,215.013
83,2022,11331,219.913
84,1981,113310,100.0
85,1982,113310,96.6
86,1983,113310,95.9
87,1984,113310,93.4
88,1985,113310,94.1
89,1986,113310,93.2
90,1987,113310,111.0
91,1988,113310,112.7
92,1989,113310,133.7
93,1990,113310,132.5
94,1991,113310,136.4
95,1992,113310,159.6
96,1993,113310,186.5
97,1994,113310,189.6
98,1995,113310,189.4
99,1996,113310,187.5
100,1997,113310,191.1
101,1998,113310,180.9
102,1999,113310,184.7
103,2000,113310,169.3
104,2001,113310,165.6
105,2002,113310,165.1
106,2003,113310,173.3
107,2004,113310,177.0
108,2005,113310,178.2
109,2006,113310,173.9
110,2007,113310,171.1
111,2008,113310,168.6
112,2009,113310,165.8
113,2010,113310,173.9
114,2011,113310,188.5
115,2012,113310,196.5
116,2013,113310,201.9
117,2014,113310,201.8
118,2015,113310,197.1
119,2016,113310,201.1
120,2017,113310,204.0
121,2018,113310,202.1
122,2019,113310,191.6
123,2020,113310,201.3
124,2021,113310,215.143
125,2022,113310,220.046
126,1985,211,100.0
127,1986,211,69.0
128,1987,211,73.2
129,1988,211,68.3
130,1989,211,77.3
131,1990,211,91.8
132,1991,211,77.1
133,1992,211,79.4
134,1993,211,70.9
135,1994,211,68.6
136,1995,211,71.0
137,1996,211,112.1
138,1997,211,84.5
139,1998,211,62.9
140,1999,211,90.4
141,2000,211,171.2
142,2001,211,78.3
143,2002,211,133.9
144,2003,211,155.1
145,2004,211,214.7
146,2005,211,312.2
147,2006,211,256.2
148,2007,211,315.9
149,2008,211,184.1
150,2009,211,235.5
151,2010,211,256.4
152,2011,211,267.7
153,2012,211,242.6
154,2013,211,259.1
155,2014,211,188.6
156,2015,211,100.7
157,2016,211,155.6
158,2017,211,163.4
159,2018,211,175.2
160,2019,211,139.0
161,2020,211,129.3
162,2021,211,229.298
163,2022,211,263.231
164,1985,2111,100.0
165,1986,2111,69.0
166,1987,2111,73.2
167,1988,2111,68.3
168,1989,2111,77.3
169,1990,2111,91.8
170,1991,2111,77.1
171,1992,2111,79.4
172,1993,2111,70.9
173,1994,2111,68.6
174,1995,2111,71.0
175,1996,2111,112.1
176,1997,2111,84.5
177,1998,2111,62.9
178,1999,2111,90.4
179,2000,2111,171.2
180,2001,2111,78.3
181,2002,2111,133.9
182,2003,2111,155.1
183,2004,2111,214.7
184,2005,2111,312.2
185,2006,2111,256.2
186,2007,2111,315.9
187,2008,2111,184.1
188,2009,2111,235.5
189,2010,2111,256.4
190,2011,2111,267.7
191,2012,2111,242.6
192,2013,2111,259.1
193,2014,2111,188.6
194,2015,2111,100.7
195,2016,2111,155.6
196,2017,2111,163.4
197,2018,2111,175.2
198,2019,2111,139.0
199,2020,2111,129.3
200,2021,2111,229.298
201,2022,2111,263.231
202,2002,211111,126.4
203,2003,211111,145.3
204,2004,211111,203.9
205,2005,211111,297.6
206,2006,211111,254.4
207,2007,211111,306.1
208,2008,211111,188.6
209,2009,211111,227.8
210,2010,211111,251.7
211,2011,211111,266.0
212,2012,211111,245.4
213,2013,211111,264.2
214,2014,211111,194.6
215,2015,211111,103.6
216,2016,211111,158.5
217,2017,211111,166.5
218,2018,211111,177.2
219,2019,211111,146.1
220,2020,211111,133.0
221,2021,211111,232.510
222,2022,211111,266.277
223,2002,211112,149.6
224,2003,211112,179.4
225,2004,211112,242.2
226,2005,211112,349.7
227,2006,211112,265.0
228,2007,211112,348.1
229,2008,211112,173.6
230,2009,211112,259.1
231,2010,211112,271.6
232,2011,211112,274.0
233,2012,211112,224.6
234,2013,211112,228.2
235,2014,211112,153.5
236,2015,211112,84.0
237,2016,211112,137.6
238,2017,211112,144.8
239,2018,211112,162.2
240,2019,211112,101.2
241,2020,211112,108.3
242,2021,211112,208.595
243,2022,211112,242.663
244,2003,321,100.0
245,2004,321,105.9
246,2005,321,108.4
247,2006,321,106.0
248,2007,321,106.1
249,2008,321,106.2
250,2009,321,103.5
251,2010,321,107.3
252,2011,321,108.9
253,2012,321,116.2
254,2013,321,121.8
255,2014,321,125.8
256,2015,321,123.8
257,2016,321,126.1
258,2017,321,133.5
259,2018,321,135.4
260,2019,321,135.9
261,2020,321,162.8
262,2021,321,195.266
263,2022,321,189.708
264,2003,3211,100.0
265,2004,3211,106.4
266,2005,3211,108.6
267,2006,3211,102.3
268,2007,3211,98.7
269,2008,3211,94.1
270,2009,3211,92.0
271,2010,3211,97.3
272,2011,3211,98.6
273,2012,3211,108.3
274,2013,3211,118.5
275,2014,3211,122.8
276,2015,3211,113.6
277,2016,3211,118.1
278,2017,3211,127.2
279,2018,3211,121.7
280,2019,3211,121.2
281,2020,3211,163.5
282,2021,3211,184.096
283,2022,3211,149.476
284,2003,32111,100.0
285,2004,32111,106.4
286,2005,32111,108.6
287,2006,32111,102.3
288,2007,32111,98.7
289,2008,32111,94.1
290,2009,32111,92.0
291,2010,32111,97.3
292,2011,32111,98.6
293,2012,32111,108.3
294,2013,32111,118.5
295,2014,32111,122.8
296,2015,32111,113.6
297,2016,32111,118.1
298,2017,32111,127.2
299,2018,32111,121.7
300,2019,32111,121.2
301,2020,32111,163.5
302,2021,32111,184.096
303,2022,32111,149.476
304,1980,321113,100.0
305,1981,321113,93.6
306,1982,321113,92.3
307,1983,321113,100.8
308,1984,321113,97.6
309,1985,321113,93.5
310,1986,321113,98.7
311,1987,321113,105.3
312,1988,321113,104.7
313,1989,321113,109.1
314,1990,321113,105.1
315,1991,321113,114.6
316,1992,321113,136.8
317,1993,321113,167.6
318,1994,321113,156.9
319,1995,321113,144.5
320,1996,321113,158.2
321,1997,321113,158.1
322,1998,321113,146.5
323,1999,321113,155.5
324,2000,321113,139.5
325,2001,321113,134.2
326,2002,321113,136.4
327,2003,321113,146.2
328,2004,321113,156.7
329,2005,321113,159.3
330,2006,321113,150.0
331,2007,321113,143.1
332,2008,321113,134.8
333,2009,321113,130.7
334,2010,321113,139.4
335,2011,321113,141.7
336,2012,321113,154.4
337,2013,321113,171.7
338,2014,321113,176.7
339,2015,321113,160.7
340,2016,321113,168.5
341,2017,321113,184.2
342,2018,321113,174.0
343,2019,321113,172.6
344,2020,321113,241.6
345,2021,321113,274.379
346,2022,321113,209.330
347,1985,321114,98.2
348,1986,321114,96.8
349,1987,321114,98.5
350,1988,321114,103.2
351,1989,321114,108.8
352,1990,321114,111.6
353,1991,321114,114.7
354,1992,321114,124.0
355,1993,321114,140.3
356,1994,321114,142.5
357,1995,321114,145.5
358,1996,321114,155.4
359,1997,321114,161.6
360,1998,321114,158.5
361,1999,321114,163.9
362,2000,321114,148.3
363,2001,321114,146.4
364,2002,321114,147.2
365,2003,321114,159.8
366,2004,321114,164.1
367,2005,321114,169.9
368,2006,321114,160.9
369,2007,321114,162.2
370,2008,321114,161.8
371,2009,321114,162.4
372,2010,321114,165.6
373,2011,321114,165.5
374,2012,321114,187.0
375,2013,321114,193.4
376,2014,321114,205.5
377,2015,321114,201.4
378,2016,321114,202.7
379,2017,321114,208.0
380,2018,321114,211.0
381,2019,321114,213.9
382,2020,321114,240.9
383,2021,321114,258.327
384,2022,321114,282.214
385,2003,3212,100.0
386,2004,3212,102.3
387,2005,3212,102.7
388,2006,3212,93.6
389,2007,3212,93.6
390,2008,3212,94.3
391,2009,3212,90.5
392,2010,3212,94.5
393,2011,3212,94.3
394,2012,3212,109.9
395,2013,3212,110.0
396,2014,3212,112.4
397,2015,3212,111.5
398,2016,3212,113.9
399,2017,3212,124.9
400,2018,3212,125.3
401,2019,3212,122.6
402,2020,3212,169.3
403,2021,3212,202.035
404,2022,3212,192.245
405,2003,32121,100.0
406,2004,32121,102.3
407,2005,32121,102.7
408,2006,32121,93.6
409,2007,32121,93.6
410,2008,32121,94.3
411,2009,32121,90.5
412,2010,32121,94.5
413,2011,32121,94.3
414,2012,32121,109.9
415,2013,32121,110.0
416,2014,32121,112.4
417,2015,32121,111.5
418,2016,32121,113.9
419,2017,32121,124.9
420,2018,32121,125.3
421,2019,32121,122.6
422,2020,32121,169.3
423,2021,32121,202.035
424,2022,32121,192.245
425,1985,321211,98.0
426,1986,321211,101.8
427,1987,321211,102.5
428,1988,321211,104.2
429,1989,321211,111.2
430,1990,321211,113.0
431,1991,321211,111.5
432,1992,321211,117.5
433,1993,321211,130.1
434,1994,321211,134.5
435,1995,321211,137.5
436,1996,321211,138.8
437,1997,321211,140.0
438,1998,321211,139.2
439,1999,321211,141.9
440,2000,321211,142.6
441,2001,321211,141.5
442,2002,321211,140.9
443,2003,321211,137.9
444,2004,321211,146.3
445,2005,321211,147.2
446,2006,321211,150.8
447,2007,321211,151.4
448,2008,321211,153.2
449,2009,321211,151.2
450,2010,321211,153.1
451,2011,321211,149.6
452,2012,321211,152.1
453,2013,321211,155.0
454,2014,321211,153.8
455,2015,321211,163.9
456,2016,321211,164.3
457,2017,321211,168.5
458,2018,321211,178.4
459,2019,321211,177.7
460,2020,321211,176.7
461,2021,321211,210.235
462,2022,321211,232.726
463,1975,321212,63.2
464,1976,321212,82.3
465,1977,321212,92.8
466,1978,321212,99.5
467,1979,321212,87.8
468,1980,321212,100.0
469,1981,321212,86.9
470,1982,321212,87.5
471,1983,321212,94.6
472,1984,321212,91.0
473,1985,321212,88.9
474,1986,321212,90.3
475,1987,321212,94.3
476,1988,321212,94.7
477,1989,321212,105.9
478,1990,321212,93.0
479,1991,321212,106.5
480,1992,321212,137.7
481,1993,321212,153.2
482,1994,321212,169.8
483,1995,321212,147.0
484,1996,321212,137.8
485,1997,321212,138.7
486,1998,321212,148.3
487,1999,321212,147.4
488,2000,321212,131.3
489,2001,321212,125.8
490,2002,321212,126.4
491,2003,321212,183.7
492,2004,321212,169.2
493,2005,321212,162.7
494,2006,321212,139.2
495,2007,321212,155.2
496,2008,321212,141.7
497,2009,321212,137.3
498,2010,321212,145.1
499,2011,321212,146.2
500,2012,321212,177.1
501,2013,321212,179.2
502,2014,321212,202.5
503,2015,321212,171.1
504,2016,321212,163.0
505,2017,321212,205.0
506,2018,321212,193.7
507,2019,321212,170.0
508,2020,321212,235.7
509,2021,321212,263.723
510,2022,321212,267.172
511,2003,321213,100.0
512,2004,321213,115.6
513,2005,321213,119.2
514,2006,321213,115.8
515,2007,321213,104.7
516,2008,321213,106.7
517,2009,321213,100.2
518,2010,321213,107.4
519,2011,321213,107.8
520,2012,321213,111.0
521,2013,321213,118.1
522,2014,321213,120.6
523,2015,321213,121.1
524,2016,321213,120.4
525,2017,321213,130.1
526,2018,321213,139.3
527,2019,321213,130.9
528,2020,321213,141.9
529,2021,321213,258.686
530,2022,321213,276.267
531,2003,321214,100.0
532,2004,321214,116.8
533,2005,321214,122.1
534,2006,321214,114.0
535,2007,321214,110.2
536,2008,321214,110.9
537,2009,321214,103.9
538,2010,321214,107.7
539,2011,321214,106.5
540,2012,321214,123.1
541,2013,321214,133.9
542,2014,321214,136.7
543,2015,321214,135.5
544,2016,321214,141.2
545,2017,321214,159.9
546,2018,321214,182.7
547,2019,321214,181.0
548,2020,321214,261.1
549,2021,321214,299.735
550,2022,321214,284.573
551,1991,321219,96.7
552,1992,321219,106.1
553,1993,321219,119.6
554,1994,321219,129.9
555,1995,321219,123.3
556,1996,321219,116.1
557,1997,321219,113.9
558,1998,321219,112.9
559,1999,321219,124.5
560,2000,321219,112.6
561,2001,321219,109.0
562,2002,321219,111.6
563,2003,321219,154.9
564,2004,321219,154.8
565,2005,321219,156.4
566,2006,321219,138.5
567,2007,321219,136.0
568,2008,321219,146.2
569,2009,321219,141.0
570,2010,321219,147.8
571,2011,321219,148.2
572,2012,321219,188.0
573,2013,321219,171.0
574,2014,321219,166.3
575,2015,321219,175.1
576,2016,321219,185.8
577,2017,321219,190.5
578,2018,321219,177.6
579,2019,321219,184.9
580,2020,321219,287.2
581,2021,321219,343.814
582,2022,321219,294.648
583,2003,3219,100.0
584,2004,3219,106.8
585,2005,3219,109.8
586,2006,3219,111.7
587,2007,3219,113.2
588,2008,3219,115.0
589,2009,3219,112.7
590,2010,3219,115.7
591,2011,3219,118.4
592,2012,3219,121.0
593,2013,3219,127.0
594,2014,3219,131.4
595,2015,3219,131.9
596,2016,3219,133.3
597,2017,3219,138.3
598,2018,3219,144.4
599,2019,3219,147.0
600,2020,3219,156.5
601,2021,3219,194.187
602,2022,3219,204.797
603,2003,32191,100.0
604,2004,32191,105.7
605,2005,32191,105.8
606,2006,32191,106.3
607,2007,32191,108.0
608,2008,32191,107.4
609,2009,32191,106.3
610,2010,32191,109.1
611,2011,32191,112.0
612,2012,32191,113.0
613,2013,32191,119.7
614,2014,32191,124.0
615,2015,32191,124.8
616,2016,32191,126.7
617,2017,32191,131.7
618,2018,32191,136.1
619,2019,32191,136.9
620,2020,32191,148.1
621,2021,32191,186.015
622,2022,32191,196.347
623,2003,321911,100.0
624,2004,321911,102.7
625,2005,321911,104.5
626,2006,321911,107.0
627,2007,321911,107.9
628,2008,321911,108.5
629,2009,321911,109.4
630,2010,321911,111.2
631,2011,321911,117.5
632,2012,321911,117.6
633,2013,321911,120.7
634,2014,321911,125.7
635,2015,321911,130.3
636,2016,321911,132.5
637,2017,321911,137.4
638,2018,321911,143.6
639,2019,321911,145.7
640,2020,321911,152.5
641,2021,321911,178.117
642,2022,321911,200.699
643,2003,321912,100.0
644,2004,321912,105.1
645,2005,321912,104.1
646,2006,321912,103.4
647,2007,321912,107.8
648,2008,321912,102.8
649,2009,321912,98.4
650,2010,321912,102.2
651,2011,321912,100.9
652,2012,321912,103.3
653,2013,321912,115.4
654,2014,321912,118.8
655,2015,321912,114.8
656,2016,321912,117.1
657,2017,321912,128.4
658,2018,321912,132.4
659,2019,321912,129.7
660,2020,321912,152.1
661,2021,321912,198.886
662,2022,321912,192.909
663,2003,321918,100.0
664,2004,321918,112.0
665,2005,321918,109.8
666,2006,321918,107.7
667,2007,321918,108.6
668,2008,321918,109.3
669,2009,321918,107.1
670,2010,321918,110.9
671,2011,321918,111.5
672,2012,321918,113.0
673,2013,321918,122.1
674,2014,321918,126.0
675,2015,321918,123.3
676,2016,321918,124.4
677,2017,321918,124.1
678,2018,321918,125.8
679,2019,321918,128.6
680,2020,321918,132.6
681,2021,321918,179.724
682,2022,321918,190.101
683,2003,32192,100.0
684,2004,32192,105.2
685,2005,32192,109.9
686,2006,32192,111.0
687,2007,32192,110.5
688,2008,32192,112.6
689,2009,32192,109.3
690,2010,32192,114.9
691,2011,32192,117.4
692,2012,32192,121.1
693,2013,32192,125.5
694,2014,32192,132.3
695,2015,32192,132.1
696,2016,32192,131.8
697,2017,32192,135.5
698,2018,32192,147.1
699,2019,32192,151.2
700,2020,32192,155.9
701,2021,32192,202.861
702,2022,32192,212.020
703,2003,321920,100.0
704,2004,321920,105.2
705,2005,321920,109.9
706,2006,321920,111.0
707,2007,321920,110.5
708,2008,321920,112.6
709,2009,321920,109.3
710,2010,321920,114.9
711,2011,321920,117.4
712,2012,321920,121.1
713,2013,321920,125.5
714,2014,321920,132.3
715,2015,321920,132.1
716,2016,321920,131.8
717,2017,321920,135.5
718,2018,321920,147.1
719,2019,321920,151.2
720,2020,321920,155.9
721,2021,321920,202.851
722,2022,321920,212.006
723,2003,32199,100.0
724,2004,32199,108.2
725,2005,32199,113.6
726,2006,32199,117.0
727,2007,32199,119.1
728,2008,32199,124.1
729,2009,32199,120.3
730,2010,32199,122.5
731,2011,32199,125.1
732,2012,32199,129.9
733,2013,32199,134.9
734,2014,32199,138.3
735,2015,32199,138.7
736,2016,32199,139.6
737,2017,32199,145.2
738,2018,32199,150.6
739,2019,32199,155.8
740,2020,32199,164.7
741,2021,32199,193.132
742,2022,32199,204.751
743,1974,321991,64.1
744,1975,321991,66.6
745,1976,321991,71.8
746,1977,321991,77.6
747,1978,321991,83.8
748,1979,321991,92.3
749,1980,321991,98.1
750,1981,321991,102.7
751,1982,321991,104.2
752,1983,321991,106.4
753,1984,321991,105.9
754,1985,321991,106.2
755,1986,321991,108.0
756,1987,321991,110.7
757,1988,321991,116.1
758,1989,321991,120.8
759,1990,321991,124.4
760,1991,321991,126.4
761,1992,321991,128.1
762,1993,321991,135.8
763,1994,321991,147.2
764,1995,321991,153.9
765,1996,321991,156.9
766,1997,321991,158.5
767,1998,321991,161.4
768,1999,321991,165.5
769,2000,321991,168.0
770,2001,321991,171.6
771,2002,321991,172.5
772,2003,321991,179.0
773,2004,321991,198.0
774,2005,321991,207.6
775,2006,321991,213.5
776,2007,321991,216.1
777,2008,321991,227.5
778,2009,321991,227.2
779,2010,321991,235.7
780,2011,321991,244.1
781,2012,321991,254.9
782,2013,321991,264.8
783,2014,321991,271.6
784,2015,321991,275.7
785,2016,321991,278.1
786,2017,321991,294.1
787,2018,321991,304.5
788,2019,321991,329.8
789,2020,321991,359.6
790,2021,321991,465.206
791,2022,321991,500.574
792,1984,321992,100.0
793,1985,321992,101.9
794,1986,321992,104.5
795,1987,321992,105.9
796,1988,321992,109.5
797,1989,321992,111.9
798,1990,321992,115.8
799,1991,321992,119.9
800,1992,321992,128.0
801,1993,321992,140.9
802,1994,321992,151.3
803,1995,321992,155.7
804,1996,321992,160.8
805,1997,321992,165.2
806,1998,321992,169.1
807,1999,321992,175.3
808,2000,321992,179.6
809,2001,321992,185.6
810,2002,321992,190.1
811,2003,321992,197.4
812,2004,321992,208.9
813,2005,321992,218.3
814,2006,321992,224.6
815,2007,321992,225.6
816,2008,321992,230.7
817,2009,321992,225.7
818,2010,321992,224.7
819,2011,321992,227.9
820,2012,321992,237.4
821,2013,321992,243.6
822,2014,321992,247.4
823,2015,321992,251.5
824,2016,321992,256.3
825,2017,321992,268.1
826,2018,321992,280.7
827,2019,321992,287.6
828,2020,321992,303.9
829,2021,321992,370.476
830,2022,321992,406.301
831,2003,321999,100.0
832,2004,321999,103.4
833,2005,321999,109.5
834,2006,321999,113.4
835,2007,321999,117.6
836,2008,321999,122.4
837,2009,321999,112.0
838,2010,321999,112.8
839,2011,321999,112.9
840,2012,321999,116.1
841,2013,321999,121.6
842,2014,321999,125.5
843,2015,321999,123.0
844,2016,321999,122.4
845,2017,321999,124.0
846,2018,321999,128.3
847,2019,321999,128.7
848,2020,321999,132.5
849,2021,321999,138.103
850,2022,321999,140.954
851,2003,322,100.0
852,2004,322,105.8
853,2005,322,107.8
854,2006,322,114.3
855,2007,322,118.0
856,2008,322,127.0
857,2009,322,122.0
858,2010,322,130.2
859,2011,322,131.8
860,2012,322,133.1
861,2013,322,136.7
862,2014,322,137.1
863,2015,322,135.8
864,2016,322,136.7
865,2017,322,140.1
866,2018,322,145.7
867,2019,322,144.4
868,2020,322,144.2
869,2021,322,166.191
870,2022,322,188.796
871,2003,3221,100.0
872,2004,3221,107.8
873,2005,3221,110.3
874,2006,3221,118.0
875,2007,3221,122.5
876,2008,3221,133.7
877,2009,3221,124.6
878,2010,3221,135.2
879,2011,3221,135.5
880,2012,3221,136.1
881,2013,3221,137.5
882,2014,3221,137.2
883,2015,3221,135.3
884,2016,3221,133.7
885,2017,3221,138.6
886,2018,3221,145.7
887,2019,3221,139.3
888,2020,3221,137.8
889,2021,3221,163.136
890,2022,3221,185.985
891,1973,32211,44.0
892,1974,32211,75.9
893,1975,32211,80.5
894,1976,32211,81.7
895,1977,32211,79.7
896,1978,32211,80.8
897,1979,32211,94.1
898,1980,32211,108.5
899,1981,32211,115.4
900,1982,32211,100.0
901,1983,32211,101.2
902,1984,32211,111.0
903,1985,32211,97.4
904,1986,32211,109.6
905,1987,32211,124.1
906,1988,32211,150.9
907,1989,32211,161.6
908,1990,32211,145.2
909,1991,32211,110.6
910,1992,32211,114.6
911,1993,32211,101.4
912,1994,32211,134.9
913,1995,32211,191.4
914,1996,32211,130.3
915,1997,32211,135.3
916,1998,32211,119.7
917,1999,32211,133.1
918,2000,32211,140.6
919,2001,32211,114.1
920,2002,32211,118.1
921,2003,32211,124.1
922,2004,32211,133.4
923,2005,32211,137.5
924,2006,32211,150.9
925,2007,32211,169.1
926,2008,32211,177.4
927,2009,32211,165.2
928,2010,32211,203.3
929,2011,32211,196.6
930,2012,32211,196.0
931,2013,32211,195.7
932,2014,32211,199.1
933,2015,32211,201.0
934,2016,32211,179.7
935,2017,32211,212.6
936,2018,32211,247.8
937,2019,32211,142.4
938,2020,32211,145.8
939,2021,32211,216.355
940,2022,32211,282.733
941,1973,322110,44.0
942,1974,322110,75.9
943,1975,322110,80.5
944,1976,322110,81.7
945,1977,322110,79.7
946,1978,322110,80.8
947,1979,322110,94.1
948,1980,322110,108.5
949,1981,322110,115.4
950,1982,322110,100.0
951,1983,322110,101.2
952,1984,322110,111.0
953,1985,322110,97.4
954,1986,322110,109.6
955,1987,322110,124.1
956,1988,322110,150.9
957,1989,322110,161.6
958,1990,322110,145.2
959,1991,322110,110.6
960,1992,322110,114.6
961,1993,322110,101.4
962,1994,322110,134.9
963,1995,322110,191.4
964,1996,322110,130.3
965,1997,322110,135.3
966,1998,322110,119.7
967,1999,322110,133.1
968,2000,322110,140.5
969,2001,322110,114.1
970,2002,322110,118.1
971,2003,322110,124.1
972,2004,322110,133.4
973,2005,322110,137.5
974,2006,322110,150.9
975,2007,322110,169.0
976,2008,322110,177.4
977,2009,322110,165.2
978,2010,322110,203.3
979,2011,322110,196.6
980,2012,322110,195.9
981,2013,322110,195.6
982,2014,322110,199.0
983,2015,322110,201.0
984,2016,322110,179.7
985,2017,322110,212.6
986,2018,322110,247.8
987,2019,322110,142.4
988,2020,322110,145.8
989,2021,322110,216.354
990,2022,322110,282.731
991,1974,32212,64.2
992,1975,32212,66.2
993,1976,32212,69.2
994,1977,32212,71.5
995,1978,32212,78.1
996,1979,32212,87.9
997,1980,32212,96.8
998,1981,32212,102.5
999,1982,32212,101.4
1000,1983,32212,105.1
1001,1984,32212,110.6
1002,1985,32212,108.7
1003,1986,32212,112.8
1004,1987,32212,118.5
1005,1988,32212,132.4
1006,1989,32212,133.4
1007,1990,32212,134.8
1008,1991,32212,128.2
1009,1992,32212,126.1
1010,1993,32212,126.1
1011,1994,32212,140.6
1012,1995,32212,173.4
1013,1996,32212,141.2
1014,1997,32212,147.2
1015,1998,32212,140.5
1016,1999,32212,143.0
1017,2000,32212,151.5
1018,2001,32212,145.9
1019,2002,32212,145.7
1020,2003,32212,147.3
1021,2004,32212,156.2
1022,2005,32212,163.3
1023,2006,32212,170.6
1024,2007,32212,174.1
1025,2008,32212,190.9
1026,2009,32212,182.3
1027,2010,32212,189.6
1028,2011,32212,193.2
1029,2012,32212,191.1
1030,2013,32212,189.6
1031,2014,32212,188.9
1032,2015,32212,186.8
1033,2016,32212,186.1
1034,2017,32212,184.3
1035,2018,32212,193.1
1036,2019,32212,195.7
1037,2020,32212,191.1
1038,2021,32212,214.272
1039,2022,32212,246.904
1040,2003,322121,100.0
1041,2004,322121,105.5
1042,2005,322121,109.4
1043,2006,322121,114.8
1044,2007,322121,119.0
1045,2008,322121,128.8
1046,2009,322121,125.7
1047,2010,322121,129.7
1048,2011,322121,132.3
1049,2012,322121,130.8
1050,2013,322121,130.0
1051,2014,322121,129.8
1052,2015,322121,129.6
1053,2016,322121,128.2
1054,2017,322121,126.8
1055,2018,322121,132.0
1056,2019,322121,134.6
1057,2020,322121,132.3
1058,2021,322121,147.300
1059,2022,322121,169.553
1060,2003,322122,100.0
1061,2004,322122,109.7
1062,2005,322122,121.3
1063,2006,322122,121.8
1064,2007,322122,101.4
1065,2008,322122,132.6
1066,2009,322122,95.0
1067,2010,322122,109.5
1068,2011,322122,111.0
1069,2012,322122,110.3
1070,2013,322122,105.9
1071,2014,322122,101.8
1072,2015,322122,86.4
1073,2016,322122,96.6
1074,2017,322122,98.8
1075,2018,322122,114.2
1076,2019,322122,104.9
1077,2020,322122,90.8
1078,2021,322122,115.478
1079,2022,322122,135.578
1080,1974,32213,70.0
1081,1975,32213,70.4
1082,1976,32213,72.6
1083,1977,32213,71.2
1084,1978,32213,77.8
1085,1979,32213,89.3
1086,1980,32213,99.7
1087,1981,32213,106.9
1088,1982,32213,100.0
1089,1983,32213,107.2
1090,1984,32213,119.9
1091,1985,32213,108.6
1092,1986,32213,118.1
1093,1987,32213,131.5
1094,1988,32213,145.1
1095,1989,32213,149.9
1096,1990,32213,143.3
1097,1991,32213,142.8
1098,1992,32213,142.6
1099,1993,32213,138.7
1100,1994,32213,173.3
1101,1995,32213,202.4
1102,1996,32213,162.4
1103,1997,32213,171.5
1104,1998,32213,155.9
1105,1999,32213,177.0
1106,2000,32213,195.4
1107,2001,32213,181.4
1108,2002,32213,182.0
1109,2003,32213,178.8
1110,2004,32213,199.7
1111,2005,32213,195.2
1112,2006,32213,218.3
1113,2007,32213,233.6
1114,2008,32213,252.0
1115,2009,32213,222.7
1116,2010,32213,260.9
1117,2011,32213,254.0
1118,2012,32213,262.4
1119,2013,32213,274.6
1120,2014,32213,274.2
1121,2015,32213,268.1
1122,2016,32213,265.1
1123,2017,32213,292.8
1124,2018,32213,305.0
1125,2019,32213,284.5
1126,2020,32213,286.1
1127,2021,32213,356.809
1128,2022,32213,394.008
1129,1974,322130,70.0
1130,1975,322130,70.4
1131,1976,322130,72.6
1132,1977,322130,71.2
1133,1978,322130,77.8
1134,1979,322130,89.3
1135,1980,322130,99.7
1136,1981,322130,106.9
1137,1982,322130,100.0
1138,1983,322130,107.2
1139,1984,322130,119.9
1140,1985,322130,108.6
1141,1986,322130,118.1
1142,1987,322130,131.5
1143,1988,322130,145.1
1144,1989,322130,149.9
1145,1990,322130,143.3
1146,1991,322130,142.8
1147,1992,322130,142.6
1148,1993,322130,138.7
1149,1994,322130,173.3
1150,1995,322130,202.4
1151,1996,322130,162.5
1152,1997,322130,171.5
1153,1998,322130,155.9
1154,1999,322130,177.0
1155,2000,322130,195.6
1156,2001,322130,181.6
1157,2002,322130,182.1
