year,naics_code,PPI
1981,1133,100.0
1982,1133,96.6
1983,1133,95.9
1984,1133,93.4
1985,1133,94.1
1986,1133,93.2
1987,1133,111.0
1988,1133,112.7
1989,1133,133.7
1990,1133,132.5
1991,1133,136.4
1992,1133,159.6
1993,1133,186.5
1994,1133,189.6
1995,1133,189.3
1996,1133,187.4
1997,1133,191.0
1998,1133,180.8
1999,1133,184.6
2000,1133,169.2
2001,1133,165.5
2002,1133,165.0
2003,1133,173.2
2004,1133,176.9
2005,1133,178.1
2006,1133,173.8
2007,1133,171.0
2008,1133,168.5
2009,1133,165.7
2010,1133,173.8
2011,1133,188.4
2012,1133,196.4
2013,1133,201.8
2014,1133,201.6
2015,1133,196.9
2016,1133,201.0
2017,1133,203.8
2018,1133,202.0
2019,1133,191.5
2020,1133,201.2
2021,1133,215.013
2022,1133,221.197
2023,1133,210.234
2024,1133,205.168
1981,11331,100.0
1982,11331,96.6
1983,11331,95.9
1984,11331,93.4
1985,11331,94.1
1986,11331,93.2
1987,11331,111.0
1988,11331,112.7
1989,11331,133.7
1990,11331,132.5
1991,11331,136.4
1992,11331,159.6
1993,11331,186.5
1994,11331,189.6
1995,11331,189.3
1996,11331,187.4
1997,11331,191.0
1998,11331,180.8
1999,11331,184.6
2000,11331,169.2
2001,11331,165.5
2002,11331,165.0
2003,11331,173.2
2004,11331,176.9
2005,11331,178.1
2006,11331,173.8
2007,11331,171.0
2008,11331,168.5
2009,11331,165.7
2010,11331,173.8
2011,11331,188.4
2012,11331,196.4
2013,11331,201.8
2014,11331,201.6
2015,11331,196.9
2016,11331,201.0
2017,11331,203.8
2018,11331,202.0
2019,11331,191.5
2020,11331,201.2
2021,11331,215.013
2022,11331,221.197
2023,11331,210.234
2024,11331,205.168
1981,113310,100.0
1982,113310,96.6
1983,113310,95.9
1984,113310,93.4
1985,113310,94.1
1986,113310,93.2
1987,113310,111.0
1988,113310,112.7
1989,113310,133.7
1990,113310,132.5
1991,113310,136.4
1992,113310,159.6
1993,113310,186.5
1994,113310,189.6
1995,113310,189.4
1996,113310,187.5
1997,113310,191.1
1998,113310,184.7
1999,113310,188.5
2000,113310,174.7
2001,113310,171.3
2002,113310,170.8
2003,113310,180.1
2004,113310,184.0
2005,113310,185.2
2006,113310,180.8
2007,113310,177.8
2008,113310,175.3
2009,113310,172.3
2010,113310,180.8
2011,113310,196.0
2012,113310,204.2
2013,113310,209.9
2014,113310,209.7
2015,113310,204.8
2016,113310,209.1
2017,113310,212.0
2018,113310,210.1
2019,113310,199.1
2020,113310,209.2
2021,113310,223.626
2022,113310,230.056
2023,113310,218.654
2024,113310,213.384
1985,211,100.0
1986,211,69.0
1987,211,73.2
1988,211,68.3
1989,211,77.3
1990,211,91.8
1991,211,77.1
1992,211,79.4
1993,211,70.9
1994,211,68.6
1995,211,71.0
1996,211,112.1
1997,211,84.5
1998,211,62.9
1999,211,90.4
2000,211,171.2
2001,211,78.3
2002,211,133.9
2003,211,155.1
2004,211,214.7
2005,211,312.2
2006,211,256.2
2007,211,315.9
2008,211,184.1
2009,211,235.5
2010,211,256.4
2011,211,267.7
2012,211,242.6
2013,211,259.1
2014,211,188.6
2015,211,100.7
2016,211,155.6
2017,211,163.4
2018,211,175.2
2019,211,139.0
2020,211,129.3
2021,211,229.298
2022,211,255.693
2023,211,183.41
2024,211,189.132
1985,2111,100.0
1986,2111,69.0
1987,2111,73.2
1988,2111,68.3
1989,2111,77.3
1990,2111,91.8
1991,2111,77.1
1992,2111,79.4
1993,2111,70.9
1994,2111,68.6
1995,2111,71.0
1996,2111,112.1
1997,2111,84.5
1998,2111,62.9
1999,2111,90.4
2000,2111,171.2
2001,2111,78.3
2002,2111,133.9
2003,2111,155.1
2004,2111,214.7
2005,2111,312.2
2006,2111,256.2
2007,2111,315.9
2008,2111,184.1
2009,2111,235.5
2010,2111,256.4
2011,2111,267.7
2012,2111,242.6
2013,2111,259.1
2014,2111,188.6
2015,2111,100.7
2016,2111,155.6
2017,2111,163.4
2018,2111,175.2
2019,2111,139.0
2020,2111,129.3
2021,2111,229.298
2022,2111,255.693
2023,2111,183.41
2024,2111,189.132
2002,211111,126.4
2003,211111,145.3
2004,211111,203.9
2005,211111,297.6
2006,211111,254.4
2007,211111,306.1
2008,211111,188.6
2009,211111,227.8
2010,211111,251.7
2011,211111,266.0
2012,211111,245.4
2013,211111,264.2
2014,211111,194.6
2015,211111,103.6
2016,211111,158.5
2017,211111,166.5
2018,211111,177.2
2019,211111,146.1
2020,211111,133.0
2021,211111,232.51
2022,211111,266.277
2002,211112,149.6
2003,211112,179.4
2004,211112,242.2
2005,211112,349.7
2006,211112,265.0
2007,211112,348.1
2008,211112,173.6
2009,211112,259.1
2010,211112,271.6
2011,211112,274.0
2012,211112,224.6
2013,211112,228.2
2014,211112,153.5
2015,211112,84.0
2016,211112,137.6
2017,211112,144.8
2018,211112,162.2
2019,211112,101.2
2020,211112,108.3
2021,211112,208.595
2022,211112,242.663
1998,211120,28.4
1999,211120,77.3
2000,211120,85.9
2001,211120,49.4
2002,211120,79.4
2003,211120,90.7
2004,211120,118.4
2005,211120,177.1
2006,211120,177.2
2007,211120,268.8
2008,211120,113.8
2009,211120,212.8
2010,211120,265.7
2011,211120,308.8
2012,211120,274.9
2013,211120,294.2
2014,211120,184.0
2015,211120,101.6
2016,211120,151.1
2017,211120,177.2
2018,211120,148.9
2019,211120,177.3
2020,211120,133.4
2021,211120,213.394
2022,211120,225.977
2023,211120,207.872
2024,211120,204.584
1998,211130,78.3
1999,211130,84.6
2000,211130,247.4
2001,211130,85.1
2002,211130,172.0
2003,211130,205.3
2004,211130,283.2
2005,211130,409.0
2006,211130,295.0
2007,211130,297.3
2008,211130,220.9
2009,211130,199.8
2010,211130,188.1
2011,211130,147.5
2012,211130,160.9
2013,211130,162.1
2014,211130,173.6
2015,211130,84.8
2016,211130,126.2
2017,211130,110.5
2018,211130,178.7
2019,211130,79.5
2020,211130,100.2
2021,211130,195.591
2022,211130,277.31
2023,211130,112.148
2024,211130,128.29
2003,212,100.0
2004,212,116.4
2005,212,132.5
2006,212,150.7
2007,212,161.2
2008,212,173.0
2009,212,194.2
2010,212,214.3
2011,212,226.0
2012,212,231.9
2013,212,218.7
2014,212,214.7
2015,212,204.5
2016,212,212.8
2017,212,224.3
2018,212,227.4
2019,212,236.9
2020,212,248.3
2021,212,260.841
2022,212,314.379
2023,212,328.182
2024,212,345.648
1985,2121,100.0
1986,2121,98.7
1987,2121,95.3
1988,2121,93.9
1989,2121,95.6
1990,2121,96.8
1991,2121,95.4
1992,2121,94.1
1993,2121,94.0
1994,2121,92.0
1995,2121,91.3
1996,2121,90.7
1997,2121,93.2
1998,2121,91.4
1999,2121,85.4
2000,2121,85.1
2001,2121,92.5
2002,2121,93.1
2003,2121,95.8
2004,2121,107.1
2005,2121,120.0
2006,2121,127.2
2007,2121,131.7
2008,2121,171.4
2009,2121,185.7
2010,2121,193.9
2011,2121,213.3
2012,2121,219.8
2013,2121,211.3
2014,2121,201.5
2015,2121,193.2
2016,2121,196.0
2017,2121,199.6
2018,2121,203.9
2019,2121,199.7
2020,2121,190.1
2021,2121,194.362
2022,2121,286.824
2023,2121,292.329
2024,2121,291.123
1998,21211,98.8
1999,21211,92.3
2000,21211,92.0
2001,21211,100.0
2002,21211,100.5
2003,21211,103.2
2004,21211,115.5
2005,21211,129.3
2006,21211,137.1
2007,21211,141.9
2008,21211,184.7
2009,21211,200.1
2010,21211,209.0
2011,21211,229.8
2012,21211,236.9
2013,21211,227.7
2014,21211,217.1
2015,21211,208.2
2016,21211,211.2
2017,21211,215.1
2018,21211,219.7
2019,21211,215.2
2020,21211,204.8
2021,21211,209.4
2022,21211,309.015
2023,21211,314.946
2024,21211,313.647
1998,212110,159.2
1999,212110,155.7
2000,212110,157.0
2001,212110,161.8
2002,212110,162.2
2003,212110,167.8
2004,212110,190.8
2005,212110,222.8
2006,212110,241.4
2007,212110,246.2
2008,212110,286.0
2009,212110,276.0
2010,212110,272.7
2011,212110,301.5
2012,212110,310.9
2013,212110,295.1
2014,212110,291.2
2015,212110,287.3
2016,212110,273.3
2017,212110,279.9
2018,212110,294.7
2019,212110,297.7
2020,212110,300.1
2021,212110,322.311
2022,212110,100.0
2023,212110,101.768
2024,212110,101.319
2001,212111,100.0
2002,212111,100.4
2003,212111,101.4
2004,212111,108.8
2005,212111,113.8
2006,212111,117.0
2007,212111,121.8
2008,212111,141.6
2009,212111,150.2
2010,212111,157.9
2011,212111,170.8
2012,212111,188.3
2013,212111,186.0
2014,212111,177.7
2015,212111,177.4
2016,212111,179.3
2017,212111,178.8
2018,212111,183.8
2019,212111,180.3
2020,212111,179.3
2021,212111,185.727
2022,212111,210.341
2001,212112,100.0
2002,212112,100.7
2003,212112,105.2
2004,212112,123.1
2005,212112,147.1
2006,212112,160.0
2007,212112,165.0
2008,212112,233.7
2009,212112,256.9
2010,212112,267.5
2011,212112,297.3
2012,212112,287.1
2013,212112,268.2
2014,212112,255.2
2015,212112,233.6
2016,212112,238.1
2017,212112,248.4
2018,212112,251.9
2019,212112,246.2
2020,212112,222.4
2021,212112,223.785
2022,212112,437.445
1979,212113,100.0
1980,212113,118.3
1981,212113,153.1
1982,212113,154.0
1983,212113,147.3
1984,212113,148.0
1985,212113,150.6
1986,212113,148.7
1987,212113,150.8
1988,212113,154.7
1989,212113,155.5
1990,212113,161.0
1991,212113,160.0
1992,212113,159.1
1993,212113,161.8
1994,212113,161.5
1995,212113,160.2
1996,212113,158.5
1997,212113,160.1
1998,212113,160.1
1999,212113,156.6
2000,212113,157.9
2001,212113,163.0
2002,212113,163.3
2003,212113,168.9
2004,212113,192.1
2005,212113,224.4
2006,212113,243.1
2007,212113,247.9
2008,212113,288.0
2009,212113,277.9
2010,212113,274.5
2011,212113,303.2
2012,212113,312.3
2013,212113,296.9
2014,212113,293.5
2015,212113,289.6
2016,212113,277.9
2017,212113,284.4
2018,212113,299.3
2019,212113,302.8
2020,212113,306.5
2021,212113,330.649
2022,212113,445.825
1984,2122,100.0
1986,2122,96.9
1987,2122,102.6
1988,2122,111.1
1989,2122,93.6
1990,2122,90.8
1991,2122,78.3
1992,2122,74.6
1993,2122,69.5
1994,2122,94.2
1995,2122,100.0
1996,2122,87.3
1997,2122,74.8
1998,2122,69.5
1999,2122,72.6
2000,2122,74.4
2001,2122,68.9
2002,2122,74.5
2003,2122,92.1
2004,2122,132.2
2005,2122,165.3
2006,2122,213.0
2007,2122,229.7
2008,2122,161.3
2009,2122,242.3
2010,2122,314.9
2011,2122,317.7
2012,2122,322.5
2013,2122,269.3
2014,2122,258.3
2015,2122,213.3
2016,2122,246.8
2017,2122,283.5
2018,2122,278.0
2019,2122,317.5
2020,2122,380.1
2021,2122,410.501
2022,2122,414.774
2023,2122,436.147
2024,2122,472.628
1984,21221,100.0
1985,21221,93.9
1986,21221,84.5
1987,21221,80.4
1988,21221,81.4
1989,21221,81.4
1990,21221,82.4
1991,21221,82.7
1992,21221,82.8
1993,21221,82.0
1994,21221,82.3
1995,21221,93.0
1996,21221,95.6
1997,21221,94.2
1998,21221,94.2
1999,21221,93.9
2000,21221,94.0
2001,21221,95.3
2002,21221,94.1
2003,21221,95.5
2004,21221,101.9
2005,21221,117.8
2006,21221,126.6
2007,21221,128.2
2008,21221,143.7
2009,21221,144.4
2010,21221,149.9
2011,21221,184.4
2012,21221,168.3
2013,21221,125.6
2014,21221,125.0
2015,21221,122.6
2016,21221,119.0
2017,21221,126.3
2018,21221,139.5
2019,21221,145.2
2020,21221,152.1
2021,21221,187.592
2022,21221,212.792
2023,21221,201.846
2024,21221,196.103
1984,212210,100.0
1985,212210,93.9
1986,212210,84.5
1987,212210,80.4
1988,212210,81.4
1989,212210,81.4
1990,212210,82.4
1991,212210,82.7
1992,212210,82.8
1993,212210,82.0
1994,212210,82.3
1995,212210,93.0
1996,212210,95.6
1997,212210,94.2
1998,212210,96.5
1999,212210,96.1
2000,212210,96.2
2001,212210,97.6
2002,212210,96.3
2003,212210,97.8
2004,212210,104.4
2005,212210,120.7
2006,212210,129.7
2007,212210,131.3
2008,212210,147.2
2009,212210,147.9
2010,212210,153.5
2011,212210,188.8
2012,212210,172.4
2013,212210,128.6
2014,212210,128.0
2015,212210,125.5
2016,212210,121.8
2017,212210,129.4
2018,212210,142.8
2019,212210,148.7
2020,212210,155.7
2021,212210,192.094
2022,212210,217.898
2023,212210,206.689
2024,212210,200.809
1984,21222,100.0
1985,21222,75.8
1986,21222,76.5
1987,21222,103.4
1988,21222,90.7
1989,21222,84.6
1990,21222,76.6
1991,21222,70.9
1992,21222,66.5
1993,21222,73.7
1994,21222,75.7
1995,21222,78.4
1996,21222,74.9
1997,21222,59.5
1998,21222,60.8
1999,21222,57.5
2000,21222,55.3
2001,21222,55.3
2002,21222,65.4
2003,21222,81.0
2004,21222,89.1
2005,21222,104.6
2006,21222,128.9
2007,21222,160.3
2008,21222,128.4
2009,21222,191.8
2010,21222,239.6
2011,21222,293.5
2012,21222,302.6
2013,21222,219.9
2014,21222,208.8
2015,21222,189.9
2016,21222,206.9
2017,21222,220.7
1998,212220,89.8
1999,212220,84.4
2000,212220,81.7
2001,212220,81.5
2002,212220,96.8
2003,212220,120.1
2004,212220,130.8
2005,212220,154.1
2006,212220,186.9
2007,212220,233.5
2008,212220,188.3
2009,212220,276.5
2010,212220,343.2
2011,212220,415.7
2012,212220,427.8
2013,212220,312.5
2014,212220,297.1
2015,212220,271.1
2016,212220,295.0
2017,212220,314.7
1985,212221,98.3
1986,212221,107.5
1987,212221,139.1
1988,212221,122.0
1989,212221,119.7
1990,212221,111.9
1991,212221,109.5
1992,212221,101.7
1993,212221,111.6
1994,212221,114.7
1995,212221,116.6
1996,212221,111.7
1997,212221,87.9
1998,212221,89.8
1999,212221,84.4
2000,212221,81.7
2001,212221,81.5
2002,212221,96.8
2003,212221,120.1
2004,212221,131.0
2005,212221,154.2
2006,212221,187.7
2007,212221,234.5
2008,212221,189.1
2009,212221,279.0
2010,212221,346.4
2011,212221,420.8
2012,212221,434.0
2013,212221,315.0
2014,212221,299.2
2015,212221,272.1
2016,212221,296.4
2017,212221,316.2
1988,21223,151.4
1989,21223,114.5
1990,21223,110.0
1991,21223,98.6
1992,21223,94.1
1993,21223,74.9
1994,21223,144.3
1995,21223,150.9
1996,21223,105.6
1997,21223,84.4
1998,21223,63.3
1999,21223,81.4
2000,21223,94.8
2001,21223,76.4
2002,21223,79.3
2003,21223,108.7
2004,21223,173.3
2005,21223,240.7
2006,21223,368.6
2007,21223,365.1
2008,21223,198.8
2009,21223,364.6
2010,21223,472.1
2011,21223,393.6
2012,21223,412.0
2013,21223,380.5
2014,21223,345.1
2015,21223,260.6
2016,21223,328.5
2017,21223,386.8
2018,21223,340.6
2019,21223,352.0
2020,21223,416.7
2021,21223,434.729
2022,21223,418.061
2023,21223,450.956
2024,21223,423.743
1988,212230,151.4
1989,212230,114.5
1990,212230,110.0
1991,212230,98.6
1992,212230,94.1
1993,212230,74.9
1994,212230,144.3
1995,212230,150.9
1996,212230,105.6
1997,212230,84.4
1998,212230,63.3
1999,212230,81.4
2000,212230,94.8
2001,212230,76.4
2002,212230,79.3
2003,212230,100.0
2004,212230,165.1
2005,212230,229.8
2006,212230,351.9
2007,212230,345.9
2008,212230,185.1
2009,212230,340.0
2010,212230,439.8
2011,212230,371.1
2012,212230,386.4
2013,212230,357.6
2014,212230,322.5
2015,212230,242.6
2016,212230,308.1
2017,212230,368.4
2018,212230,323.2
2019,212230,329.0
2020,212230,374.4
2021,212230,396.283
2022,212230,376.105
2023,212230,408.677
2024,212230,366.062
1985,21229,100.0
1986,21229,97.7
1987,21229,102.2
1988,21229,71.0
1989,21229,52.2
1990,21229,58.1
1991,21229,36.8
1992,21229,34.5
1993,21229,32.2
1994,21229,32.6
1995,21229,33.9
1996,21229,29.9
1997,21229,29.5
1998,21229,26.9
1999,21229,25.8
2000,21229,27.3
2001,21229,22.8
2002,21229,28.8
2003,21229,40.4
2004,21229,131.5
2005,21229,149.0
2006,21229,129.2
2007,21229,145.2
2008,21229,101.2
2009,21229,130.0
2010,21229,223.0
2011,21229,206.8
2012,21229,208.2
2013,21229,214.3
2014,21229,227.9
2015,21229,167.3
2016,21229,205.6
2017,21229,267.3
2018,21229,359.3
2019,21229,542.8
2020,21229,667.4
2021,21229,898.446
2022,21229,914.607
1985,212290,100.0
1986,212290,98.8
1987,212290,104.3
1988,212290,105.8
1989,212290,123.5
1990,212290,132.8
1991,212290,124.3
1992,212290,116.9
1993,212290,111.1
1994,212290,113.2
1995,212290,120.4
1996,212290,101.3
1997,212290,98.8
1998,212290,87.1
1999,212290,83.0
2000,212290,89.6
2001,212290,69.2
2002,212290,91.3
2003,212290,100.0
2004,212290,333.4
2005,212290,377.4
2006,212290,324.3
2007,212290,364.8
2008,212290,254.3
2009,212290,327.9
2010,212290,566.1
2011,212290,524.6
2012,212290,528.0
2013,212290,543.0
2014,212290,577.8
2015,212290,421.8
2016,212290,520.1
2017,212290,678.5
2018,212290,911.5
2019,212290,1377.2
2020,212290,1695.6
2021,212290,2291.234
2022,212290,2333.068
1984,2123,100.0
1985,2123,103.0
1986,2123,104.5
1987,2123,105.4
1988,2123,109.1
1989,2123,111.2
1990,2123,114.6
1991,2123,116.3
1992,2123,118.0
1993,2123,119.2
1994,2123,120.9
1995,2123,124.4
1996,2123,127.1
1997,2123,129.9
1998,2123,132.7
1999,2123,134.4
2000,2123,138.1
2001,2123,141.5
2002,2123,144.2
2003,2123,147.0
2004,2123,153.9
2005,2123,163.7
2006,2123,178.9
2007,2123,197.3
2008,2123,232.7
2009,2123,223.5
2010,2123,227.1
2011,2123,236.6
2012,2123,243.5
2013,2123,245.5
2014,2123,255.7
2015,2123,264.7
2016,2123,265.6
2017,2123,274.0
2018,2123,283.5
2019,2123,291.8
2020,2123,298.1
2021,2123,312.23
2022,2123,356.035
2023,2123,376.485
2024,2123,400.654
1984,21231,100.0
1985,21231,104.7
1986,21231,108.1
1987,21231,110.5
1988,21231,111.9
1989,21231,114.0
1990,21231,115.9
1991,21231,118.8
1992,21231,121.6
1993,21231,124.2
1994,21231,127.1
1995,21231,131.8
1996,21231,133.6
1997,21231,136.0
1998,21231,139.8
1999,21231,143.2
2000,21231,148.2
2001,21231,153.0
2002,21231,157.2
2003,21231,161.4
2004,21231,168.4
2005,21231,179.7
2006,21231,197.0
2007,21231,214.8
2008,21231,229.6
2009,21231,237.3
2010,21231,243.3
2011,21231,246.0
2012,21231,252.0
2013,21231,258.8
2014,21231,266.4
2015,21231,277.7
2016,21231,279.8
2017,21231,293.8
2018,21231,301.8
2019,21231,314.2
2020,21231,326.4
2021,21231,340.571
2022,21231,389.003
2023,21231,425.79
2024,21231,459.599
1985,212311,100.2
1986,212311,105.7
1987,212311,106.7
1988,212311,109.1
1989,212311,112.5
1990,212311,114.1
1991,212311,117.2
1992,212311,119.1
1993,212311,120.1
1994,212311,125.0
1995,212311,127.4
1996,212311,135.0
1997,212311,138.6
1998,212311,141.2
1999,212311,138.4
2000,212311,165.8
2001,212311,155.7
2002,212311,162.4
2003,212311,166.5
2004,212311,172.4
2005,212311,178.6
2006,212311,181.9
2007,212311,186.2
2008,212311,193.2
2009,212311,205.8
2010,212311,208.7
2011,212311,212.3
2012,212311,216.4
2013,212311,228.1
2014,212311,240.3
2015,212311,239.4
2016,212311,241.2
2017,212311,247.4
2018,212311,242.9
2019,212311,246.6
2020,212311,249.5
2021,212311,251.943
2022,212311,272.569
2023,212311,350.177
2024,212311,375.22
1983,212312,100.0
1984,212312,103.5
1985,212312,108.0
1986,212312,110.3
1987,212312,112.8
1988,212312,114.2
1989,212312,116.9
1990,212312,119.5
1991,212312,122.7
1992,212312,124.0
1993,212312,126.1
1994,212312,128.7
1995,212312,131.2
1996,212312,132.7
1997,212312,135.0
1998,212312,122.5
1999,212312,123.1
2000,212312,126.3
2001,212312,127.4
2002,212312,131.0
2003,212312,134.6
2004,212312,144.4
2005,212312,152.0
2006,212312,165.0
2007,212312,168.3
2008,212312,192.2
2009,212312,191.3
2010,212312,203.9
2011,212312,211.8
2012,212312,230.7
2013,212312,238.4
2014,212312,247.4
2015,212312,283.4
2016,212312,283.5
2017,212312,301.2
2018,212312,310.4
2019,212312,319.2
2020,212312,333.5
2021,212312,350.727
2022,212312,405.596
2023,212312,444.233
2024,212312,481.878
1983,212313,100.0
1984,212313,106.0
1985,212313,111.9
1986,212313,115.5
1987,212313,118.6
1988,212313,120.2
1989,212313,120.3
1990,212313,125.6
1991,212313,129.9
1992,212313,142.2
1993,212313,144.9
1994,212313,147.6
1995,212313,154.5
1996,212313,157.0
1997,212313,161.1
1998,212313,167.6
1999,212313,176.2
2000,212313,182.4
2001,212313,188.8
2002,212313,195.1
2003,212313,199.5
2004,212313,207.1
2005,212313,223.1
2006,212313,249.8
2007,212313,294.5
2008,212313,314.2
2009,212313,331.8
2010,212313,331.3
2011,212313,329.6
2012,212313,320.9
2013,212313,332.3
2014,212313,339.4
2015,212313,359.2
2016,212313,370.2
2017,212313,386.5
2018,212313,398.3
2019,212313,421.1
2020,212313,435.5
2021,212313,454.451
2022,212313,498.725
2023,212313,542.339
2024,212313,570.96
1983,212319,100.0
1984,212319,105.1
1985,212319,110.4
1986,212319,118.2
1987,212319,120.2
1988,212319,121.4
1989,212319,123.2
1990,212319,120.8
1991,212319,121.7
1992,212319,121.1
1993,212319,125.6
1994,212319,130.5
1995,212319,141.3
1996,212319,143.7
1997,212319,145.4
1998,212319,144.9
1999,212319,146.7
2000,212319,146.7
2001,212319,148.2
2002,212319,152.7
2003,212319,161.7
2004,212319,168.6
2005,212319,186.0
2006,212319,191.3
2007,212319,177.6
2008,212319,192.5
2009,212319,193.9
2010,212319,216.0
2011,212319,219.1
2012,212319,223.7
2013,212319,222.0
2014,212319,225.5
2015,212319,253.8
2016,212319,259.6
2017,212319,264.9
2018,212319,265.4
2019,212319,291.7
2020,212319,300.1
2021,212319,301.966
2022,212319,340.224
2023,212319,366.479
2024,212319,403.381
2003,21232,100.0
2004,21232,103.7
2005,21232,112.4
2006,21232,119.6
2007,21232,127.9
2008,21232,139.2
2009,21232,142.4
2010,21232,144.3
2011,21232,147.7
2012,21232,152.9
2013,21232,156.6
2014,21232,164.6
2015,21232,169.0
2016,21232,175.5
2017,21232,180.3
2018,21232,187.0
2019,21232,191.6
2020,21232,196.5
2021,21232,204.427
2022,21232,228.873
2023,21232,246.365
2024,21232,266.225
1965,212321,32.7
1966,212321,33.4
1967,212321,34.5
1968,212321,35.9
1969,212321,37.3
1970,212321,39.4
1971,212321,41.5
1972,212321,42.0
1973,212321,43.6
1974,212321,49.8
1975,212321,54.0
1976,212321,57.4
1977,212321,61.3
1978,212321,67.7
1979,212321,76.3
1980,212321,89.4
1981,212321,94.9
1982,212321,100.6
1983,212321,102.0
1984,212321,105.2
1985,212321,108.6
1986,212321,112.3
1987,212321,117.0
1988,212321,121.2
1989,212321,123.9
1990,212321,127.1
1991,212321,131.3
1992,212321,132.7
1993,212321,140.2
1994,212321,143.0
1995,212321,148.1
1996,212321,152.5
1997,212321,157.0
1998,212321,130.8
1999,212321,128.6
2000,212321,142.4
2001,212321,146.6
2002,212321,154.1
2003,212321,156.8
2004,212321,163.7
2005,212321,173.3
2006,212321,192.0
2007,212321,199.9
2008,212321,218.1
2009,212321,227.9
2010,212321,231.9
2011,212321,236.5
2012,212321,245.3
2013,212321,248.6
2014,212321,249.7
2015,212321,326.6
2016,212321,340.8
2017,212321,353.1
2018,212321,373.5
2019,212321,391.9
2020,212321,413.2
2021,212321,432.124
2022,212321,475.074
2023,212321,510.938
2024,212321,556.001
1982,212322,99.7
1983,212322,100.5
1984,212322,102.9
1985,212322,106.1
1986,212322,108.3
1987,212322,106.9
1988,212322,110.0
1989,212322,113.7
1990,212322,120.2
1991,212322,124.1
1992,212322,127.3
1993,212322,129.6
1994,212322,130.9
1995,212322,133.9
1996,212322,137.3
1997,212322,139.0
1998,212322,142.6
1999,212322,145.6
2000,212322,148.4
2001,212322,153.8
2002,212322,158.3
2003,212322,165.4
2004,212322,171.0
2005,212322,181.1
2006,212322,188.3
2007,212322,198.0
2008,212322,231.5
2009,212322,238.1
2010,212322,244.3
2011,212322,248.5
2012,212322,276.8
2013,212322,272.5
2014,212322,308.5
2015,212322,292.3
2016,212322,296.8
2017,212322,302.7
2018,212322,300.2
2019,212322,282.3
2020,212322,266.2
2021,212322,277.056
1998,212323,103.3
1999,212323,100.5
2000,212323,106.2
2001,212323,111.7
2002,212323,112.1
2003,212323,113.8
2004,212323,116.8
2005,212323,125.2
2006,212323,135.7
2007,212323,143.9
2008,212323,155.1
2009,212323,154.8
2010,212323,161.8
2011,212323,160.9
2012,212323,171.5
2013,212323,174.9
2014,212323,168.2
2015,212323,168.2
2016,212323,169.4
2017,212323,171.5
2018,212323,175.5
2019,212323,182.0
2020,212323,181.7
2021,212323,187.122
2022,212323,100.0
2023,212323,109.289
2024,212323,115.288
1984,212324,100.7
1985,212324,102.8
1986,212324,105.1
1987,212324,103.9
1988,212324,107.4
1989,212324,111.7
1990,212324,112.0
1991,212324,113.8
1992,212324,112.8
1993,212324,111.8
1994,212324,113.6
1995,212324,115.2
1996,212324,116.6
1997,212324,117.0
1998,212324,113.2
1999,212324,113.0
2000,212324,117.0
2001,212324,119.0
2002,212324,118.7
2003,212324,121.4
2004,212324,122.6
2005,212324,130.3
2006,212324,136.0
2007,212324,147.3
2008,212324,166.1
2009,212324,177.7
2010,212324,184.7
2011,212324,193.2
2012,212324,197.1
2013,212324,193.2
2014,212324,203.3
2015,212324,196.2
2016,212324,213.4
2017,212324,214.4
2018,212324,219.1
2019,212324,224.3
2020,212324,232.2
2021,212324,231.883
2022,212324,249.537
1984,212325,101.6
1985,212325,105.9
1986,212325,107.8
1987,212325,107.8
1988,212325,112.1
1989,212325,114.1
1990,212325,119.7
1991,212325,121.0
1992,212325,124.9
1993,212325,127.2
1994,212325,126.9
1995,212325,129.3
1996,212325,130.6
1997,212325,132.3
1998,212325,133.6
1999,212325,132.9
2000,212325,137.4
2001,212325,140.5
2002,212325,141.3
2003,212325,143.1
2004,212325,146.5
2005,212325,151.1
2006,212325,158.1
2007,212325,166.0
2008,212325,178.2
2009,212325,185.0
2010,212325,191.4
2011,212325,194.7
2012,212325,200.4
2013,212325,209.2
2014,212325,208.1
2015,212325,211.3
2016,212325,214.5
2017,212325,215.7
2018,212325,218.5
2019,212325,225.6
2020,212325,220.0
2021,212325,227.463
2022,212325,259.789
1984,21239,100.0
1985,21239,100.5
1986,21239,98.5
1987,21239,96.0
1988,21239,102.5
1989,21239,103.4
1990,21239,108.4
1991,21239,107.5
1992,21239,107.8
1993,21239,102.5
1994,21239,102.2
1995,21239,103.4
1996,21239,106.5
1997,21239,109.8
1998,21239,109.5
1999,21239,106.5
2000,21239,107.4
2001,21239,107.4
2002,21239,107.9
2003,21239,107.5
2004,21239,115.5
2005,21239,118.0
2006,21239,134.2
2007,21239,163.6
2008,21239,274.9
2009,21239,205.8
2010,21239,205.9
2011,21239,236.3
2012,21239,243.7
2013,21239,227.1
2014,21239,240.8
2015,21239,247.8
2016,21239,230.5
2017,21239,226.6
2018,21239,237.1
2019,21239,239.9
2020,21239,234.2
2021,21239,250.17
2022,21239,292.416
2023,21239,270.141
2024,21239,264.818
1998,212390,138.1
1999,212390,138.7
2000,212390,140.3
2001,212390,144.6
2002,212390,144.1
2003,212390,147.7
2004,212390,152.4
2005,212390,161.4
2006,212390,176.5
2007,212390,182.7
2008,212390,198.1
2009,212390,205.7
2010,212390,214.4
2011,212390,231.8
2012,212390,238.7
2013,212390,248.0
2014,212390,258.0
