year,naics_code,PPI
2009,33231,137.0
2010,33231,141.6
2011,33231,148.7
2012,33231,149.8
2013,33231,150.7
2014,33231,153.5
2015,33231,149.3
2016,33231,153.2
2017,33231,158.2
2018,33231,176.5
2019,33231,170.4
2020,33231,173.8
2021,33231,251.682
2022,33231,270.523
2023,33231,282.216
2024,33231,275.19
1981,332311,100.0
1982,332311,101.4
1983,332311,97.6
1984,332311,99.6
1985,332311,101.6
1986,332311,101.8
1987,332311,105.3
1988,332311,110.5
1989,332311,114.5
1990,332311,117.2
1991,332311,117.0
1992,332311,119.3
1993,332311,124.3
1994,332311,131.1
1995,332311,136.4
1996,332311,137.8
1997,332311,141.5
1998,332311,175.3
1999,332311,173.3
2000,332311,176.5
2001,332311,176.4
2002,332311,179.5
2003,332311,176.4
2004,332311,199.0
2005,332311,199.6
2006,332311,226.8
2007,332311,212.4
2008,332311,287.3
2009,332311,235.5
2010,332311,256.2
2011,332311,282.5
2012,332311,279.9
2013,332311,289.6
2014,332311,299.3
2015,332311,292.6
2016,332311,307.0
2017,332311,316.6
2018,332311,354.5
2019,332311,332.1
2020,332311,372.6
2021,332311,522.059
2022,332311,496.001
2023,332311,534.385
2024,332311,528.251
1998,332312,152.6
1999,332312,154.4
2000,332312,158.7
2001,332312,158.0
2002,332312,157.8
2003,332312,152.5
2004,332312,176.3
2005,332312,180.6
2006,332312,198.2
2007,332312,219.7
2008,332312,228.4
2009,332312,221.7
2010,332312,226.3
2011,332312,243.2
2012,332312,252.8
2013,332312,257.1
2014,332312,254.0
2015,332312,245.8
2016,332312,247.3
2017,332312,200.2
2018,332312,229.2
2019,332312,221.4
2020,332312,220.3
2021,332312,325.458
2022,332312,350.245
2023,332312,362.391
2024,332312,339.842
1998,332313,148.5
1999,332313,152.1
2000,332313,151.4
2001,332313,152.2
2002,332313,150.7
2003,332313,100.0
2004,332313,107.6
2005,332313,108.3
2006,332313,117.6
2007,332313,124.3
2008,332313,152.1
2009,332313,134.9
2010,332313,139.3
2011,332313,142.1
2012,332313,144.7
2013,332313,144.8
2014,332313,146.9
2015,332313,145.2
2016,332313,145.4
2017,332313,147.0
2018,332313,150.0
2019,332313,147.5
2020,332313,150.2
2021,332313,218.561
2022,332313,222.725
2023,332313,222.292
2024,332313,250.559
2003,33232,100.0
2004,33232,112.1
2005,33232,114.4
2006,33232,120.6
2007,33232,122.2
2008,33232,134.4
2009,33232,129.7
2010,33232,132.3
2011,33232,138.4
2012,33232,138.8
2013,33232,138.3
2014,33232,141.1
2015,33232,142.9
2016,33232,144.8
2017,33232,148.7
2018,33232,160.9
2019,33232,161.1
2020,33232,163.5
2021,33232,216.38
2022,33232,236.912
2023,33232,239.431
2024,33232,245.677
1947,332321,24.9
1948,332321,25.8
1949,332321,25.8
1950,332321,30.7
1951,332321,29.6
1952,332321,29.6
1953,332321,32.0
1954,332321,33.3
1955,332321,36.7
1956,332321,37.3
1957,332321,35.8
1958,332321,35.2
1959,332321,33.7
1960,332321,33.2
1961,332321,33.3
1962,332321,32.8
1963,332321,32.2
1964,332321,32.4
1965,332321,32.2
1966,332321,33.5
1967,332321,34.0
1968,332321,35.8
1969,332321,37.3
1970,332321,38.7
1971,332321,40.3
1972,332321,40.9
1973,332321,43.6
1974,332321,54.1
1975,332321,56.3
1976,332321,60.7
1977,332321,66.2
1978,332321,72.3
1979,332321,81.4
1980,332321,88.8
1981,332321,96.7
1982,332321,98.7
1983,332321,103.2
1984,332321,104.6
1985,332321,105.4
1986,332321,107.9
1987,332321,111.2
1988,332321,122.9
1989,332321,125.6
1990,332321,127.2
1991,332321,128.6
1992,332321,130.1
1993,332321,131.9
1994,332321,140.8
1995,332321,149.6
1996,332321,151.6
1997,332321,152.2
1998,332321,146.4
1999,332321,146.7
2000,332321,147.3
2001,332321,149.5
2002,332321,151.3
2003,332321,151.6
2004,332321,151.6
2005,332321,158.7
2006,332321,160.2
2007,332321,167.1
2008,332321,174.5
2009,332321,178.9
2010,332321,178.1
2011,332321,182.2
2012,332321,188.6
2013,332321,183.1
2014,332321,183.8
2015,332321,197.8
2016,332321,196.7
2017,332321,205.1
2018,332321,213.7
2019,332321,218.9
2020,332321,225.4
2021,332321,302.303
2022,332321,330.478
2023,332321,341.033
2024,332321,344.441
1982,332322,100.0
1983,332322,103.1
1984,332322,107.1
1985,332322,106.9
1986,332322,106.8
1987,332322,113.9
1988,332322,125.8
1989,332322,129.1
1990,332322,130.3
1991,332322,126.8
1992,332322,126.4
1993,332322,127.7
1994,332322,133.0
1995,332322,138.5
1996,332322,137.8
1997,332322,139.0
1998,332322,140.9
1999,332322,140.8
2000,332322,142.8
2001,332322,141.7
2002,332322,144.4
2003,332322,100.0
2004,332322,106.9
2005,332322,107.5
2006,332322,116.3
2007,332322,120.1
2008,332322,122.9
2009,332322,136.5
2010,332322,118.3
2011,332322,122.6
2012,332322,124.3
2013,332322,123.6
2014,332322,126.7
2015,332322,126.2
2016,332322,126.5
2017,332322,205.1
2018,332322,142.8
2019,332322,161.3
2020,332322,217.8
2021,332322,177.771
2022,332322,198.442
2023,332322,200.869
2024,332322,203.28
1983,332323,100.0
1984,332323,103.1
1985,332323,105.0
1986,332323,105.4
1987,332323,112.8
1988,332323,117.9
1989,332323,121.3
1990,332323,122.6
1991,332323,123.0
1992,332323,119.9
1993,332323,124.3
1994,332323,128.7
1995,332323,133.3
1996,332323,136.0
1997,332323,138.2
1998,332323,134.1
1999,332323,136.3
2000,332323,145.5
2001,332323,144.7
2002,332323,152.1
2003,332323,149.1
2004,332323,149.2
2005,332323,157.6
2006,332323,158.1
2007,332323,159.1
2008,332323,166.1
2009,332323,159.8
2010,332323,161.1
2011,332323,161.4
2012,332323,164.5
2013,332323,166.6
2014,332323,171.6
2015,332323,172.7
2016,332323,179.4
2017,332323,183.0
2018,332323,206.9
2019,332323,206.4
2020,332323,205.8
2021,332323,246.065
2022,332323,247.248
2023,332323,239.512
2024,332323,243.015
2003,3324,100.0
2004,3324,111.5
2005,3324,117.8
2006,3324,121.5
2007,3324,127.4
2008,3324,140.6
2009,3324,140.6
2010,3324,139.2
2011,3324,142.1
2012,3324,143.2
2013,3324,143.9
2014,3324,145.7
2015,3324,143.8
2016,3324,139.2
2017,3324,144.5
2018,3324,156.3
2019,3324,157.8
2020,3324,160.4
2021,3324,198.876
2022,3324,226.859
2023,3324,224.879
2024,3324,237.05
2003,33241,100.0
2005,33241,128.3
2006,33241,135.2
2007,33241,137.8
2008,33241,150.7
2009,33241,139.9
2010,33241,146.5
2011,33241,155.3
2012,33241,156.6
2013,33241,158.7
2014,33241,163.0
2015,33241,167.2
2016,33241,168.5
2017,33241,170.1
2018,33241,181.3
2019,33241,189.3
2020,33241,191.1
2021,33241,218.894
2022,33241,248.824
2023,33241,256.73
2024,33241,280.185
1998,332410,149.8
1999,332410,150.8
2000,332410,151.5
2001,332410,152.5
2002,332410,150.7
2003,332410,154.3
2004,332410,198.3
2005,332410,201.5
2006,332410,208.7
2007,332410,211.1
2008,332410,273.8
2009,332410,141.6
2010,332410,146.6
2011,332410,275.2
2012,332410,287.0
2013,332410,297.2
2014,332410,300.5
2015,332410,278.0
2016,332410,280.1
2017,332410,280.9
2018,332410,179.5
2019,332410,185.7
2020,332410,187.5
2021,332410,217.146
2022,332410,473.272
2023,332410,516.206
2024,332410,281.849
2003,33242,100.0
2005,33242,122.8
2006,33242,128.6
2007,33242,134.4
2008,33242,146.8
2009,33242,140.2
2010,33242,139.2
2011,33242,140.9
2012,33242,145.8
2013,33242,145.6
2014,33242,149.7
2015,33242,146.1
2016,33242,134.3
2017,33242,139.5
2018,33242,156.4
2019,33242,157.6
2020,33242,163.2
2021,33242,217.052
2022,33242,237.217
2023,33242,245.139
2024,33242,272.104
1998,332420,149.8
1999,332420,150.8
2000,332420,151.5
2001,332420,152.5
2002,332420,150.7
2003,332420,154.3
2004,332420,168.9
2005,332420,171.5
2006,332420,173.0
2007,332420,178.0
2008,332420,185.8
2009,332420,185.6
2010,332420,140.0
2011,332420,193.2
2012,332420,202.6
2013,332420,205.5
2014,332420,211.5
2015,332420,210.0
2016,332420,131.0
2017,332420,133.5
2018,332420,150.0
2019,332420,151.6
2020,332420,157.9
2021,332420,315.745
2022,332420,342.281
2023,332420,240.236
2024,332420,269.104
1984,33243,100.0
1985,33243,100.3
1986,33243,101.2
1987,33243,99.0
1988,33243,101.5
1989,33243,105.0
1990,33243,105.9
1991,33243,107.8
1992,33243,106.4
1993,33243,103.5
1994,33243,102.4
1995,33243,109.8
1996,33243,103.1
1997,33243,103.2
1998,33243,101.2
1999,33243,100.7
2000,33243,100.5
2001,33243,100.8
2002,33243,105.2
2003,33243,105.5
2004,33243,114.3
2005,33243,119.0
2006,33243,121.1
2007,33243,128.2
2008,33243,142.3
2009,33243,147.6
2010,33243,143.7
2011,33243,145.5
2012,33243,144.5
2013,33243,145.3
2014,33243,145.0
2015,33243,142.1
2016,33243,139.1
2017,33243,146.0
2018,33243,155.9
2019,33243,155.2
2020,33243,156.6
2021,33243,192.957
2022,33243,226.025
2023,33243,215.215
2024,33243,215.737
1967,332431,33.2
1968,332431,34.3
1969,332431,35.1
1970,332431,37.9
1971,332431,40.7
1972,332431,43.1
1973,332431,44.6
1974,332431,61.0
1975,332431,63.4
1976,332431,67.4
1977,332431,74.5
1978,332431,81.5
1979,332431,90.2
1980,332431,97.5
1981,332431,100.1
1982,332431,103.4
1983,332431,106.5
1984,332431,110.4
1985,332431,110.9
1986,332431,111.7
1987,332431,108.5
1988,332431,111.0
1989,332431,115.1
1990,332431,116.6
1991,332431,118.8
1992,332431,117.2
1993,332431,113.7
1994,332431,110.7
1995,332431,119.1
1996,332431,111.1
1997,332431,110.9
1998,332431,137.5
1999,332431,140.6
2000,332431,143.0
2001,332431,106.3
2002,332431,158.6
2003,332431,166.0
2004,332431,159.0
2005,332431,169.4
2006,332431,165.4
2007,332431,166.8
2008,332431,186.2
2009,332431,180.6
2010,332431,184.4
2011,332431,188.2
2012,332431,182.9
2013,332431,184.4
2014,332431,192.6
2015,332431,179.3
2016,332431,178.0
2017,332431,185.2
2018,332431,197.6
2019,332431,197.5
2020,332431,193.8
2021,332431,223.209
2022,332431,215.115
2023,332431,212.021
2024,332431,212.349
1998,332439,134.9
1999,332439,134.1
2000,332439,134.5
2001,332439,133.2
2002,332439,147.1
2003,332439,100.0
2004,332439,100.0
2005,332439,102.1
2006,332439,130.6
2007,332439,130.6
2008,332439,159.7
2009,332439,111.0
2010,332439,108.5
2011,332439,120.0
2012,332439,120.1
2013,332439,144.4
2014,332439,123.2
2015,332439,123.4
2016,332439,123.8
2017,332439,127.4
2018,332439,141.1
2019,332439,137.0
2020,332439,147.7
2021,332439,208.693
2022,332439,224.083
2023,332439,202.589
2024,332439,197.233
2003,3325,100.0
2004,3325,104.5
2005,3325,108.2
2006,3325,112.9
2007,3325,115.9
2008,3325,127.5
2009,3325,126.2
2010,3325,126.4
2011,3325,132.1
2012,3325,132.6
2013,3325,133.5
2014,3325,139.9
2015,3325,142.2
2016,3325,143.8
2017,3325,145.8
2018,3325,151.6
2019,3325,155.0
2020,3325,156.3
2021,3325,193.51
2022,3325,203.322
2023,3325,201.411
2024,3325,202.003
2003,33251,100.0
2004,33251,104.5
2005,33251,108.2
2006,33251,112.9
2007,33251,115.9
2008,33251,127.5
2009,33251,126.2
2010,33251,126.4
2011,33251,132.1
2012,33251,132.6
2013,33251,133.5
2014,33251,139.9
2015,33251,142.2
2016,33251,143.8
2017,33251,145.8
2018,33251,151.6
2019,33251,155.0
2020,33251,156.3
2021,33251,193.51
2022,33251,203.322
2023,33251,201.411
2024,33251,202.003
1985,332510,100.4
1986,332510,97.5
1987,332510,98.1
1988,332510,103.6
1989,332510,109.2
1990,332510,112.0
1991,332510,113.7
1992,332510,115.7
1993,332510,117.7
1994,332510,119.5
1995,332510,122.8
1996,332510,124.0
1997,332510,125.6
1998,332510,127.8
1999,332510,129.5
2000,332510,130.9
2001,332510,130.6
2002,332510,132.2
2003,332510,131.4
2004,332510,139.5
2005,332510,152.2
2006,332510,156.4
2007,332510,168.7
2008,332510,177.0
2009,332510,179.3
2010,332510,182.7
2011,332510,186.6
2012,332510,187.7
2013,332510,188.1
2014,332510,239.0
2015,332510,240.8
2016,332510,257.4
2017,332510,250.6
2018,332510,274.8
2019,332510,285.7
2020,332510,283.1
2021,332510,319.953
2022,332510,334.666
2023,332510,328.512
2024,332510,366.296
2003,3326,100.0
2004,3326,113.8
2005,3326,115.7
2006,3326,119.2
2007,3326,121.6
2008,3326,144.0
2009,3326,142.8
2010,3326,146.4
2011,3326,152.6
2012,3326,154.5
2013,3326,155.5
2014,3326,157.1
2015,3326,156.6
2016,3326,155.1
2017,3326,158.7
2018,3326,170.0
2019,3326,172.0
2020,3326,174.9
2021,3326,210.435
2022,3326,276.661
2023,3326,268.329
2024,3326,284.314
2003,33261,100.0
2004,33261,113.8
2005,33261,115.7
2006,33261,119.2
2007,33261,121.6
2008,33261,144.0
2009,33261,142.8
2010,33261,146.4
2011,33261,152.6
2012,33261,154.5
2013,33261,155.5
2014,33261,157.1
2015,33261,156.6
2016,33261,155.1
2017,33261,158.7
2018,33261,170.0
2019,33261,172.0
2020,33261,174.9
2021,33261,210.435
2022,33261,276.661
2023,33261,268.329
2024,33261,284.314
1998,332613,117.6
1999,332613,117.7
2000,332613,117.1
2001,332613,118.4
2002,332613,118.4
2003,332613,121.5
2004,332613,147.6
2005,332613,146.2
2006,332613,135.6
2007,332613,137.5
2008,332613,176.5
2009,332613,160.3
2010,332613,161.4
2011,332613,100.0
2012,332613,98.9
2013,332613,99.1
2014,332613,99.6
2015,332613,98.7
2016,332613,95.6
2017,332613,96.6
2018,332613,101.4
2019,332613,101.7
2020,332613,101.4
2021,332613,107.643
2022,332613,111.468
2023,332613,118.876
2024,332613,112.484
1982,332618,100.0
1983,332618,99.8
1984,332618,102.5
1985,332618,103.4
1986,332618,104.5
1987,332618,104.9
1988,332618,112.2
1989,332618,118.0
1990,332618,120.3
1991,332618,123.2
1992,332618,123.6
1993,332618,126.1
1994,332618,127.7
1995,332618,129.6
1996,332618,130.8
1997,332618,131.5
1998,332618,154.4
1999,332618,152.6
2000,332618,158.0
2001,332618,158.1
2002,332618,160.0
2003,332618,161.5
2004,332618,170.7
2005,332618,173.8
2006,332618,179.9
2007,332618,184.6
2008,332618,195.2
2009,332618,195.1
2010,332618,497.4
2011,332618,480.5
2012,332618,497.1
2013,332618,490.3
2014,332618,498.6
2015,332618,505.7
2016,332618,498.7
2017,332618,505.9
2018,332618,516.8
2019,332618,530.8
2020,332618,535.3
2021,332618,614.014
2022,332618,676.937
2023,332618,700.12
2024,332618,709.389
2003,3327,100.0
2004,3327,104.6
2005,3327,109.3
2006,3327,116.7
2007,3327,121.5
2008,3327,125.6
2009,3327,126.1
2010,3327,127.1
2011,3327,130.7
2012,3327,132.5
2013,3327,132.5
2014,3327,132.6
2015,3327,132.8
2016,3327,133.5
2017,3327,133.8
2018,3327,138.6
2019,3327,140.6
2020,3327,142.1
2021,3327,151.736
2022,3327,166.76
2023,3327,171.793
2024,3327,178.197
2003,33271,100.0
2004,33271,104.3
2005,33271,108.0
2006,33271,111.6
2007,33271,116.2
2008,33271,120.2
2009,33271,122.8
2010,33271,122.8
2011,33271,126.2
2012,33271,128.1
2013,33271,128.0
2014,33271,128.1
2015,33271,128.0
2016,33271,128.8
2017,33271,128.9
2018,33271,132.9
2019,33271,134.3
2020,33271,134.2
2021,33271,139.35
2022,33271,148.728
2023,33271,150.477
2024,33271,154.007
1984,332710,101.4
1985,332710,102.6
1986,332710,103.1
1987,332710,104.5
1988,332710,107.5
1989,332710,112.7
1990,332710,114.4
1991,332710,114.2
1992,332710,114.5
1993,332710,116.8
1994,332710,120.0
1995,332710,122.0
1996,332710,124.3
1997,332710,126.1
1998,332710,124.4
1999,332710,124.1
2000,332710,126.4
2001,332710,126.4
2002,332710,126.9
2003,332710,128.2
2004,332710,133.9
2005,332710,138.0
2006,332710,143.6
2007,332710,150.3
2008,332710,156.2
2009,332710,160.2
2010,332710,160.1
2011,332710,165.0
2012,332710,167.7
2013,332710,167.6
2014,332710,167.7
2015,332710,167.6
2016,332710,168.9
2017,332710,169.1
2018,332710,174.5
2019,332710,176.2
2020,332710,176.1
2021,332710,183.465
2022,332710,196.037
2023,332710,198.556
2024,332710,201.748
1984,33272,100.0
1985,33272,99.8
1986,33272,100.1
1987,33272,102.1
1988,33272,106.7
1989,33272,112.3
1990,33272,114.0
1991,33272,115.0
1992,33272,115.6
1993,33272,116.8
1994,33272,118.7
1995,33272,120.8
1996,33272,121.9
1997,33272,123.1
1998,33272,122.4
1999,33272,122.3
2000,33272,123.5
2001,33272,123.2
2002,33272,123.1
2003,33272,123.9
2004,33272,130.4
2005,33272,138.3
2006,33272,156.2
2007,33272,162.5
2008,33272,167.8
2009,33272,164.0
2010,33272,167.6
2011,33272,172.2
2012,33272,174.6
2013,33272,174.5
2014,33272,174.6
2015,33272,175.6
2016,33272,176.4
2017,33272,177.1
2018,33272,184.6
2019,33272,188.2
2020,33272,193.3
2021,33272,213.746
2022,33272,243.285
2023,33272,255.337
2024,33272,268.563
1983,332721,100.0
1984,332721,105.7
1985,332721,105.9
1986,332721,106.4
1987,332721,109.3
1988,332721,114.7
1989,332721,120.0
1990,332721,121.8
1991,332721,122.9
1992,332721,123.7
1993,332721,124.8
1994,332721,127.0
1995,332721,130.1
1996,332721,130.0
1997,332721,130.7
1998,332721,131.4
1999,332721,130.8
2000,332721,132.7
2001,332721,131.9
2002,332721,131.2
2003,332721,131.5
2004,332721,135.4
2005,332721,139.0
2006,332721,153.1
2007,332721,160.2
2008,332721,163.0
2009,332721,162.2
2010,332721,164.5
2011,332721,167.9
2012,332721,171.3
2013,332721,172.5
2014,332721,173.0
2015,332721,100.0
2016,332721,100.0
2017,332721,172.4
2018,332721,112.7
2019,332721,180.7
2020,332721,183.4
2021,332721,197.297
2022,332721,224.627
2023,332721,231.415
2024,332721,243.575
1982,332722,99.6
1983,332722,99.8
1984,332722,102.5
1985,332722,102.0
1986,332722,102.2
1987,332722,103.8
1988,332722,108.2
1989,332722,114.6
1990,332722,116.3
1991,332722,117.3
1992,332722,117.9
1993,332722,119.3
1994,332722,121.2
1995,332722,122.7
1996,332722,124.8
1997,332722,126.5
1998,332722,120.5
1999,332722,119.2
2000,332722,119.8
2001,332722,112.1
2002,332722,111.4
2003,332722,107.2
2004,332722,107.9
2005,332722,112.2
2006,332722,113.9
2007,332722,114.3
2008,332722,113.8
2009,332722,115.1
2010,332722,115.5
2011,332722,116.8
2012,332722,116.7
2013,332722,179.3
2014,332722,182.3
2015,332722,116.3
2016,332722,116.4
2017,332722,118.8
2018,332722,123.3
2019,332722,204.4
2020,332722,213.5
2021,332722,246.3
2022,332722,281.311
2023,332722,306.032
2024,332722,325.779
2003,3328,100.0
2004,3328,103.0
2005,3328,105.0
2006,3328,114.4
2007,3328,115.4
2008,3328,121.0
2009,3328,120.9
2010,3328,123.0
2011,3328,126.2
2012,3328,126.5
2013,3328,127.0
2014,3328,129.8
2015,3328,129.8
2016,3328,131.7
2017,3328,133.8
2018,3328,136.8
2019,3328,136.1
2020,3328,138.3
2021,3328,152.87
2022,3328,164.376
2023,3328,177.433
2024,3328,184.967
1984,33281,100.0
1985,33281,104.1
1986,33281,105.6
1987,33281,108.0
1988,33281,113.8
1989,33281,116.6
1990,33281,118.7
1991,33281,119.3
1992,33281,120.6
1993,33281,122.3
1994,33281,124.4
1995,33281,126.7
1996,33281,127.4
1997,33281,128.6
1998,33281,131.9
1999,33281,132.4
2000,33281,133.7
2001,33281,136.2
2002,33281,137.0
2003,33281,137.6
2004,33281,141.7
2005,33281,144.5
2006,33281,157.5
2007,33281,158.7
2008,33281,166.5
2009,33281,166.4
2010,33281,169.3
2011,33281,173.6
2012,33281,174.0
2013,33281,174.7
2014,33281,178.6
2015,33281,178.5
2016,33281,181.2
2017,33281,184.1
2018,33281,188.2
2019,33281,187.3
2020,33281,190.3
2021,33281,210.329
2022,33281,226.16
2023,33281,244.124
2024,33281,254.489
1985,332811,99.9
1986,332811,99.5
1987,332811,101.5
1988,332811,103.6
1989,332811,106.1
1990,332811,107.2
1991,332811,107.9
1992,332811,108.5
1993,332811,109.4
1994,332811,110.7
1995,332811,111.3
1996,332811,111.8
1997,332811,112.5
1998,332811,113.7
1999,332811,114.3
2000,332811,115.7
2001,332811,117.7
2002,332811,118.1
2003,332811,119.0
2004,332811,121.3
2005,332811,125.7
2006,332811,128.1
2007,332811,129.5
2008,332811,150.4
2009,332811,152.1
2010,332811,156.0
2011,332811,157.2
2012,332811,153.9
2013,332811,150.7
2014,332811,153.1
2015,332811,155.3
2016,332811,155.6
2017,332811,157.1
2018,332811,158.5
2019,332811,162.4
2020,332811,162.3
2021,332811,172.401
2022,332811,195.989
2023,332811,224.861
2024,332811,247.992
1984,332812,100.0
1985,332812,105.5
1986,332812,107.3
1987,332812,108.1
1988,332812,112.6
1989,332812,114.3
1990,332812,114.9
1991,332812,113.6
1992,332812,113.8
1993,332812,114.7
1994,332812,115.6
1995,332812,117.5
1996,332812,118.2
1997,332812,119.5
1998,332812,119.3
1999,332812,119.3
2000,332812,119.7
2001,332812,123.2
2002,332812,123.3
2003,332812,123.7
2004,332812,129.2
2005,332812,130.8
2006,332812,149.0
2007,332812,151.0
2008,332812,155.9
2009,332812,152.3
2010,332812,155.4
2011,332812,162.3
2012,332812,163.6
2013,332812,164.0
2014,332812,167.5
2015,332812,164.7
2016,332812,167.4
2017,332812,168.4
2018,332812,173.5
2019,332812,169.6
2020,332812,174.3
2021,332812,203.178
2022,332812,206.849
2023,332812,211.812
2024,332812,213.552
1984,332813,100.0
1985,332813,102.9
1986,332813,104.2
1987,332813,107.8
1988,332813,114.6
1989,332813,118.6
1990,332813,122.0
1991,332813,124.3
1992,332813,126.6
1993,332813,129.1
1994,332813,132.4
1995,332813,135.2
1996,332813,135.9
1997,332813,137.0
1998,332813,129.4
1999,332813,132.2
2000,332813,139.1
2001,332813,139.6
2002,332813,139.0
2003,332813,141.7
2004,332813,146.2
2005,332813,149.5
2006,332813,161.9
2007,332813,166.5
2008,332813,168.4
2009,332813,168.0
2010,332813,163.2
2011,332813,168.0
2012,332813,166.6
2013,332813,197.3
2014,332813,202.7
2015,332813,165.5
2016,332813,181.0
2017,332813,176.6
2018,332813,183.5
2019,332813,185.1
2020,332813,184.8
2021,332813,228.536
2022,332813,248.641
2023,332813,266.984
2024,332813,272.031
2003,3329,100.0
2004,3329,106.1
2005,3329,111.7
2006,3329,118.1
2007,3329,123.3
2008,3329,131.9
2009,3329,133.6
2010,3329,137.1
2011,3329,144.2
2012,3329,146.5
2013,3329,149.0
2014,3329,150.8
2015,3329,151.2
2016,3329,151.9
2017,3329,154.8
2018,3329,161.7
2019,3329,163.9
2020,3329,167.8
2021,3329,187.522
2022,3329,202.433
2023,3329,213.886
2024,3329,219.452
2003,33291,100.0
2004,33291,105.0
2005,33291,112.1
2006,33291,121.9
2007,33291,128.9
2008,33291,135.3
2009,33291,137.0
2010,33291,139.0
2011,33291,146.6
2012,33291,150.9
2013,33291,153.4
2014,33291,156.1
2015,33291,158.4
2016,33291,160.6
2017,33291,164.2
2018,33291,172.0
2019,33291,175.7
2020,33291,180.6
2021,33291,195.936
2022,33291,219.013
2023,33291,236.189
2024,33291,246.618
1991,332911,100.9
1992,332911,103.8
1993,332911,106.4
1994,332911,109.4
1995,332911,113.3
1996,332911,115.6
1997,332911,117.9
1998,332911,123.6
1999,332911,124.8
2000,332911,127.5
2001,332911,129.5
2002,332911,132.0
2003,332911,134.3
2004,332911,140.6
2005,332911,143.6
2006,332911,164.0
2007,332911,173.5
2008,332911,179.7
2009,332911,175.1
2010,332911,177.4
2011,332911,192.4
2012,332911,196.6
2013,332911,201.7
2014,332911,206.0
2015,332911,210.9
2016,332911,214.7
2017,332911,216.6
2018,332911,223.9
2019,332911,226.2
2020,332911,229.8
2021,332911,247.25
2022,332911,282.162
2023,332911,298.785
2024,332911,293.304
1991,332912,100.7
1992,332912,104.1
1993,332912,106.9
1994,332912,110.7
1995,332912,115.1
1996,332912,119.2
1997,332912,122.0
1998,332912,113.9
1999,332912,114.1
2000,332912,114.5
2001,332912,114.7
2002,332912,115.6
2003,332912,119.2
2004,332912,131.4
2005,332912,137.3
2006,332912,155.5
2007,332912,150.5
2008,332912,165.1
2009,332912,165.1
2010,332912,167.5
2011,332912,170.1
2012,332912,173.3
2013,332912,173.7
2014,332912,174.5
2015,332912,176.1
2016,332912,176.5
2017,332912,179.9
2018,332912,182.9
2019,332912,221.0
2020,332912,101.8
2021,332912,107.617
2022,332912,224.036
2023,332912,227.676
2024,332912,227.641
1947,332913,18.8
1948,332913,18.7
1949,332913,17.5
1950,332913,21.2
1951,332913,20.9
1952,332913,20.9
1953,332913,21.4
1954,332913,21.6
1955,332913,25.5
1956,332913,26.3
1957,332913,24.9
1958,332913,25.1
1959,332913,26.6
1960,332913,26.1
1961,332913,27.3
1962,332913,27.2
1963,332913,28.5
1964,332913,30.0
1965,332913,31.0
1966,332913,33.9
1967,332913,33.7
1968,332913,35.6
1969,332913,38.2
1970,332913,39.9
1971,332913,40.7
1972,332913,41.5
1973,332913,45.6
1974,332913,55.2
1975,332913,54.7
1976,332913,60.7
1977,332913,64.6
1978,332913,68.1
1979,332913,76.5
1980,332913,87.3
1981,332913,94.2
1982,332913,94.9
1983,332913,100.6
1984,332913,105.5
1985,332913,106.0
1986,332913,109.6
1987,332913,117.6
1988,332913,130.4
1989,332913,140.2
1990,332913,146.3
1991,332913,149.7
1992,332913,154.2
1993,332913,159.2
1994,332913,163.9
1995,332913,170.1
1996,332913,175.7
1997,332913,180.4
1998,332913,187.5
1999,332913,193.5
2000,332913,195.6
2001,332913,193.3
2002,332913,194.5
2003,332913,196.5
2004,332913,202.5
2005,332913,208.2
2006,332913,222.5
2007,332913,234.3
2008,332913,243.3
2009,332913,242.4
2010,332913,245.2
2011,332913,253.5
2012,332913,258.3
2013,332913,263.0
2014,332913,267.5
2015,332913,271.7
2016,332913,272.0
2017,332913,281.3
2018,332913,294.9
2019,332913,306.9
2020,332913,312.5
2021,332913,326.355
2022,332913,357.032
2023,332913,363.026
2024,332913,369.477
1972,332919,38.4
1973,332919,41.6
1974,332919,57.0
1975,332919,61.1
1976,332919,63.5
1977,332919,67.3
1978,332919,73.7
1979,332919,81.7
1980,332919,90.9
1981,332919,97.5
1982,332919,100.0
1983,332919,100.8
1984,332919,104.8
1985,332919,107.2
1986,332919,107.9
1987,332919,110.7
1988,332919,119.0
1989,332919,126.0
1990,332919,132.4
1991,332919,135.2
1992,332919,124.8
1993,332919,129.8
1994,332919,140.3
1995,332919,144.3
1996,332919,143.9
1997,332919,152.6
1998,332919,165.8
1999,332919,165.8
2000,332919,167.8
2001,332919,168.6
2002,332919,150.9
2003,332919,149.5
2004,332919,175.3
2005,332919,202.2
2006,332919,206.3
2007,332919,215.7
2008,332919,222.3
2009,332919,222.2
2010,332919,185.9
2011,332919,188.3
2012,332919,188.3
2013,332919,190.0
2014,332919,193.1
2015,332919,198.9
2016,332919,204.7
2017,332919,206.0
2018,332919,207.4
2019,332919,280.0
2020,332919,307.2
2021,332919,225.87
2022,332919,244.163
2023,332919,244.64
2024,332919,247.641
2003,33299,100.0
2004,33299,107.0
2005,33299,111.2
2006,33299,114.9
2007,33299,118.6
2008,33299,129.0
2009,33299,130.6
2010,33299,135.3
2011,33299,142.0
2012,33299,143.0
2013,33299,145.5
2014,33299,146.7
2015,33299,145.9
2016,33299,145.6
2017,33299,148.1
2018,33299,154.3
2019,33299,155.3
2020,33299,158.5
