year,quarter,PPI,naics_code,date
1981,4,100.0,1133,1981Q4
1982,1,101.4,1133,1982Q1
1982,2,101.0,1133,1982Q2
1982,3,96.1,1133,1982Q3
1982,4,96.6,1133,1982Q4
1983,1,96.6,1133,1983Q1
1983,2,97.5,1133,1983Q2
1983,3,96.5,1133,1983Q3
1983,4,95.9,1133,1983Q4
1984,1,96.4,1133,1984Q1
1984,2,97.6,1133,1984Q2
1984,3,95.2,1133,1984Q3
1984,4,93.4,1133,1984Q4
1985,1,94.8,1133,1985Q1
1985,2,96.2,1133,1985Q2
1985,3,93.1,1133,1985Q3
1985,4,94.1,1133,1985Q4
1986,1,93.2,1133,1986Q1
1986,2,93.2,1133,1986Q2
1986,3,93.1,1133,1986Q3
1986,4,93.2,1133,1986Q4
1987,1,95.8,1133,1987Q1
1987,2,97.4,1133,1987Q2
1987,3,104.9,1133,1987Q3
1987,4,111.0,1133,1987Q4
1988,1,114.0,1133,1988Q1
1988,2,112.6,1133,1988Q2
1988,3,112.0,1133,1988Q3
1988,4,112.7,1133,1988Q4
1989,1,122.0,1133,1989Q1
1989,2,127.5,1133,1989Q2
1989,3,132.2,1133,1989Q3
1989,4,133.7,1133,1989Q4
1990,1,136.3,1133,1990Q1
1990,2,136.5,1133,1990Q2
1990,3,135.9,1133,1990Q3
1990,4,132.5,1133,1990Q4
1991,1,132.5,1133,1991Q1
1991,2,135.4,1133,1991Q2
1991,3,135.6,1133,1991Q3
1991,4,136.4,1133,1991Q4
1992,1,147.3,1133,1992Q1
1992,2,151.5,1133,1992Q2
1992,3,153.7,1133,1992Q3
1992,4,159.6,1133,1992Q4
1993,1,177.2,1133,1993Q1
1993,2,196.1,1133,1993Q2
1993,3,187.0,1133,1993Q3
1993,4,186.5,1133,1993Q4
1994,1,201.0,1133,1994Q1
1994,2,192.0,1133,1994Q2
1994,3,187.9,1133,1994Q3
1994,4,189.6,1133,1994Q4
1995,1,198.0,1133,1995Q1
1995,2,199.9,1133,1995Q2
1995,3,191.6,1133,1995Q3
1995,4,189.3,1133,1995Q4
1996,1,187.7,1133,1996Q1
1996,2,182.0,1133,1996Q2
1996,3,184.6,1133,1996Q3
1996,4,187.4,1133,1996Q4
1997,1,191.8,1133,1997Q1
1997,2,191.2,1133,1997Q2
1997,3,191.9,1133,1997Q3
1997,4,191.0,1133,1997Q4
1998,1,194.1,1133,1998Q1
1998,2,188.9,1133,1998Q2
1998,3,184.3,1133,1998Q3
1998,4,180.8,1133,1998Q4
1999,1,182.2,1133,1999Q1
1999,2,181.7,1133,1999Q2
1999,3,182.7,1133,1999Q3
1999,4,184.6,1133,1999Q4
2000,1,186.0,1133,2000Q1
2000,2,179.7,1133,2000Q2
2000,3,170.0,1133,2000Q3
2000,4,169.2,1133,2000Q4
2001,1,168.0,1133,2001Q1
2001,2,169.5,1133,2001Q2
2001,3,167.6,1133,2001Q3
2001,4,165.5,1133,2001Q4
2002,1,165.6,1133,2002Q1
2002,2,165.0,1133,2002Q2
2002,3,165.1,1133,2002Q3
2002,4,165.0,1133,2002Q4
2003,1,166.4,1133,2003Q1
2003,2,169.2,1133,2003Q2
2003,3,170.4,1133,2003Q3
2003,4,173.2,1133,2003Q4
2004,1,174.1,1133,2004Q1
2004,2,174.5,1133,2004Q2
2004,3,175.4,1133,2004Q3
2004,4,176.9,1133,2004Q4
2005,1,180.9,1133,2005Q1
2005,2,178.8,1133,2005Q2
2005,3,177.7,1133,2005Q3
2005,4,178.1,1133,2005Q4
2006,1,177.4,1133,2006Q1
2006,2,177.3,1133,2006Q2
2006,3,176.3,1133,2006Q3
2006,4,173.8,1133,2006Q4
2007,1,178.6,1133,2007Q1
2007,2,176.8,1133,2007Q2
2007,3,173.6,1133,2007Q3
2007,4,171.0,1133,2007Q4
2008,1,172.8,1133,2008Q1
2008,2,173.2,1133,2008Q2
2008,3,171.4,1133,2008Q3
2008,4,168.5,1133,2008Q4
2009,1,159.2,1133,2009Q1
2009,2,156.4,1133,2009Q2
2009,3,160.1,1133,2009Q3
2009,4,165.7,1133,2009Q4
2010,1,178.9,1133,2010Q1
2010,2,179.4,1133,2010Q2
2010,3,177.1,1133,2010Q3
2010,4,173.8,1133,2010Q4
2011,1,186.1,1133,2011Q1
2011,2,181.8,1133,2011Q2
2011,3,186.2,1133,2011Q3
2011,4,188.4,1133,2011Q4
2012,1,189.9,1133,2012Q1
2012,2,190.1,1133,2012Q2
2012,3,191.2,1133,2012Q3
2012,4,196.4,1133,2012Q4
2013,1,198.6,1133,2013Q1
2013,2,198.4,1133,2013Q2
2013,3,199.7,1133,2013Q3
2013,4,201.8,1133,2013Q4
2014,1,202.6,1133,2014Q1
2014,2,201.8,1133,2014Q2
2014,3,203.3,1133,2014Q3
2014,4,201.6,1133,2014Q4
2015,1,203.8,1133,2015Q1
2015,2,201.3,1133,2015Q2
2015,3,196.9,1133,2015Q3
2015,4,196.9,1133,2015Q4
2016,1,197.6,1133,2016Q1
2016,2,196.3,1133,2016Q2
2016,3,197.9,1133,2016Q3
2016,4,201.0,1133,2016Q4
2017,1,199.5,1133,2017Q1
2017,2,197.0,1133,2017Q2
2017,3,196.5,1133,2017Q3
2017,4,203.8,1133,2017Q4
2018,1,205.1,1133,2018Q1
2018,2,205.5,1133,2018Q2
2018,3,207.2,1133,2018Q3
2018,4,202.0,1133,2018Q4
2019,1,197.0,1133,2019Q1
2019,2,197.2,1133,2019Q2
2019,3,194.5,1133,2019Q3
2019,4,191.5,1133,2019Q4
2020,1,194.8,1133,2020Q1
2020,2,190.3,1133,2020Q2
2020,3,194.0,1133,2020Q3
2020,4,201.2,1133,2020Q4
2021,1,211.9,1133,2021Q1
2021,2,214.5,1133,2021Q2
2021,3,215.876,1133,2021Q3
2021,4,215.013,1133,2021Q4
2022,1,218.098,1133,2022Q1
2022,2,221.763,1133,2022Q2
2022,3,221.294,1133,2022Q3
2022,4,221.197,1133,2022Q4
2023,1,214.328,1133,2023Q1
2023,2,212.783,1133,2023Q2
2023,3,212.647,1133,2023Q3
2023,4,210.234,1133,2023Q4
2024,1,208.413,1133,2024Q1
2024,2,203.764,1133,2024Q2
2024,3,205.335,1133,2024Q3
2024,4,205.168,1133,2024Q4
2025,1,207.19,1133,2025Q1
2025,2,207.816,1133,2025Q2
1981,4,100.0,11331,1981Q4
1982,1,101.4,11331,1982Q1
1982,2,101.0,11331,1982Q2
1982,3,96.1,11331,1982Q3
1982,4,96.6,11331,1982Q4
1983,1,96.6,11331,1983Q1
1983,2,97.5,11331,1983Q2
1983,3,96.5,11331,1983Q3
1983,4,95.9,11331,1983Q4
1984,1,96.4,11331,1984Q1
1984,2,97.6,11331,1984Q2
1984,3,95.2,11331,1984Q3
1984,4,93.4,11331,1984Q4
1985,1,94.8,11331,1985Q1
1985,2,96.2,11331,1985Q2
1985,3,93.1,11331,1985Q3
1985,4,94.1,11331,1985Q4
1986,1,93.2,11331,1986Q1
1986,2,93.2,11331,1986Q2
1986,3,93.1,11331,1986Q3
1986,4,93.2,11331,1986Q4
1987,1,95.8,11331,1987Q1
1987,2,97.4,11331,1987Q2
1987,3,104.9,11331,1987Q3
1987,4,111.0,11331,1987Q4
1988,1,114.0,11331,1988Q1
1988,2,112.6,11331,1988Q2
1988,3,112.0,11331,1988Q3
1988,4,112.7,11331,1988Q4
1989,1,122.0,11331,1989Q1
1989,2,127.5,11331,1989Q2
1989,3,132.2,11331,1989Q3
1989,4,133.7,11331,1989Q4
1990,1,136.3,11331,1990Q1
1990,2,136.5,11331,1990Q2
1990,3,135.9,11331,1990Q3
1990,4,132.5,11331,1990Q4
1991,1,132.5,11331,1991Q1
1991,2,135.4,11331,1991Q2
1991,3,135.6,11331,1991Q3
1991,4,136.4,11331,1991Q4
1992,1,147.3,11331,1992Q1
1992,2,151.5,11331,1992Q2
1992,3,153.7,11331,1992Q3
1992,4,159.6,11331,1992Q4
1993,1,177.2,11331,1993Q1
1993,2,196.1,11331,1993Q2
1993,3,187.0,11331,1993Q3
1993,4,186.5,11331,1993Q4
1994,1,201.0,11331,1994Q1
1994,2,192.0,11331,1994Q2
1994,3,187.9,11331,1994Q3
1994,4,189.6,11331,1994Q4
1995,1,198.0,11331,1995Q1
1995,2,199.9,11331,1995Q2
1995,3,191.6,11331,1995Q3
1995,4,189.3,11331,1995Q4
1996,1,187.7,11331,1996Q1
1996,2,182.0,11331,1996Q2
1996,3,184.6,11331,1996Q3
1996,4,187.4,11331,1996Q4
1997,1,191.8,11331,1997Q1
1997,2,191.2,11331,1997Q2
1997,3,191.9,11331,1997Q3
1997,4,191.0,11331,1997Q4
1998,1,194.1,11331,1998Q1
1998,2,188.9,11331,1998Q2
1998,3,184.3,11331,1998Q3
1998,4,180.8,11331,1998Q4
1999,1,182.2,11331,1999Q1
1999,2,181.7,11331,1999Q2
1999,3,182.7,11331,1999Q3
1999,4,184.6,11331,1999Q4
2000,1,186.0,11331,2000Q1
2000,2,179.7,11331,2000Q2
2000,3,170.0,11331,2000Q3
2000,4,169.2,11331,2000Q4
2001,1,168.0,11331,2001Q1
2001,2,169.5,11331,2001Q2
2001,3,167.6,11331,2001Q3
2001,4,165.5,11331,2001Q4
2002,1,165.6,11331,2002Q1
2002,2,165.0,11331,2002Q2
2002,3,165.1,11331,2002Q3
2002,4,165.0,11331,2002Q4
2003,1,166.4,11331,2003Q1
2003,2,169.2,11331,2003Q2
2003,3,170.4,11331,2003Q3
2003,4,173.2,11331,2003Q4
2004,1,174.1,11331,2004Q1
2004,2,174.5,11331,2004Q2
2004,3,175.4,11331,2004Q3
2004,4,176.9,11331,2004Q4
2005,1,180.9,11331,2005Q1
2005,2,178.8,11331,2005Q2
2005,3,177.7,11331,2005Q3
2005,4,178.1,11331,2005Q4
2006,1,177.4,11331,2006Q1
2006,2,177.3,11331,2006Q2
2006,3,176.3,11331,2006Q3
2006,4,173.8,11331,2006Q4
2007,1,178.6,11331,2007Q1
2007,2,176.8,11331,2007Q2
2007,3,173.6,11331,2007Q3
2007,4,171.0,11331,2007Q4
2008,1,172.8,11331,2008Q1
2008,2,173.2,11331,2008Q2
2008,3,171.4,11331,2008Q3
2008,4,168.5,11331,2008Q4
2009,1,159.2,11331,2009Q1
2009,2,156.4,11331,2009Q2
2009,3,160.1,11331,2009Q3
2009,4,165.7,11331,2009Q4
2010,1,178.9,11331,2010Q1
2010,2,179.4,11331,2010Q2
2010,3,177.1,11331,2010Q3
2010,4,173.8,11331,2010Q4
2011,1,186.1,11331,2011Q1
2011,2,181.8,11331,2011Q2
2011,3,186.2,11331,2011Q3
2011,4,188.4,11331,2011Q4
2012,1,189.9,11331,2012Q1
2012,2,190.1,11331,2012Q2
2012,3,191.2,11331,2012Q3
2012,4,196.4,11331,2012Q4
2013,1,198.6,11331,2013Q1
2013,2,198.4,11331,2013Q2
2013,3,199.7,11331,2013Q3
2013,4,201.8,11331,2013Q4
2014,1,202.6,11331,2014Q1
2014,2,201.8,11331,2014Q2
2014,3,203.3,11331,2014Q3
2014,4,201.6,11331,2014Q4
2015,1,203.8,11331,2015Q1
2015,2,201.3,11331,2015Q2
2015,3,196.9,11331,2015Q3
2015,4,196.9,11331,2015Q4
2016,1,197.6,11331,2016Q1
2016,2,196.3,11331,2016Q2
2016,3,197.9,11331,2016Q3
2016,4,201.0,11331,2016Q4
2017,1,199.5,11331,2017Q1
2017,2,197.0,11331,2017Q2
2017,3,196.5,11331,2017Q3
2017,4,203.8,11331,2017Q4
2018,1,205.1,11331,2018Q1
2018,2,205.5,11331,2018Q2
2018,3,207.2,11331,2018Q3
2018,4,202.0,11331,2018Q4
2019,1,197.0,11331,2019Q1
2019,2,197.2,11331,2019Q2
2019,3,194.5,11331,2019Q3
2019,4,191.5,11331,2019Q4
2020,1,194.8,11331,2020Q1
2020,2,190.3,11331,2020Q2
2020,3,194.0,11331,2020Q3
2020,4,201.2,11331,2020Q4
2021,1,211.9,11331,2021Q1
2021,2,214.5,11331,2021Q2
2021,3,215.876,11331,2021Q3
2021,4,215.013,11331,2021Q4
2022,1,218.098,11331,2022Q1
2022,2,221.763,11331,2022Q2
2022,3,221.294,11331,2022Q3
2022,4,221.197,11331,2022Q4
2023,1,214.327,11331,2023Q1
2023,2,212.783,11331,2023Q2
2023,3,212.647,11331,2023Q3
2023,4,210.234,11331,2023Q4
2024,1,208.413,11331,2024Q1
2024,2,203.764,11331,2024Q2
2024,3,205.334,11331,2024Q3
2024,4,205.168,11331,2024Q4
2025,1,207.189,11331,2025Q1
2025,2,207.816,11331,2025Q2
1981,4,100.0,113310,1981Q4
1982,1,101.4,113310,1982Q1
1982,2,101.0,113310,1982Q2
1982,3,96.1,113310,1982Q3
1982,4,96.6,113310,1982Q4
1983,1,96.6,113310,1983Q1
1983,2,97.5,113310,1983Q2
1983,3,96.5,113310,1983Q3
1983,4,95.9,113310,1983Q4
1984,1,96.4,113310,1984Q1
1984,2,97.6,113310,1984Q2
1984,3,95.2,113310,1984Q3
1984,4,93.4,113310,1984Q4
1985,1,94.8,113310,1985Q1
1985,2,96.2,113310,1985Q2
1985,3,93.1,113310,1985Q3
1985,4,94.1,113310,1985Q4
1986,1,93.2,113310,1986Q1
1986,2,93.2,113310,1986Q2
1986,3,93.1,113310,1986Q3
1986,4,93.2,113310,1986Q4
1987,1,95.8,113310,1987Q1
1987,2,97.4,113310,1987Q2
1987,3,104.9,113310,1987Q3
1987,4,111.0,113310,1987Q4
1988,1,114.0,113310,1988Q1
1988,2,112.6,113310,1988Q2
1988,3,112.0,113310,1988Q3
1988,4,112.7,113310,1988Q4
1989,1,122.0,113310,1989Q1
1989,2,127.5,113310,1989Q2
1989,3,132.2,113310,1989Q3
1989,4,133.7,113310,1989Q4
1990,1,136.3,113310,1990Q1
1990,2,136.5,113310,1990Q2
1990,3,135.9,113310,1990Q3
1990,4,132.5,113310,1990Q4
1991,1,132.5,113310,1991Q1
1991,2,135.4,113310,1991Q2
1991,3,135.6,113310,1991Q3
1991,4,136.4,113310,1991Q4
1992,1,147.3,113310,1992Q1
1992,2,151.5,113310,1992Q2
1992,3,153.7,113310,1992Q3
1992,4,159.6,113310,1992Q4
1993,1,177.2,113310,1993Q1
1993,2,196.1,113310,1993Q2
1993,3,187.0,113310,1993Q3
1993,4,186.5,113310,1993Q4
1994,1,201.0,113310,1994Q1
1994,2,192.0,113310,1994Q2
1994,3,187.9,113310,1994Q3
1994,4,189.6,113310,1994Q4
1995,1,197.9,113310,1995Q1
1995,2,199.9,113310,1995Q2
1995,3,191.7,113310,1995Q3
1995,4,189.4,113310,1995Q4
1996,1,187.8,113310,1996Q1
1996,2,182.1,113310,1996Q2
1996,3,184.7,113310,1996Q3
1996,4,187.5,113310,1996Q4
1997,1,191.8,113310,1997Q1
1997,2,191.2,113310,1997Q2
1997,3,191.9,113310,1997Q3
1997,4,191.1,113310,1997Q4
1998,1,199.1,113310,1998Q1
1998,2,193.0,113310,1998Q2
1998,3,188.3,113310,1998Q3
1998,4,184.7,113310,1998Q4
1999,1,186.0,113310,1999Q1
1999,2,185.2,113310,1999Q2
1999,3,186.4,113310,1999Q3
1999,4,188.5,113310,1999Q4
2000,1,190.1,113310,2000Q1
2000,2,183.6,113310,2000Q2
2000,3,175.9,113310,2000Q3
2000,4,174.7,113310,2000Q4
2001,1,173.5,113310,2001Q1
2001,2,175.1,113310,2001Q2
2001,3,173.3,113310,2001Q3
2001,4,171.3,113310,2001Q4
2002,1,171.5,113310,2002Q1
2002,2,170.8,113310,2002Q2
2002,3,170.9,113310,2002Q3
2002,4,170.8,113310,2002Q4
2003,1,172.4,113310,2003Q1
2003,2,175.7,113310,2003Q2
2003,3,177.0,113310,2003Q3
2003,4,180.1,113310,2003Q4
2004,1,181.1,113310,2004Q1
2004,2,181.5,113310,2004Q2
2004,3,182.5,113310,2004Q3
2004,4,184.0,113310,2004Q4
2005,1,188.2,113310,2005Q1
2005,2,185.9,113310,2005Q2
2005,3,184.8,113310,2005Q3
2005,4,185.2,113310,2005Q4
2006,1,184.6,113310,2006Q1
2006,2,184.4,113310,2006Q2
2006,3,183.3,113310,2006Q3
2006,4,180.8,113310,2006Q4
2007,1,185.8,113310,2007Q1
2007,2,183.9,113310,2007Q2
2007,3,180.6,113310,2007Q3
2007,4,177.8,113310,2007Q4
2008,1,179.7,113310,2008Q1
2008,2,180.1,113310,2008Q2
2008,3,178.3,113310,2008Q3
2008,4,175.3,113310,2008Q4
2009,1,165.6,113310,2009Q1
2009,2,162.7,113310,2009Q2
2009,3,166.6,113310,2009Q3
2009,4,172.3,113310,2009Q4
2010,1,186.0,113310,2010Q1
2010,2,186.5,113310,2010Q2
2010,3,184.2,113310,2010Q3
2010,4,180.8,113310,2010Q4
2011,1,193.5,113310,2011Q1
2011,2,189.1,113310,2011Q2
2011,3,193.7,113310,2011Q3
2011,4,196.0,113310,2011Q4
2012,1,197.5,113310,2012Q1
2012,2,197.7,113310,2012Q2
2012,3,198.9,113310,2012Q3
2012,4,204.2,113310,2012Q4
2013,1,206.6,113310,2013Q1
2013,2,206.4,113310,2013Q2
2013,3,207.6,113310,2013Q3
2013,4,209.9,113310,2013Q4
2014,1,210.8,113310,2014Q1
2014,2,209.9,113310,2014Q2
2014,3,211.4,113310,2014Q3
2014,4,209.7,113310,2014Q4
2015,1,212.0,113310,2015Q1
2015,2,209.3,113310,2015Q2
2015,3,204.8,113310,2015Q3
2015,4,204.8,113310,2015Q4
2016,1,205.5,113310,2016Q1
2016,2,204.1,113310,2016Q2
2016,3,205.8,113310,2016Q3
2016,4,209.1,113310,2016Q4
2017,1,207.5,113310,2017Q1
2017,2,204.9,113310,2017Q2
2017,3,204.4,113310,2017Q3
2017,4,212.0,113310,2017Q4
2018,1,213.3,113310,2018Q1
2018,2,213.7,113310,2018Q2
2018,3,215.5,113310,2018Q3
2018,4,210.1,113310,2018Q4
2019,1,204.8,113310,2019Q1
2019,2,205.0,113310,2019Q2
2019,3,202.2,113310,2019Q3
2019,4,199.1,113310,2019Q4
2020,1,202.6,113310,2020Q1
2020,2,197.9,113310,2020Q2
2020,3,201.7,113310,2020Q3
2020,4,209.2,113310,2020Q4
2021,1,220.4,113310,2021Q1
2021,2,223.1,113310,2021Q2
2021,3,224.523,113310,2021Q3
2021,4,223.626,113310,2021Q4
2022,1,226.834,113310,2022Q1
2022,2,230.645,113310,2022Q2
2022,3,230.158,113310,2022Q3
2022,4,230.056,113310,2022Q4
2023,1,222.912,113310,2023Q1
2023,2,221.305,113310,2023Q2
2023,3,221.163,113310,2023Q3
2023,4,218.654,113310,2023Q4
2024,1,216.759,113310,2024Q1
2024,2,211.923,113310,2024Q2
2024,3,213.557,113310,2024Q3
2024,4,213.384,113310,2024Q4
2025,1,215.487,113310,2025Q1
2025,2,216.138,113310,2025Q2
1985,4,100.0,211,1985Q4
1986,1,84.8,211,1986Q1
1986,2,76.1,211,1986Q2
1986,3,68.8,211,1986Q3
1986,4,69.0,211,1986Q4
1987,1,74.6,211,1987Q1
1987,2,74.6,211,1987Q2
1987,3,75.9,211,1987Q3
1987,4,73.2,211,1987Q4
1988,1,69.4,211,1988Q1
1988,2,69.0,211,1988Q2
1988,3,65.4,211,1988Q3
1988,4,68.3,211,1988Q4
1989,1,73.8,211,1989Q1
1989,2,77.2,211,1989Q2
1989,3,75.8,211,1989Q3
1989,4,77.3,211,1989Q4
1990,1,77.9,211,1990Q1
1990,2,69.4,211,1990Q2
1990,3,89.7,211,1990Q3
1990,4,91.8,211,1990Q4
1991,1,75.5,211,1991Q1
1991,2,74.5,211,1991Q2
1991,3,73.6,211,1991Q3
1991,4,77.1,211,1991Q4
1992,1,70.0,211,1992Q1
1992,2,75.5,211,1992Q2
1992,3,81.8,211,1992Q3
1992,4,79.4,211,1992Q4
1993,1,75.3,211,1993Q1
1993,2,82.0,211,1993Q2
1993,3,74.5,211,1993Q3
1993,4,70.9,211,1993Q4
1994,1,73.4,211,1994Q1
1994,2,73.5,211,1994Q2
1994,3,69.2,211,1994Q3
1994,4,68.6,211,1994Q4
1995,1,65.7,211,1995Q1
1995,2,69.1,211,1995Q2
1995,3,63.5,211,1995Q3
1995,4,71.0,211,1995Q4
1996,1,79.2,211,1996Q1
1996,2,75.9,211,1996Q2
1996,3,81.3,211,1996Q3
1996,4,112.1,211,1996Q4
1997,1,77.3,211,1997Q1
1997,2,78.9,211,1997Q2
1997,3,83.5,211,1997Q3
1997,4,84.5,211,1997Q4
1998,1,70.2,211,1998Q1
1998,2,66.6,211,1998Q2
1998,3,61.8,211,1998Q3
1998,4,62.9,211,1998Q4
1999,1,58.6,211,1999Q1
1999,2,76.2,211,1999Q2
1999,3,96.9,211,1999Q3
1999,4,90.4,211,1999Q4
2000,1,107.0,211,2000Q1
2000,2,133.1,211,2000Q2
2000,3,141.9,211,2000Q3
2000,4,171.2,211,2000Q4
2001,1,150.4,211,2001Q1
2001,2,125.1,211,2001Q2
2001,3,95.9,211,2001Q3
2001,4,78.3,211,2001Q4
2002,1,92.7,211,2002Q1
2002,2,101.7,211,2002Q2
2002,3,112.8,211,2002Q3
2002,4,133.9,211,2002Q4
2003,1,220.0,211,2003Q1
2003,2,169.3,211,2003Q2
2003,3,149.4,211,2003Q3
2003,4,155.1,211,2003Q4
2004,1,165.4,211,2004Q1
2004,2,198.0,211,2004Q2
2004,3,184.0,211,2004Q3
2004,4,214.7,211,2004Q4
2005,1,221.3,211,2005Q1
2005,2,222.2,211,2005Q2
2005,3,316.9,211,2005Q3
2005,4,312.2,211,2005Q4
2006,1,247.1,211,2006Q1
2006,2,241.7,211,2006Q2
2006,3,242.1,211,2006Q3
2006,4,256.2,211,2006Q4
2007,1,252.4,211,2007Q1
2007,2,270.9,211,2007Q2
2007,3,256.2,211,2007Q3
2007,4,315.9,211,2007Q4
2008,1,371.6,211,2008Q1
2008,2,456.0,211,2008Q2
2008,3,341.2,211,2008Q3
2008,4,184.1,211,2008Q4
2009,1,154.1,211,2009Q1
2009,2,192.2,211,2009Q2
2009,3,186.6,211,2009Q3
2009,4,235.5,211,2009Q4
2010,1,250.9,211,2010Q1
2010,2,226.7,211,2010Q2
2010,3,219.6,211,2010Q3
2010,4,256.4,211,2010Q4
2011,1,275.0,211,2011Q1
2011,2,281.9,211,2011Q2
2011,3,270.8,211,2011Q3
2011,4,267.7,211,2011Q4
2012,1,259.7,211,2012Q1
2012,2,208.4,211,2012Q2
2012,3,242.8,211,2012Q3
2012,4,242.6,211,2012Q4
2013,1,248.9,211,2013Q1
2013,2,259.9,211,2013Q2
2013,3,271.7,211,2013Q3
2013,4,259.1,211,2013Q4
2014,1,285.4,211,2014Q1
2014,2,280.1,211,2014Q2
2014,3,247.9,211,2014Q3
2014,4,188.6,211,2014Q4
2015,1,138.8,211,2015Q1
2015,2,154.9,211,2015Q2
2015,3,125.2,211,2015Q3
2015,4,100.7,211,2015Q4
2016,1,91.3,211,2016Q1
2016,2,122.7,211,2016Q2
2016,3,129.6,211,2016Q3
2016,4,155.6,211,2016Q4
2017,1,135.4,211,2017Q1
2017,2,138.0,211,2017Q2
2017,3,145.4,211,2017Q3
2017,4,163.4,211,2017Q4
2018,1,156.0,211,2018Q1
2018,2,172.2,211,2018Q2
2018,3,182.7,211,2018Q3
2018,4,175.2,211,2018Q4
2019,1,148.0,211,2019Q1
2019,2,128.8,211,2019Q2
2019,3,131.2,211,2019Q3
2019,4,139.0,211,2019Q4
2020,1,81.1,211,2020Q1
2020,2,87.5,211,2020Q2
2020,3,103.7,211,2020Q3
2020,4,129.3,211,2020Q4
2021,1,164.0,211,2021Q1
2021,2,180.5,211,2021Q2
2021,3,219.383,211,2021Q3
2021,4,229.298,211,2021Q4
2022,1,275.256,211,2022Q1
2022,2,374.936,211,2022Q2
2022,3,322.595,211,2022Q3
2022,4,255.693,211,2022Q4
2023,1,187.059,211,2023Q1
2023,2,168.741,211,2023Q2
2023,3,217.752,211,2023Q3
2023,4,183.41,211,2023Q4
2024,1,182.54,211,2024Q1
2024,2,192.53,211,2024Q2
2024,3,165.386,211,2024Q3
2024,4,189.132,211,2024Q4
2025,1,193.16,211,2025Q1
2025,2,174.407,211,2025Q2
1985,4,100.0,2111,1985Q4
1986,1,84.8,2111,1986Q1
1986,2,76.1,2111,1986Q2
1986,3,68.8,2111,1986Q3
1986,4,69.0,2111,1986Q4
1987,1,74.6,2111,1987Q1
1987,2,74.6,2111,1987Q2
1987,3,75.9,2111,1987Q3
1987,4,73.2,2111,1987Q4
1988,1,69.4,2111,1988Q1
1988,2,69.0,2111,1988Q2
1988,3,65.4,2111,1988Q3
1988,4,68.3,2111,1988Q4
1989,1,73.8,2111,1989Q1
1989,2,77.2,2111,1989Q2
1989,3,75.8,2111,1989Q3
1989,4,77.3,2111,1989Q4
1990,1,77.9,2111,1990Q1
1990,2,69.4,2111,1990Q2
1990,3,89.7,2111,1990Q3
1990,4,91.8,2111,1990Q4
1991,1,75.5,2111,1991Q1
1991,2,74.5,2111,1991Q2
1991,3,73.6,2111,1991Q3
1991,4,77.1,2111,1991Q4
1992,1,70.0,2111,1992Q1
1992,2,75.5,2111,1992Q2
1992,3,81.8,2111,1992Q3
1992,4,79.4,2111,1992Q4
1993,1,75.3,2111,1993Q1
1993,2,82.0,2111,1993Q2
1993,3,74.5,2111,1993Q3
1993,4,70.9,2111,1993Q4
1994,1,73.4,2111,1994Q1
1994,2,73.5,2111,1994Q2
1994,3,69.2,2111,1994Q3
1994,4,68.6,2111,1994Q4
1995,1,65.7,2111,1995Q1
1995,2,69.1,2111,1995Q2
1995,3,63.5,2111,1995Q3
1995,4,71.0,2111,1995Q4
1996,1,79.2,2111,1996Q1
1996,2,75.9,2111,1996Q2
1996,3,81.3,2111,1996Q3
1996,4,112.1,2111,1996Q4
1997,1,77.3,2111,1997Q1
1997,2,78.9,2111,1997Q2
1997,3,83.5,2111,1997Q3
1997,4,84.5,2111,1997Q4
1998,1,70.2,2111,1998Q1
1998,2,66.6,2111,1998Q2
1998,3,61.8,2111,1998Q3
1998,4,62.9,2111,1998Q4
1999,1,58.6,2111,1999Q1
1999,2,76.2,2111,1999Q2
1999,3,96.9,2111,1999Q3
1999,4,90.4,2111,1999Q4
2000,1,107.0,2111,2000Q1
2000,2,133.1,2111,2000Q2
2000,3,141.9,2111,2000Q3
2000,4,171.2,2111,2000Q4
2001,1,150.4,2111,2001Q1
2001,2,125.1,2111,2001Q2
2001,3,95.9,2111,2001Q3
2001,4,78.3,2111,2001Q4
2002,1,92.7,2111,2002Q1
2002,2,101.7,2111,2002Q2
2002,3,112.8,2111,2002Q3
2002,4,133.9,2111,2002Q4
2003,1,220.0,2111,2003Q1
2003,2,169.3,2111,2003Q2
2003,3,149.4,2111,2003Q3
2003,4,155.1,2111,2003Q4
2004,1,165.4,2111,2004Q1
2004,2,198.0,2111,2004Q2
2004,3,184.0,2111,2004Q3
2004,4,214.7,2111,2004Q4
2005,1,221.3,2111,2005Q1
2005,2,222.2,2111,2005Q2
2005,3,316.9,2111,2005Q3
2005,4,312.2,2111,2005Q4
2006,1,247.1,2111,2006Q1
2006,2,241.7,2111,2006Q2
2006,3,242.1,2111,2006Q3
2006,4,256.2,2111,2006Q4
2007,1,252.4,2111,2007Q1
2007,2,270.9,2111,2007Q2
2007,3,256.2,2111,2007Q3
2007,4,315.9,2111,2007Q4
2008,1,371.6,2111,2008Q1
2008,2,456.0,2111,2008Q2
2008,3,341.2,2111,2008Q3
2008,4,184.1,2111,2008Q4
2009,1,154.1,2111,2009Q1
2009,2,192.2,2111,2009Q2
2009,3,186.6,2111,2009Q3
2009,4,235.5,2111,2009Q4
2010,1,250.9,2111,2010Q1
2010,2,226.7,2111,2010Q2
2010,3,219.6,2111,2010Q3
2010,4,256.4,2111,2010Q4
