year,quarter,PPI,naics_code,date
1999,4,142.8,321999,1999Q4
2000,1,143.5,321999,2000Q1
2000,2,143.4,321999,2000Q2
2000,3,143.4,321999,2000Q3
2000,4,143.4,321999,2000Q4
2001,1,144.3,321999,2001Q1
2001,2,144.3,321999,2001Q2
2001,3,144.3,321999,2001Q3
2001,4,144.3,321999,2001Q4
2002,1,144.3,321999,2002Q1
2002,2,144.3,321999,2002Q2
2002,3,144.3,321999,2002Q3
2002,4,144.3,321999,2002Q4
2003,1,144.1,321999,2003Q1
2003,2,145.5,321999,2003Q2
2003,3,145.5,321999,2003Q3
2003,4,145.5,321999,2003Q4
2004,1,147.8,321999,2004Q1
2004,2,151.7,321999,2004Q2
2004,3,153.3,321999,2004Q3
2004,4,153.3,321999,2004Q4
2005,1,153.3,321999,2005Q1
2005,2,153.3,321999,2005Q2
2005,3,154.3,321999,2005Q3
2005,4,154.3,321999,2005Q4
2006,1,154.3,321999,2006Q1
2006,2,154.3,321999,2006Q2
2006,3,154.3,321999,2006Q3
2006,4,157.1,321999,2006Q4
2007,1,157.1,321999,2007Q1
2007,2,157.1,321999,2007Q2
2007,3,157.1,321999,2007Q3
2007,4,157.1,321999,2007Q4
2008,1,157.1,321999,2008Q1
2008,2,181.7,321999,2008Q2
2008,3,186.6,321999,2008Q3
2008,4,189.1,321999,2008Q4
2009,1,187.4,321999,2009Q1
2009,2,180.2,321999,2009Q2
2009,3,184.7,321999,2009Q3
2009,4,184.9,321999,2009Q4
2010,1,186.8,321999,2010Q1
2010,2,188.4,321999,2010Q2
2010,3,191.0,321999,2010Q3
2010,4,191.6,321999,2010Q4
2011,1,191.8,321999,2011Q1
2011,2,192.4,321999,2011Q2
2011,3,192.4,321999,2011Q3
2011,4,193.0,321999,2011Q4
2012,1,191.8,321999,2012Q1
2012,2,192.1,321999,2012Q2
2012,3,192.7,321999,2012Q3
2012,4,192.7,321999,2012Q4
2013,1,193.1,321999,2013Q1
2013,2,194.8,321999,2013Q2
2013,3,198.6,321999,2013Q3
2013,4,200.9,321999,2013Q4
2014,1,213.4,321999,2014Q1
2014,2,214.8,321999,2014Q2
2014,3,216.1,321999,2014Q3
2014,4,216.8,321999,2014Q4
2015,1,204.7,321999,2015Q1
2015,2,207.1,321999,2015Q2
2015,3,205.1,321999,2015Q3
2015,4,206.9,321999,2015Q4
2016,1,206.9,321999,2016Q1
2016,2,207.4,321999,2016Q2
2016,3,207.4,321999,2016Q3
2016,4,207.4,321999,2016Q4
2017,1,211.7,321999,2017Q1
2017,2,211.7,321999,2017Q2
2017,3,213.2,321999,2017Q3
2017,4,213.5,321999,2017Q4
2018,1,213.7,321999,2018Q1
2018,2,213.8,321999,2018Q2
2018,3,213.8,321999,2018Q3
2018,4,213.8,321999,2018Q4
2019,1,225.0,321999,2019Q1
2019,2,220.2,321999,2019Q2
2019,3,220.2,321999,2019Q3
2019,4,217.6,321999,2019Q4
2020,1,221.8,321999,2020Q1
2020,2,223.7,321999,2020Q2
2020,3,219.8,321999,2020Q3
2020,4,222.4,321999,2020Q4
2021,1,229.8,321999,2021Q1
2021,2,246.5,321999,2021Q2
2021,3,261.935,321999,2021Q3
2021,4,206.145,321999,2021Q4
2022,1,276.923,321999,2022Q1
2022,2,226.646,321999,2022Q2
2022,3,219.925,321999,2022Q3
2022,4,209.155,321999,2022Q4
2023,1,212.157,321999,2023Q1
2023,2,218.614,321999,2023Q2
2023,3,217.932,321999,2023Q3
2023,4,224.706,321999,2023Q4
2024,1,227.233,321999,2024Q1
2024,2,229.804,321999,2024Q2
2024,3,231.067,321999,2024Q3
2024,4,231.158,321999,2024Q4
2025,1,233.946,321999,2025Q1
2025,2,236.165,321999,2025Q2
2003,4,100.0,322,2003Q4
2004,1,99.5,322,2004Q1
2004,2,102.3,322,2004Q2
2004,3,105.0,322,2004Q3
2004,4,105.8,322,2004Q4
2005,1,106.9,322,2005Q1
2005,2,107.2,322,2005Q2
2005,3,106.4,322,2005Q3
2005,4,107.8,322,2005Q4
2006,1,110.5,322,2006Q1
2006,2,112.9,322,2006Q2
2006,3,114.1,322,2006Q3
2006,4,114.3,322,2006Q4
2007,1,114.5,322,2007Q1
2007,2,115.2,322,2007Q2
2007,3,116.1,322,2007Q3
2007,4,118.0,322,2007Q4
2008,1,119.6,322,2008Q1
2008,2,120.9,322,2008Q2
2008,3,126.6,322,2008Q3
2008,4,127.0,322,2008Q4
2009,1,125.5,322,2009Q1
2009,2,122.5,322,2009Q2
2009,3,121.7,322,2009Q3
2009,4,122.0,322,2009Q4
2010,1,124.2,322,2010Q1
2010,2,128.0,322,2010Q2
2010,3,129.9,322,2010Q3
2010,4,130.2,322,2010Q4
2011,1,130.9,322,2011Q1
2011,2,131.7,322,2011Q2
2011,3,132.5,322,2011Q3
2011,4,131.8,322,2011Q4
2012,1,131.9,322,2012Q1
2012,2,131.6,322,2012Q2
2012,3,131.5,322,2012Q3
2012,4,133.1,322,2012Q4
2013,1,133.1,322,2013Q1
2013,2,134.7,322,2013Q2
2013,3,135.9,322,2013Q3
2013,4,136.7,322,2013Q4
2014,1,136.4,322,2014Q1
2014,2,136.8,322,2014Q2
2014,3,136.9,322,2014Q3
2014,4,137.1,322,2014Q4
2015,1,136.9,322,2015Q1
2015,2,136.6,322,2015Q2
2015,3,136.1,322,2015Q3
2015,4,135.8,322,2015Q4
2016,1,135.5,322,2016Q1
2016,2,135.3,322,2016Q2
2016,3,134.9,322,2016Q3
2016,4,136.7,322,2016Q4
2017,1,137.0,322,2017Q1
2017,2,139.2,322,2017Q2
2017,3,139.9,322,2017Q3
2017,4,140.1,322,2017Q4
2018,1,141.2,322,2018Q1
2018,2,143.9,322,2018Q2
2018,3,145.3,322,2018Q3
2018,4,145.7,322,2018Q4
2019,1,146.3,322,2019Q1
2019,2,146.0,322,2019Q2
2019,3,144.4,322,2019Q3
2019,4,144.4,322,2019Q4
2020,1,143.0,322,2020Q1
2020,2,143.2,322,2020Q2
2020,3,143.0,322,2020Q3
2020,4,144.2,322,2020Q4
2021,1,147.9,322,2021Q1
2021,2,153.1,322,2021Q2
2021,3,159.877,322,2021Q3
2021,4,166.191,322,2021Q4
2022,1,171.661,322,2022Q1
2022,2,180.777,322,2022Q2
2022,3,185.403,322,2022Q3
2022,4,188.478,322,2022Q4
2023,1,186.952,322,2023Q1
2023,2,184.713,322,2023Q2
2023,3,182.583,322,2023Q3
2023,4,181.583,322,2023Q4
2024,1,181.329,322,2024Q1
2024,2,183.463,322,2024Q2
2024,3,186.005,322,2024Q3
2024,4,186.551,322,2024Q4
2025,1,188.07,322,2025Q1
2025,2,190.915,322,2025Q2
2003,4,100.0,3221,2003Q4
2004,1,99.7,3221,2004Q1
2004,2,103.6,3221,2004Q2
2004,3,106.5,3221,2004Q3
2004,4,107.8,3221,2004Q4
2005,1,109.5,3221,2005Q1
2005,2,110.0,3221,2005Q2
2005,3,109.1,3221,2005Q3
2005,4,110.3,3221,2005Q4
2006,1,113.3,3221,2006Q1
2006,2,116.2,3221,2006Q2
2006,3,118.0,3221,2006Q3
2006,4,118.0,3221,2006Q4
2007,1,117.9,3221,2007Q1
2007,2,118.3,3221,2007Q2
2007,3,119.8,3221,2007Q3
2007,4,122.5,3221,2007Q4
2008,1,125.1,3221,2008Q1
2008,2,126.7,3221,2008Q2
2008,3,133.2,3221,2008Q3
2008,4,133.7,3221,2008Q4
2009,1,130.0,3221,2009Q1
2009,2,125.2,3221,2009Q2
2009,3,124.3,3221,2009Q3
2009,4,124.6,3221,2009Q4
2010,1,127.7,3221,2010Q1
2010,2,132.6,3221,2010Q2
2010,3,135.6,3221,2010Q3
2010,4,135.2,3221,2010Q4
2011,1,134.9,3221,2011Q1
2011,2,136.1,3221,2011Q2
2011,3,137.4,3221,2011Q3
2011,4,135.5,3221,2011Q4
2012,1,135.1,3221,2012Q1
2012,2,134.8,3221,2012Q2
2012,3,135.0,3221,2012Q3
2012,4,136.1,3221,2012Q4
2013,1,135.7,3221,2013Q1
2013,2,137.0,3221,2013Q2
2013,3,137.7,3221,2013Q3
2013,4,137.5,3221,2013Q4
2014,1,137.5,3221,2014Q1
2014,2,138.5,3221,2014Q2
2014,3,137.7,3221,2014Q3
2014,4,137.2,3221,2014Q4
2015,1,137.0,3221,2015Q1
2015,2,136.3,3221,2015Q2
2015,3,135.7,3221,2015Q3
2015,4,135.3,3221,2015Q4
2016,1,133.0,3221,2016Q1
2016,2,132.7,3221,2016Q2
2016,3,132.2,3221,2016Q3
2016,4,133.7,3221,2016Q4
2017,1,133.4,3221,2017Q1
2017,2,136.4,3221,2017Q2
2017,3,138.4,3221,2017Q3
2017,4,138.6,3221,2017Q4
2018,1,139.5,3221,2018Q1
2018,2,143.4,3221,2018Q2
2018,3,145.9,3221,2018Q3
2018,4,145.7,3221,2018Q4
2019,1,145.1,3221,2019Q1
2019,2,143.5,3221,2019Q2
2019,3,140.1,3221,2019Q3
2019,4,139.3,3221,2019Q4
2020,1,136.6,3221,2020Q1
2020,2,137.3,3221,2020Q2
2020,3,136.8,3221,2020Q3
2020,4,137.8,3221,2020Q4
2021,1,143.1,3221,2021Q1
2021,2,151.2,3221,2021Q2
2021,3,157.471,3221,2021Q3
2021,4,163.136,3221,2021Q4
2022,1,167.728,3221,2022Q1
2022,2,178.236,3221,2022Q2
2022,3,181.208,3221,2022Q3
2022,4,185.426,3221,2022Q4
2023,1,183.963,3221,2023Q1
2023,2,178.73,3221,2023Q2
2023,3,175.752,3221,2023Q3
2023,4,173.27,3221,2023Q4
2024,1,174.239,3221,2024Q1
2024,2,176.439,3221,2024Q2
2024,3,179.356,3221,2024Q3
2024,4,178.696,3221,2024Q4
2025,1,179.831,3221,2025Q1
2025,2,183.026,3221,2025Q2
1973,4,44.0,32211,1973Q4
1974,1,51.4,32211,1974Q1
1974,2,59.7,32211,1974Q2
1974,3,73.3,32211,1974Q3
1974,4,75.9,32211,1974Q4
1975,1,81.1,32211,1975Q1
1975,2,80.4,32211,1975Q2
1975,3,80.4,32211,1975Q3
1975,4,80.5,32211,1975Q4
1976,1,82.6,32211,1976Q1
1976,2,81.9,32211,1976Q2
1976,3,81.7,32211,1976Q3
1976,4,81.7,32211,1976Q4
1977,1,81.1,32211,1977Q1
1977,2,82.3,32211,1977Q2
1977,3,81.3,32211,1977Q3
1977,4,79.7,32211,1977Q4
1978,1,77.4,32211,1978Q1
1978,2,77.5,32211,1978Q2
1978,3,77.6,32211,1978Q3
1978,4,80.8,32211,1978Q4
1979,1,83.5,32211,1979Q1
1979,2,86.4,32211,1979Q2
1979,3,90.5,32211,1979Q3
1979,4,94.1,32211,1979Q4
1980,1,99.1,32211,1980Q1
1980,2,107.2,32211,1980Q2
1980,3,107.4,32211,1980Q3
1980,4,108.5,32211,1980Q4
1981,1,108.5,32211,1981Q1
1981,2,110.5,32211,1981Q2
1981,3,110.5,32211,1981Q3
1981,4,115.4,32211,1981Q4
1982,1,114.6,32211,1982Q1
1982,2,107.4,32211,1982Q2
1982,3,102.6,32211,1982Q3
1982,4,100.0,32211,1982Q4
1983,1,97.7,32211,1983Q1
1983,2,97.6,32211,1983Q2
1983,3,97.8,32211,1983Q3
1983,4,101.2,32211,1983Q4
1984,1,108.1,32211,1984Q1
1984,2,115.4,32211,1984Q2
1984,3,115.6,32211,1984Q3
1984,4,111.0,32211,1984Q4
1985,1,103.6,32211,1985Q1
1985,2,100.9,32211,1985Q2
1985,3,98.3,32211,1985Q3
1985,4,97.4,32211,1985Q4
1986,1,97.6,32211,1986Q1
1986,2,102.7,32211,1986Q2
1986,3,105.9,32211,1986Q3
1986,4,109.6,32211,1986Q4
1987,1,113.4,32211,1987Q1
1987,2,116.1,32211,1987Q2
1987,3,118.0,32211,1987Q3
1987,4,124.1,32211,1987Q4
1988,1,132.9,32211,1988Q1
1988,2,139.9,32211,1988Q2
1988,3,147.4,32211,1988Q3
1988,4,150.9,32211,1988Q4
1989,1,158.8,32211,1989Q1
1989,2,162.7,32211,1989Q2
1989,3,162.8,32211,1989Q3
1989,4,161.6,32211,1989Q4
1990,1,160.0,32211,1990Q1
1990,2,155.4,32211,1990Q2
1990,3,151.0,32211,1990Q3
1990,4,145.2,32211,1990Q4
1991,1,132.6,32211,1991Q1
1991,2,123.2,32211,1991Q2
1991,3,113.7,32211,1991Q3
1991,4,110.6,32211,1991Q4
1992,1,114.3,32211,1992Q1
1992,2,122.1,32211,1992Q2
1992,3,122.6,32211,1992Q3
1992,4,114.6,32211,1992Q4
1993,1,106.5,32211,1993Q1
1993,2,108.7,32211,1993Q2
1993,3,105.1,32211,1993Q3
1993,4,101.4,32211,1993Q4
1994,1,105.3,32211,1994Q1
1994,2,113.3,32211,1994Q2
1994,3,123.2,32211,1994Q3
1994,4,134.9,32211,1994Q4
1995,1,167.0,32211,1995Q1
1995,2,190.1,32211,1995Q2
1995,3,197.7,32211,1995Q3
1995,4,191.4,32211,1995Q4
1996,1,143.8,32211,1996Q1
1996,2,123.0,32211,1996Q2
1996,3,130.3,32211,1996Q3
1996,4,130.3,32211,1996Q4
1997,1,127.0,32211,1997Q1
1997,2,128.2,32211,1997Q2
1997,3,135.4,32211,1997Q3
1997,4,135.3,32211,1997Q4
1998,1,128.5,32211,1998Q1
1998,2,126.4,32211,1998Q2
1998,3,123.7,32211,1998Q3
1998,4,119.7,32211,1998Q4
1999,1,117.1,32211,1999Q1
1999,2,119.3,32211,1999Q2
1999,3,127.6,32211,1999Q3
1999,4,133.1,32211,1999Q4
2000,1,141.6,32211,2000Q1
2000,2,146.0,32211,2000Q2
2000,3,149.0,32211,2000Q3
2000,4,140.6,32211,2000Q4
2001,1,131.9,32211,2001Q1
2001,2,122.4,32211,2001Q2
2001,3,115.5,32211,2001Q3
2001,4,114.1,32211,2001Q4
2002,1,113.9,32211,2002Q1
2002,2,115.7,32211,2002Q2
2002,3,119.1,32211,2002Q3
2002,4,118.1,32211,2002Q4
2003,1,116.2,32211,2003Q1
2003,2,124.2,32211,2003Q2
2003,3,121.8,32211,2003Q3
2003,4,124.1,32211,2003Q4
2004,1,125.7,32211,2004Q1
2004,2,131.4,32211,2004Q2
2004,3,136.5,32211,2004Q3
2004,4,133.4,32211,2004Q4
2005,1,138.2,32211,2005Q1
2005,2,137.9,32211,2005Q2
2005,3,137.1,32211,2005Q3
2005,4,137.5,32211,2005Q4
2006,1,141.2,32211,2006Q1
2006,2,143.8,32211,2006Q2
2006,3,147.7,32211,2006Q3
2006,4,150.9,32211,2006Q4
2007,1,159.1,32211,2007Q1
2007,2,162.8,32211,2007Q2
2007,3,165.4,32211,2007Q3
2007,4,169.1,32211,2007Q4
2008,1,172.4,32211,2008Q1
2008,2,174.2,32211,2008Q2
2008,3,178.6,32211,2008Q3
2008,4,177.4,32211,2008Q4
2009,1,168.3,32211,2009Q1
2009,2,156.0,32211,2009Q2
2009,3,157.9,32211,2009Q3
2009,4,165.2,32211,2009Q4
2010,1,174.3,32211,2010Q1
2010,2,200.7,32211,2010Q2
2010,3,206.7,32211,2010Q3
2010,4,203.3,32211,2010Q4
2011,1,205.0,32211,2011Q1
2011,2,204.1,32211,2011Q2
2011,3,203.9,32211,2011Q3
2011,4,196.6,32211,2011Q4
2012,1,199.7,32211,2012Q1
2012,2,199.1,32211,2012Q2
2012,3,198.5,32211,2012Q3
2012,4,196.0,32211,2012Q4
2013,1,191.7,32211,2013Q1
2013,2,192.5,32211,2013Q2
2013,3,192.0,32211,2013Q3
2013,4,195.7,32211,2013Q4
2014,1,192.5,32211,2014Q1
2014,2,204.9,32211,2014Q2
2014,3,200.4,32211,2014Q3
2014,4,199.1,32211,2014Q4
2015,1,206.1,32211,2015Q1
2015,2,205.6,32211,2015Q2
2015,3,203.6,32211,2015Q3
2015,4,201.0,32211,2015Q4
2016,1,197.2,32211,2016Q1
2016,2,189.0,32211,2016Q2
2016,3,178.7,32211,2016Q3
2016,4,179.7,32211,2016Q4
2017,1,178.5,32211,2017Q1
2017,2,186.1,32211,2017Q2
2017,3,201.6,32211,2017Q3
2017,4,212.6,32211,2017Q4
2018,1,233.3,32211,2018Q1
2018,2,238.8,32211,2018Q2
2018,3,244.3,32211,2018Q3
2018,4,247.8,32211,2018Q4
2019,1,207.0,32211,2019Q1
2019,2,201.0,32211,2019Q2
2019,3,152.4,32211,2019Q3
2019,4,142.4,32211,2019Q4
2020,1,139.6,32211,2020Q1
2020,2,148.5,32211,2020Q2
2020,3,147.0,32211,2020Q3
2020,4,145.8,32211,2020Q4
2021,1,176.2,32211,2021Q1
2021,2,213.4,32211,2021Q2
2021,3,214.487,32211,2021Q3
2021,4,216.355,32211,2021Q4
2022,1,229.354,32211,2022Q1
2022,2,260.122,32211,2022Q2
2022,3,271.623,32211,2022Q3
2022,4,277.786,32211,2022Q4
2023,1,280.803,32211,2023Q1
2023,2,221.217,32211,2023Q2
2023,3,208.5,32211,2023Q3
2023,4,223.521,32211,2023Q4
2024,1,232.929,32211,2024Q1
2024,2,253.841,32211,2024Q2
2024,3,256.729,32211,2024Q3
2024,4,250.379,32211,2024Q4
2025,1,235.472,32211,2025Q1
2025,2,242.944,32211,2025Q2
1973,4,44.0,322110,1973Q4
1974,1,51.4,322110,1974Q1
1974,2,59.7,322110,1974Q2
1974,3,73.3,322110,1974Q3
1974,4,75.9,322110,1974Q4
1975,1,81.1,322110,1975Q1
1975,2,80.4,322110,1975Q2
1975,3,80.4,322110,1975Q3
1975,4,80.5,322110,1975Q4
1976,1,82.6,322110,1976Q1
1976,2,81.9,322110,1976Q2
1976,3,81.7,322110,1976Q3
1976,4,81.7,322110,1976Q4
1977,1,81.1,322110,1977Q1
1977,2,82.3,322110,1977Q2
1977,3,81.3,322110,1977Q3
1977,4,79.7,322110,1977Q4
1978,1,77.4,322110,1978Q1
1978,2,77.5,322110,1978Q2
1978,3,77.6,322110,1978Q3
1978,4,80.8,322110,1978Q4
1979,1,83.5,322110,1979Q1
1979,2,86.4,322110,1979Q2
1979,3,90.5,322110,1979Q3
1979,4,94.1,322110,1979Q4
1980,1,99.1,322110,1980Q1
1980,2,107.2,322110,1980Q2
1980,3,107.4,322110,1980Q3
1980,4,108.5,322110,1980Q4
1981,1,108.5,322110,1981Q1
1981,2,110.5,322110,1981Q2
1981,3,110.5,322110,1981Q3
1981,4,115.4,322110,1981Q4
1982,1,114.6,322110,1982Q1
1982,2,107.4,322110,1982Q2
1982,3,102.6,322110,1982Q3
1982,4,100.0,322110,1982Q4
1983,1,97.7,322110,1983Q1
1983,2,97.6,322110,1983Q2
1983,3,97.8,322110,1983Q3
1983,4,101.2,322110,1983Q4
1984,1,108.1,322110,1984Q1
1984,2,115.4,322110,1984Q2
1984,3,115.6,322110,1984Q3
1984,4,111.0,322110,1984Q4
1985,1,103.6,322110,1985Q1
1985,2,100.9,322110,1985Q2
1985,3,98.3,322110,1985Q3
1985,4,97.4,322110,1985Q4
1986,1,97.6,322110,1986Q1
1986,2,102.7,322110,1986Q2
1986,3,105.9,322110,1986Q3
1986,4,109.6,322110,1986Q4
1987,1,113.4,322110,1987Q1
1987,2,116.1,322110,1987Q2
1987,3,118.0,322110,1987Q3
1987,4,124.1,322110,1987Q4
1988,1,132.9,322110,1988Q1
1988,2,139.9,322110,1988Q2
1988,3,147.4,322110,1988Q3
1988,4,150.9,322110,1988Q4
1989,1,158.8,322110,1989Q1
1989,2,162.7,322110,1989Q2
1989,3,162.8,322110,1989Q3
1989,4,161.6,322110,1989Q4
1990,1,160.0,322110,1990Q1
1990,2,155.4,322110,1990Q2
1990,3,151.0,322110,1990Q3
1990,4,145.2,322110,1990Q4
1991,1,132.6,322110,1991Q1
1991,2,123.2,322110,1991Q2
1991,3,113.7,322110,1991Q3
1991,4,110.6,322110,1991Q4
1992,1,114.3,322110,1992Q1
1992,2,122.1,322110,1992Q2
1992,3,122.6,322110,1992Q3
1992,4,114.6,322110,1992Q4
1993,1,106.5,322110,1993Q1
1993,2,108.7,322110,1993Q2
1993,3,105.1,322110,1993Q3
1993,4,101.4,322110,1993Q4
1994,1,105.3,322110,1994Q1
1994,2,113.3,322110,1994Q2
1994,3,123.2,322110,1994Q3
1994,4,134.9,322110,1994Q4
1995,1,167.0,322110,1995Q1
1995,2,190.1,322110,1995Q2
1995,3,197.7,322110,1995Q3
1995,4,191.4,322110,1995Q4
1996,1,143.8,322110,1996Q1
1996,2,123.0,322110,1996Q2
1996,3,130.3,322110,1996Q3
1996,4,130.3,322110,1996Q4
1997,1,127.0,322110,1997Q1
1997,2,128.2,322110,1997Q2
1997,3,135.4,322110,1997Q3
1997,4,135.3,322110,1997Q4
1998,1,133.9,322110,1998Q1
1998,2,131.7,322110,1998Q2
1998,3,128.9,322110,1998Q3
1998,4,124.7,322110,1998Q4
1999,1,122.0,322110,1999Q1
1999,2,124.3,322110,1999Q2
1999,3,133.0,322110,1999Q3
1999,4,138.7,322110,1999Q4
2000,1,147.0,322110,2000Q1
2000,2,152.8,322110,2000Q2
2000,3,156.8,322110,2000Q3
2000,4,157.4,322110,2000Q4
2001,1,145.8,322110,2001Q1
2001,2,133.2,322110,2001Q2
2001,3,124.0,322110,2001Q3
2001,4,122.6,322110,2001Q4
2002,1,122.2,322110,2002Q1
2002,2,124.2,322110,2002Q2
2002,3,127.8,322110,2002Q3
2002,4,126.7,322110,2002Q4
2003,1,124.7,322110,2003Q1
2003,2,133.3,322110,2003Q2
2003,3,130.7,322110,2003Q3
2003,4,133.2,322110,2003Q4
2004,1,134.9,322110,2004Q1
2004,2,141.0,322110,2004Q2
2004,3,146.4,322110,2004Q3
2004,4,143.2,322110,2004Q4
2005,1,148.3,322110,2005Q1
2005,2,148.0,322110,2005Q2
2005,3,147.2,322110,2005Q3
2005,4,147.6,322110,2005Q4
2006,1,151.5,322110,2006Q1
2006,2,154.3,322110,2006Q2
2006,3,156.2,322110,2006Q3
2006,4,160.1,322110,2006Q4
2007,1,168.5,322110,2007Q1
2007,2,172.5,322110,2007Q2
2007,3,175.4,322110,2007Q3
2007,4,179.2,322110,2007Q4
2008,1,182.8,322110,2008Q1
2008,2,184.7,322110,2008Q2
2008,3,189.3,322110,2008Q3
2008,4,188.1,322110,2008Q4
2009,1,178.4,322110,2009Q1
2009,2,165.4,322110,2009Q2
2009,3,167.4,322110,2009Q3
2009,4,175.2,322110,2009Q4
2010,1,184.8,322110,2010Q1
2010,2,212.8,322110,2010Q2
2010,3,219.1,322110,2010Q3
2010,4,215.6,322110,2010Q4
2011,1,217.4,322110,2011Q1
2011,2,216.4,322110,2011Q2
2011,3,216.2,322110,2011Q3
2011,4,208.5,322110,2011Q4
2012,1,211.7,322110,2012Q1
2012,2,211.1,322110,2012Q2
2012,3,210.5,322110,2012Q3
2012,4,207.8,322110,2012Q4
2013,1,203.3,322110,2013Q1
2013,2,204.1,322110,2013Q2
2013,3,203.6,322110,2013Q3
2013,4,207.5,322110,2013Q4
2014,1,204.1,322110,2014Q1
2014,2,217.3,322110,2014Q2
2014,3,212.6,322110,2014Q3
2014,4,211.1,322110,2014Q4
2015,1,219.1,322110,2015Q1
2015,2,218.5,322110,2015Q2
2015,3,216.9,322110,2015Q3
2015,4,212.8,322110,2015Q4
2016,1,208.3,322110,2016Q1
2016,2,197.1,322110,2016Q2
2016,3,196.8,322110,2016Q3
2016,4,197.7,322110,2016Q4
2017,1,195.7,322110,2017Q1
2017,2,206.0,322110,2017Q2
2017,3,223.0,322110,2017Q3
2017,4,234.6,322110,2017Q4
2018,1,257.4,322110,2018Q1
2018,2,263.1,322110,2018Q2
2018,3,268.9,322110,2018Q3
2018,4,269.7,322110,2018Q4
2019,1,226.7,322110,2019Q1
2019,2,222.2,322110,2019Q2
2019,3,167.0,322110,2019Q3
2019,4,156.0,322110,2019Q4
2020,1,153.9,322110,2020Q1
2020,2,164.5,322110,2020Q2
2020,3,162.2,322110,2020Q3
2020,4,160.1,322110,2020Q4
2021,1,189.1,322110,2021Q1
2021,2,236.2,322110,2021Q2
2021,3,237.401,322110,2021Q3
2021,4,239.468,322110,2021Q4
2022,1,253.856,322110,2022Q1
2022,2,287.911,322110,2022Q2
2022,3,300.64,322110,2022Q3
2022,4,307.462,322110,2022Q4
2023,1,310.801,322110,2023Q1
2023,2,244.849,322110,2023Q2
2023,3,230.775,322110,2023Q3
2023,4,247.4,322110,2023Q4
2024,1,257.813,322110,2024Q1
2024,2,280.959,322110,2024Q2
2024,3,284.156,322110,2024Q3
2024,4,277.127,322110,2024Q4
2025,1,260.628,322110,2025Q1
2025,2,268.899,322110,2025Q2
1974,4,64.2,32212,1974Q4
1975,1,65.5,32212,1975Q1
1975,2,65.1,32212,1975Q2
1975,3,65.1,32212,1975Q3
1975,4,66.2,32212,1975Q4
1976,1,67.4,32212,1976Q1
1976,2,68.1,32212,1976Q2
1976,3,69.1,32212,1976Q3
1976,4,69.2,32212,1976Q4
1977,1,70.4,32212,1977Q1
1977,2,71.3,32212,1977Q2
1977,3,71.6,32212,1977Q3
1977,4,71.5,32212,1977Q4
1978,1,71.9,32212,1978Q1
1978,2,73.4,32212,1978Q2
1978,3,75.3,32212,1978Q3
1978,4,78.1,32212,1978Q4
1979,1,80.9,32212,1979Q1
1979,2,83.2,32212,1979Q2
1979,3,84.4,32212,1979Q3
1979,4,87.9,32212,1979Q4
1980,1,91.5,32212,1980Q1
1980,2,93.9,32212,1980Q2
1980,3,94.2,32212,1980Q3
1980,4,96.8,32212,1980Q4
1981,1,98.5,32212,1981Q1
1981,2,100.0,32212,1981Q2
1981,3,102.0,32212,1981Q3
1981,4,102.5,32212,1981Q4
1982,1,104.0,32212,1982Q1
1982,2,103.2,32212,1982Q2
1982,3,102.5,32212,1982Q3
1982,4,101.4,32212,1982Q4
1983,1,101.2,32212,1983Q1
1983,2,101.7,32212,1983Q2
1983,3,104.1,32212,1983Q3
1983,4,105.1,32212,1983Q4
1984,1,109.0,32212,1984Q1
1984,2,109.8,32212,1984Q2
1984,3,111.4,32212,1984Q3
1984,4,110.6,32212,1984Q4
1985,1,109.6,32212,1985Q1
1985,2,109.9,32212,1985Q2
1985,3,109.6,32212,1985Q3
1985,4,108.7,32212,1985Q4
1986,1,108.6,32212,1986Q1
1986,2,110.0,32212,1986Q2
1986,3,111.1,32212,1986Q3
1986,4,112.8,32212,1986Q4
1987,1,113.8,32212,1987Q1
1987,2,114.3,32212,1987Q2
1987,3,116.2,32212,1987Q3
1987,4,118.5,32212,1987Q4
1988,1,123.5,32212,1988Q1
1988,2,126.5,32212,1988Q2
1988,3,129.8,32212,1988Q3
1988,4,132.4,32212,1988Q4
1989,1,135.5,32212,1989Q1
1989,2,135.8,32212,1989Q2
1989,3,134.2,32212,1989Q3
1989,4,133.4,32212,1989Q4
1990,1,132.8,32212,1990Q1
1990,2,134.0,32212,1990Q2
1990,3,134.9,32212,1990Q3
1990,4,134.8,32212,1990Q4
1991,1,134.1,32212,1991Q1
1991,2,130.1,32212,1991Q2
1991,3,129.3,32212,1991Q3
1991,4,128.2,32212,1991Q4
1992,1,126.8,32212,1992Q1
1992,2,126.4,32212,1992Q2
1992,3,126.7,32212,1992Q3
1992,4,126.1,32212,1992Q4
1993,1,126.5,32212,1993Q1
1993,2,127.4,32212,1993Q2
1993,3,126.7,32212,1993Q3
1993,4,126.1,32212,1993Q4
1994,1,124.8,32212,1994Q1
1994,2,125.1,32212,1994Q2
1994,3,130.4,32212,1994Q3
1994,4,140.6,32212,1994Q4
1995,1,154.9,32212,1995Q1
1995,2,166.4,32212,1995Q2
1995,3,173.4,32212,1995Q3
1995,4,173.4,32212,1995Q4
1996,1,162.7,32212,1996Q1
1996,2,150.7,32212,1996Q2
1996,3,145.5,32212,1996Q3
1996,4,141.2,32212,1996Q4
1997,1,139.9,32212,1997Q1
